DBCODE,ENTITY,STANDID,YEAR_BEGIN,YEAR_END,SPECIES,DELTA_TPH_NHA,DELTA_BA_M2HA,DELTA_VOL_M3HA,DELTA_BIO_MGHA,DELTA_JENKBIO_MGHA,MEAN_ANNUAL_NPP,NO_PLOTS
TP001,7,AB08,1978,1984,ABAM,0,0.0686,0.5866,0.2446,0.2847,0.0408,16
TP001,7,AB08,1978,1984,ABPR,0,0.0028,0.0441,0.0163,0.0219,0.0027,16
TP001,7,AB08,1978,1984,ALL,0,1.1069,22.7416,9.0255,9.0965,1.5043,16
TP001,7,AB08,1978,1984,CHNO,0,0.0176,0.3083,0.1255,0.0952,0.0209,16
TP001,7,AB08,1978,1984,PSME,0,0.1473,3.5466,1.5924,1.775,0.2654,16
TP001,7,AB08,1978,1984,TABR,0,0.0104,0.0464,0.0279,0.0237,0.0046,16
TP001,7,AB08,1978,1984,THPL,0,0.4428,5.8801,1.8405,2.4988,0.3067,16
TP001,7,AB08,1978,1984,TSHE,0,0.4174,12.3294,5.1784,4.3971,0.8631,16
TP001,7,AB08,1984,1990,ABAM,0,0.1137,0.7979,0.3327,0.4001,0.0555,16
TP001,7,AB08,1984,1990,ABPR,0,-0.159,-1.7699,-0.6549,-0.9997,-0.1091,16
TP001,7,AB08,1984,1990,ALL,0,1.0782,25.9056,10.6001,9.9153,2.8767,16
TP001,7,AB08,1984,1990,CHNO,0,0.0066,0.0909,0.037,0.0318,0.0062,16
TP001,7,AB08,1984,1990,PSME,0,0.2086,5.0871,2.2841,2.5473,0.3807,16
TP001,7,AB08,1984,1990,TABR,0,0.002,0.0138,0.0083,0.0067,0.0014,16
TP001,7,AB08,1984,1990,THPL,0,0.2837,4.8145,1.5069,1.8374,0.2512,16
TP001,7,AB08,1984,1990,TSHE,0,0.6226,16.8714,7.086,6.0917,2.291,16
TP001,7,AB08,1990,1995,ABAM,0,0.1228,0.8788,0.3665,0.4411,0.0733,16
TP001,7,AB08,1990,1995,ABPR,0,0,0,0,0,0,16
TP001,7,AB08,1990,1995,ALL,0,-0.7563,-19.8485,-9.2077,-7.7793,-0.8175,16
TP001,7,AB08,1990,1995,CHNO,0,0.0283,0.289,0.1176,0.1121,0.0235,16
TP001,7,AB08,1990,1995,PSME,0,-0.3266,-5.3338,-2.3949,-2.6223,-0.479,16
TP001,7,AB08,1990,1995,TABR,0,0.0036,0.0219,0.0132,0.0105,0.0026,16
TP001,7,AB08,1990,1995,THPL,0,0.4916,6.675,2.0893,2.8046,0.539,16
TP001,7,AB08,1990,1995,TSHE,0,-1.076,-22.3795,-9.3994,-8.5252,-1.1079,16
TP001,7,AB08,1995,2002,ABAM,0,0.1844,1.3151,0.5484,0.6602,0.0783,16
TP001,7,AB08,1995,2002,ALL,0,1.5402,33.319,13.2921,13.3409,5.2392,16
TP001,7,AB08,1995,2002,CHNO,0,0.0192,0.1932,0.0786,0.0775,0.0112,16
TP001,7,AB08,1995,2002,PSME,0,0.2608,6.4444,2.8935,3.2289,1.0179,16
TP001,7,AB08,1995,2002,TABR,0,0.0148,0.0779,0.0467,0.0385,0.0067,16
TP001,7,AB08,1995,2002,THPL,0,0.5591,8.3769,2.622,3.375,0.3746,16
TP001,7,AB08,1995,2002,TSHE,0,0.5019,16.9115,7.1028,5.9607,3.7505,16
TP001,7,AB08,2002,2008,ABAM,0,0.1292,1.0257,0.4277,0.5043,0.0713,16
TP001,7,AB08,2002,2008,ALL,0,-1.8642,-34.293,-15.8163,-17.8964,-1.5299,16
TP001,7,AB08,2002,2008,CHNO,0,0.0317,0.3564,0.1451,0.1352,0.0242,16
TP001,7,AB08,2002,2008,PSME,0,-1.8767,-38.0606,-17.0892,-18.9167,-2.8482,16
TP001,7,AB08,2002,2008,TABR,0,0.0072,0.0531,0.0318,0.0251,0.0053,16
TP001,7,AB08,2002,2008,THPL,0,0.1138,2.9095,0.9107,0.9453,0.2136,16
TP001,7,AB08,2002,2008,TSHE,0,-0.2694,-0.5771,-0.2424,-0.5896,1.004,16
TP001,7,ABCO,1983,1988,ABCO,0,2.6602,60.3325,25.2793,25.106,5.0559,14
TP001,7,ABCO,1983,1988,ABMA,0,0.4017,8.0717,3.2206,4.0265,0.6441,14
TP001,7,ABCO,1983,1988,ALL,0,4.2243,93.3643,37.8305,38.1352,7.5661,14
TP001,7,ABCO,1983,1988,CADE3,0,0.3688,5.5921,1.6609,1.998,0.3322,14
TP001,7,ABCO,1983,1988,PILA,0,0.7936,19.3681,7.6698,7.0046,1.534,14
TP001,7,ABCO,1988,1994,ABCO,0,-4.1737,-95.0569,-39.8288,-39.2675,-6.2324,14
TP001,7,ABCO,1988,1994,ABMA,0,0.3954,7.8171,3.119,3.9224,0.5198,14
TP001,7,ABCO,1988,1994,ALL,0,-3.0291,-70.5424,-30.5368,-29.4355,-4.4893,14
TP001,7,ABCO,1988,1994,CADE3,0,0.1821,4.4363,1.3176,1.3246,0.237,14
TP001,7,ABCO,1988,1994,PILA,0,0.5671,12.2611,4.8554,4.585,0.9863,14
TP001,7,ABCO,1994,1995,ABCO,0,-41.724,-718.6837,-301.1285,-327.1777,-301.1285,14
TP001,7,ABCO,1994,1995,ABMA,0,-6.7135,-113.453,-45.2677,-57.2116,-45.2677,14
TP001,7,ABCO,1994,1995,ALL,0,-74.9219,-1253.1358,-496.9788,-549.0731,-436.981,14
TP001,7,ABCO,1994,1995,CADE3,0,-12.3849,-162.9601,-48.3992,-62.835,-47.7017,14
TP001,7,ABCO,1994,1995,PILA,0,-14.0995,-258.039,-102.1835,-101.8488,-102.1456,14
TP001,7,ABCO,1995,1996,ABCO,0,0,0,0,0,0,14
TP001,7,ABCO,1995,1996,ALL,0,0,0,0,0,0.0453,14
TP001,7,ABCO,1995,1996,CADE3,0,0,0,0,0,0.0283,14
TP001,7,ABCO,1995,1996,PILA,0,0,0,0,0,0.0171,14
TP001,7,ABCO,1996,1997,ABCO,0,0,0,0,0,3.0848,14
TP001,7,ABCO,1996,1997,ABMA,0,0,0,0,0,0,14
TP001,7,ABCO,1996,1997,ALL,0,0,0,0,0,3.1085,14
TP001,7,ABCO,1996,1997,CADE3,0,0,0,0,0,0.0199,14
TP001,7,ABCO,1996,1997,PILA,0,0,0,0,0,0.0038,14
TP001,7,AE10,1978,1983,ABAM,0,0.3031,5.4155,2.2583,2.3914,0.4517,16
TP001,7,AE10,1978,1983,ABLA2,0,0.0155,0.2054,0.0692,0.1318,0.0138,16
TP001,7,AE10,1978,1983,ABPR,0,0.1913,5.0609,1.8725,2.3997,0.3745,16
TP001,7,AE10,1978,1983,ALL,0,1.2314,23.017,9.2184,9.0143,1.8437,16
TP001,7,AE10,1978,1983,CHNO,0,0.6742,11.3125,4.6042,3.5914,0.9208,16
TP001,7,AE10,1978,1983,TSME,0,0.0473,1.0227,0.4142,0.4999,0.0828,16
TP001,7,AE10,1983,1988,ABAM,0,1.2038,26.6826,11.1266,11.0862,4.173,16
TP001,7,AE10,1983,1988,ABLA2,0,0.0133,0.1719,0.0579,0.109,0.0116,16
TP001,7,AE10,1983,1988,ABPR,0,0.1802,4.8536,1.7959,2.3365,0.3592,16
TP001,7,AE10,1983,1988,ALL,0,1.9049,41.2329,16.8543,16.6847,5.4578,16
TP001,7,AE10,1983,1988,CHNO,0,0.4423,8.1656,3.3234,2.484,0.804,16
TP001,7,AE10,1983,1988,TSME,0,0.0653,1.3591,0.5504,0.669,0.1101,16
TP001,7,AE10,1988,1993,ABAM,0,2.1913,51.1973,21.3493,20.9893,4.5414,16
TP001,7,AE10,1988,1993,ABLA2,0,0.0167,0.2309,0.0778,0.1492,0.0156,16
TP001,7,AE10,1988,1993,ABPR,0,0.2062,5.6654,2.0962,2.7874,0.4192,16
TP001,7,AE10,1988,1993,ALL,0,2.9459,66.5895,27.3864,27.0148,5.9257,16
TP001,7,AE10,1988,1993,CHNO,0,0.4797,8.6256,3.5106,2.652,0.879,16
TP001,7,AE10,1988,1993,TSME,0,0.052,0.8702,0.3524,0.4369,0.0705,16
TP001,7,AE10,1993,1998,ABAM,0,-1.658,-32.3012,-13.4696,-13.5402,-2.4872,16
TP001,7,AE10,1993,1998,ABLA2,0,-0.109,-1.0477,-0.3531,-0.6155,-0.0706,16
TP001,7,AE10,1993,1998,ABPR,0,0.2333,17.4483,6.4559,3.1745,1.2912,16
TP001,7,AE10,1993,1998,ALL,0,-1.5116,-12.7498,-6.0874,-10.0805,-0.7531,16
TP001,7,AE10,1993,1998,CHNO,0,-0.0447,1.6397,0.6674,0.168,0.3912,16
TP001,7,AE10,1993,1998,TSME,0,0.0668,1.5112,0.612,0.7327,0.1224,16
TP001,7,AE10,1998,2007,ABAM,0,0.9127,22.8416,9.5249,9.3017,2.3928,16
TP001,7,AE10,1998,2007,ABLA2,0,-0.5376,-6.1197,-2.0624,-3.7713,-0.1878,16
TP001,7,AE10,1998,2007,ABPR,0,-0.3291,-20.2032,-7.4752,-4.5819,-0.8306,16
TP001,7,AE10,1998,2007,ALL,0,1.3978,23.064,10.7885,9.0533,2.863,16
TP001,7,AE10,1998,2007,CHNO,0,1.285,25.1092,10.2195,7.4029,1.4239,16
TP001,7,AE10,1998,2007,TSME,0,0.0668,1.4361,0.5816,0.7018,0.0646,16
TP001,7,AG05,1978,1983,ABAM,0,0.8278,16.5,6.8805,6.9514,1.3761,16
TP001,7,AG05,1978,1983,ALL,0,2.1492,34.1791,13.5114,15.2726,2.7023,16
TP001,7,AG05,1978,1983,PSME,0,0.2395,6.6429,2.9827,3.3433,0.5965,16
TP001,7,AG05,1978,1983,TABR,0,0.0527,0.4408,0.2645,0.1986,0.0529,16
TP001,7,AG05,1978,1983,THPL,0,0.7915,9.9659,3.1193,4.3344,0.6239,16
TP001,7,AG05,1978,1983,TSHE,0,0.2377,0.6295,0.2644,0.4449,0.0529,16
TP001,7,AG05,1983,1988,ABAM,0,1.0942,21.798,9.0898,9.2078,2.4535,16
TP001,7,AG05,1983,1988,ALL,0,3.1931,55.139,22.6106,24.3892,5.817,16
TP001,7,AG05,1983,1988,PSME,0,0.4444,12.6245,5.6684,6.3598,1.1337,16
TP001,7,AG05,1983,1988,TABR,0,0.0783,0.8854,0.5312,0.3801,0.1603,16
TP001,7,AG05,1983,1988,THPL,0,0.7806,9.419,2.9482,4.1886,0.6436,16
TP001,7,AG05,1983,1988,TSHE,0,0.7956,10.4121,4.3731,4.2528,1.4259,16
TP001,7,AG05,1988,1993,ABAM,0,-2.9132,-43.2821,-18.0486,-19.1023,-3.5482,16
TP001,7,AG05,1988,1993,ALL,0,-2.946,-46.4998,-19.1955,-19.7613,-3.7134,16
TP001,7,AG05,1988,1993,PSME,0,0.1062,2.8934,1.2991,1.4562,0.2598,16
TP001,7,AG05,1988,1993,TABR,0,0.0331,0.3815,0.2289,0.1615,0.11,16
TP001,7,AG05,1988,1993,THPL,0,0.0116,-0.4856,-0.152,-0.0899,-0.0304,16
TP001,7,AG05,1988,1993,TSHE,0,-0.1837,-6.0069,-2.5229,-2.1868,-0.5046,16
TP001,7,AG05,1993,1998,ABAM,0,-0.0662,2.9157,1.2159,0.9889,5.0788,16
TP001,7,AG05,1993,1998,ALL,0,1.7656,31.236,12.502,13.7297,9.1326,16
TP001,7,AG05,1993,1998,PSME,0,0.3353,9.6647,4.3395,4.8695,0.8679,16
TP001,7,AG05,1993,1998,TABR,0,0.0742,0.8387,0.5032,0.3589,0.1217,16
TP001,7,AG05,1993,1998,THPL,0,0.7504,9.7156,3.041,4.1715,1.2691,16
TP001,7,AG05,1993,1998,TSHE,0,0.6719,8.1011,3.4025,3.3409,1.7951,16
TP001,7,AG05,1998,2008,ABAM,0,-2.3554,-35.0742,-14.6259,-15.5229,-0.7799,16
TP001,7,AG05,1998,2008,ALL,0,1.7221,20.6304,7.3114,10.3498,1.6003,16
TP001,7,AG05,1998,2008,PSME,0,0.7162,20.0877,9.0194,10.1137,0.9019,16
TP001,7,AG05,1998,2008,TABR,0,0.2425,2.5328,1.5197,1.0989,0.1769,16
TP001,7,AG05,1998,2008,THPL,0,1.8746,23.3364,7.3043,10.2105,0.7904,16
TP001,7,AG05,1998,2008,TSHE,0,1.2442,9.7477,4.094,4.4496,0.511,16
TP001,7,AM16,1978,1983,ABAM,0,0.6661,9.0596,3.7779,4.0456,0.7556,16
TP001,7,AM16,1978,1983,ALL,0,0.9281,18.0686,7.5197,7.2012,1.5039,16
TP001,7,AM16,1978,1983,CHNO,0,0.0175,1.296,0.5275,0.2542,0.1055,16
TP001,7,AM16,1978,1983,TSHE,0,0.2255,6.0422,2.5377,2.1721,0.5075,16
TP001,7,AM16,1978,1983,TSME,0,0.019,1.6707,0.6766,0.7293,0.1353,16
TP001,7,AM16,1983,1989,ABAM,0,0.3542,3.651,1.5225,1.7201,0.2537,16
TP001,7,AM16,1983,1989,ALL,0,-0.7645,-15.198,-6.0185,-6.0671,-0.5494,16
TP001,7,AM16,1983,1989,CHNO,0,-0.6886,-13.3087,-5.4166,-3.8351,-0.7469,16
TP001,7,AM16,1983,1989,TSHE,0,0.4004,7.9689,3.347,2.9955,0.5578,16
TP001,7,AM16,1983,1989,TSME,0,-0.8305,-13.5093,-5.4713,-6.9476,-0.6141,16
TP001,7,AM16,1989,1994,ABAM,0,0.3174,0.8322,0.347,0.6025,0.6399,16
TP001,7,AM16,1989,1994,ALL,0,0.5031,3.7171,1.4947,0.996,4.1274,16
TP001,7,AM16,1989,1994,CHNO,0,0.4432,6.8318,2.7806,2.2229,2.1571,16
TP001,7,AM16,1989,1994,TSHE,0,-0.1175,-2.2904,-0.962,-0.9112,-0.1924,16
TP001,7,AM16,1989,1994,TSME,0,-0.14,-1.6566,-0.6709,-0.9182,1.5228,16
TP001,7,AM16,1994,1999,ABAM,0,0.5493,6.6382,2.7681,3.0095,1.3819,16
TP001,7,AM16,1994,1999,ALL,0,0.1026,2.0842,0.9891,1.0965,2.2796,16
TP001,7,AM16,1994,1999,ALSI,0,0.0188,0.0837,0.031,0.0516,0.0062,16
TP001,7,AM16,1994,1999,CHNO,0,-0.5907,-7.6576,-3.1166,-2.7369,-0.6233,16
TP001,7,AM16,1994,1999,TSHE,0,0.2691,5.5742,2.3412,2.0845,1.0998,16
TP001,7,AM16,1994,1999,TSME,0,-0.1439,-2.5544,-1.0345,-1.3122,0.4149,16
TP001,7,AM16,1999,2007,ABAM,0,1.1699,13.582,5.6637,6.1879,0.839,16
TP001,7,AM16,1999,2007,ALL,0,1.688,23.8973,9.8589,10.3212,2.3701,16
TP001,7,AM16,1999,2007,ALSI,0,0.0044,0.0242,0.0089,0.0142,0.0011,16
TP001,7,AM16,1999,2007,CHNO,0,0.2761,4.3216,1.7589,1.3764,0.8287,16
TP001,7,AM16,1999,2007,TSHE,0,0.0274,0.6442,0.2705,0.1982,0.0338,16
TP001,7,AM16,1999,2007,TSME,0,0.2102,5.3254,2.1568,2.5444,0.6675,16
TP001,7,AO03,1977,1982,ABAM,0,-0.4482,-7.8749,-3.2838,-3.4312,-0.6568,16
TP001,7,AO03,1977,1982,ALL,0,0.6876,25.0829,9.5069,7.9541,1.9014,16
TP001,7,AO03,1977,1982,PSME,0,0.0459,1.7718,0.7955,0.8963,0.1591,16
TP001,7,AO03,1977,1982,THPL,0,0.4323,10.3081,3.2264,3.1676,0.6453,16
TP001,7,AO03,1977,1982,TSHE,0,0.6576,20.8779,8.7687,7.3214,1.7537,16
TP001,7,AO03,1982,1987,ABAM,0,-1.451,-39.6687,-16.5418,-15.8287,0.6297,16
TP001,7,AO03,1982,1987,ALL,0,-0.6871,-17.7948,-8.0309,-7.674,3.2373,16
TP001,7,AO03,1982,1987,PSME,0,0.1543,5.3574,2.4055,2.706,0.4811,16
TP001,7,AO03,1982,1987,THPL,0,0.3196,7.7704,2.4321,2.371,0.4864,16
TP001,7,AO03,1982,1987,TSHE,0,0.29,8.7461,3.6733,3.0778,1.6401,16
TP001,7,AO03,1987,1991,ABAM,0,0.8534,17.3189,7.222,7.2198,9.7488,16
TP001,7,AO03,1987,1991,ALL,0,2.1257,55.611,22.1509,21.2266,15.8977,16
TP001,7,AO03,1987,1991,PSME,0,0.2166,7.6721,3.4448,3.8763,0.8612,16
TP001,7,AO03,1987,1991,THPL,0,0.539,12.8624,4.0259,3.9735,1.0065,16
TP001,7,AO03,1987,1991,TSHE,0,0.5167,17.7575,7.4582,6.1571,4.2812,16
TP001,7,AO03,1991,1996,ABAM,0,-1.4854,-36.8949,-15.3852,-14.9596,-2.3451,16
TP001,7,AO03,1991,1996,ALL,0,-3.5755,-68.7392,-22.7199,-24.186,-3.1411,16
TP001,7,AO03,1991,1996,PSME,0,0.1153,4.1944,1.8833,2.12,0.3767,16
TP001,7,AO03,1991,1996,THPL,0,-2.784,-55.3111,-17.3124,-18.0547,-3.4625,16
TP001,7,AO03,1991,1996,TSHE,0,0.5786,19.2724,8.0944,6.7083,2.2898,16
TP001,7,AO03,1996,2001,ABAM,0,0.8802,17.053,7.1111,7.221,8.0864,16
TP001,7,AO03,1996,2001,ALL,0,0.9994,21.1463,7.7266,9.3186,13.0877,16
TP001,7,AO03,1996,2001,PSME,0,0.2489,8.9062,3.9989,4.5005,0.7998,16
TP001,7,AO03,1996,2001,THPL,0,0.5199,12.7287,3.9841,3.8951,4.6493,16
TP001,7,AO03,1996,2001,TSHE,0,-0.6496,-17.5415,-7.3674,-6.298,-0.4476,16
TP001,7,AO03,2001,2008,ABAM,0,1.3108,34.32,14.3114,13.8357,3.6548,16
TP001,7,AO03,2001,2008,ALL,0,3.8634,105.7265,43.1231,40.6153,10.8921,16
TP001,7,AO03,2001,2008,PSME,0,0.3762,13.3944,6.0141,6.768,0.8592,16
TP001,7,AO03,2001,2008,THPL,0,0.6057,14.649,4.5851,4.5145,0.655,16
TP001,7,AO03,2001,2008,TSHE,0,1.5707,43.3631,18.2125,15.4971,5.7231,16
TP001,7,AR07,1978,1983,ABAM,0,-0.3959,-4.0411,-1.6851,-1.9627,-0.337,16
TP001,7,AR07,1978,1983,ALL,0,0.2808,9.4332,3.7788,4.0005,0.7558,16
TP001,7,AR07,1978,1983,CHNO,0,0.1196,3.4314,1.3966,0.8739,0.2793,16
TP001,7,AR07,1978,1983,TSME,0,0.5571,10.0429,4.0674,5.0894,0.8135,16
TP001,7,AR07,1983,1988,ABAM,0,-0.8265,-9.4566,-3.9434,-4.4209,0.4524,16
TP001,7,AR07,1983,1988,ALL,0,0.2844,9.9245,3.9226,3.8149,2.5201,16
TP001,7,AR07,1983,1988,CHNO,0,0.5007,8.3253,3.3884,2.6423,1.1474,16
TP001,7,AR07,1983,1988,TSME,0,0.6102,11.0557,4.4776,5.5935,0.9203,16
TP001,7,AR07,1988,1993,ABAM,0,-1.8728,-30.0151,-12.5163,-13.1027,-0.8656,16
TP001,7,AR07,1988,1993,ALL,0,-0.7661,-10.5947,-4.6348,-4.8186,0.8272,16
TP001,7,AR07,1988,1993,CHNO,0,0.4896,8.1327,3.31,2.5797,0.7785,16
TP001,7,AR07,1988,1993,TSME,0,0.6171,11.2877,4.5715,5.7044,0.9143,16
TP001,7,AR07,1993,1998,ABAM,0,-0.5507,-6.7139,-2.7997,-3.1159,2.5406,16
TP001,7,AR07,1993,1998,ALL,0,-0.1998,0.7473,0.2168,0.9533,3.2221,16
TP001,7,AR07,1993,1998,CHNO,0,-0.2601,-2.6614,-1.0832,-1.0867,-0.1677,16
TP001,7,AR07,1993,1998,TSME,0,0.6111,10.1225,4.0996,5.1559,0.8492,16
TP001,7,AR07,1998,2007,ABAM,0,-1.1822,-15.4426,-6.4396,-7.0036,-0.0826,16
TP001,7,AR07,1998,2007,ALL,0,0.9007,24.4132,9.7272,10.3768,2.3668,16
TP001,7,AR07,1998,2007,CHNO,0,0.644,12.6036,5.1297,3.7182,1.223,16
TP001,7,AR07,1998,2007,TSME,0,1.4389,27.2522,11.0371,13.6623,1.2263,16
TP001,7,AR19,1978,1983,ABAM,0,0.643,12.8713,5.3673,5.3652,1.0735,5
TP001,7,AR19,1978,1983,ABLA2,0,-0.5972,-3.9427,-1.3287,-2.0318,-0.2657,5
TP001,7,AR19,1978,1983,ALL,0,0.342,15.7942,6.5034,5.6641,1.3007,5
TP001,7,AR19,1978,1983,PIEN,0,0.2962,6.8656,2.4648,2.3307,0.493,5
TP001,7,AR19,1983,1989,ABAM,0,0.9192,18.3763,7.6629,7.6593,1.2772,5
TP001,7,AR19,1983,1989,ABLA2,0,-0.8748,-5.5709,-1.8774,-2.8239,1.1517,5
TP001,7,AR19,1983,1989,ALL,0,0.3798,21.1483,8.7806,7.6197,2.929,5
TP001,7,AR19,1983,1989,PIEN,0,0.3354,8.3429,2.9951,2.7842,0.5001,5
TP001,7,AR19,1989,1994,ABAM,0,0.8654,14.971,6.2429,6.3514,1.2486,5
TP001,7,AR19,1989,1994,ABLA2,0,-0.0566,1.8174,0.6125,1.4496,2.504,5
TP001,7,AR19,1989,1994,ALL,0,1.079,23.1184,9.1278,9.9361,4.2228,5
TP001,7,AR19,1989,1994,PIEN,0,0.2702,6.33,2.2725,2.1351,0.4702,5
TP001,7,AR19,1994,2002,ABAM,0,1.3712,23.8366,9.9398,10.1303,1.2425,5
TP001,7,AR19,1994,2002,ABLA2,0,-2.7422,-23.6816,-7.9807,-13.5314,0.0207,5
TP001,7,AR19,1994,2002,ALL,0,-0.9086,10.9903,5.849,0.2564,1.7494,5
TP001,7,AR19,1994,2002,PIEN,0,0.4624,10.8354,3.8899,3.6575,0.4862,5
TP001,7,AR19,2002,2008,ABAM,0,1.364,22.5965,9.4227,9.6224,1.5798,5
TP001,7,AR19,2002,2008,ABLA2,0,-2.08,-18.9161,-6.3747,-10.9891,2.0717,5
TP001,7,AR19,2002,2008,ALL,0,-0.4922,8.9382,4.9356,0.4029,3.9661,5
TP001,7,AR19,2002,2008,PIEN,0,0.2238,5.2579,1.8876,1.7697,0.3146,5
TP001,7,ARNA,1982,1987,ALL,0,-1.6134,-19.9937,-9.2554,-10.4586,-1.8511,8
TP001,7,ARNA,1982,1987,ARME,0,-0.0292,0.436,0.2529,0.2203,0.0506,8
TP001,7,ARNA,1982,1987,PILA,0,0.0392,0.3727,0.1476,0.1909,0.0295,8
TP001,7,ARNA,1982,1987,PIPO,0,0.0872,4.018,1.4867,1.5766,0.2973,8
TP001,7,ARNA,1982,1987,PSME,0,-1.6104,-24.8496,-11.1575,-12.2992,-2.2315,8
TP001,7,ARNA,1982,1987,QUKE,0,-0.1002,0.0292,0.0149,-0.1472,0.003,8
TP001,7,ARNA,1987,1993,ALL,0,-8.1236,-129.4903,-59.4122,-66.9331,-4.3113,8
TP001,7,ARNA,1987,1993,ARME,0,-0.6046,-3.8351,-2.2244,-2.5405,-0.1443,8
TP001,7,ARNA,1987,1993,PILA,0,0.0042,0.1892,0.0749,0.073,0.0125,8
TP001,7,ARNA,1987,1993,PIPO,0,0.3046,9.1913,3.4008,2.989,1.4477,8
TP001,7,ARNA,1987,1993,PSME,0,-7.597,-134.5028,-60.3917,-66.6422,-5.6343,8
TP001,7,ARNA,1987,1993,QUKE,0,-0.2308,-0.5328,-0.2717,-0.8124,0.0071,8
TP001,7,ARNA,1993,1997,ALL,0,0.1464,10.2495,3.3449,2.856,0.8362,8
TP001,7,ARNA,1993,1997,ARME,0,-0.1186,-0.959,-0.5562,-0.6388,-0.1391,8
TP001,7,ARNA,1993,1997,PILA,0,0.0264,0.2586,0.1024,0.1314,0.0256,8
TP001,7,ARNA,1993,1997,PIPO,0,0.7102,13.1526,4.8665,5.0544,1.2166,8
TP001,7,ARNA,1993,1997,PSME,0,-0.2824,-0.9124,-0.4097,-0.3901,-0.1024,8
TP001,7,ARNA,1993,1997,QUKE,0,-0.1892,-1.2902,-0.658,-1.301,-0.1645,8
TP001,7,AV02,1977,1982,ABAM,0,0.1464,-7.5425,-3.1452,-2.5949,-0.629,16
TP001,7,AV02,1977,1982,ALL,0,1.0708,18.3688,7.7543,6.9943,1.5509,16
TP001,7,AV02,1977,1982,PSME,0,0.076,2.0441,0.9178,1.0273,0.1836,16
TP001,7,AV02,1977,1982,THPL,0,0.0463,0.397,0.1243,0.2126,0.0249,16
TP001,7,AV02,1977,1982,TSHE,0,0.8021,23.4701,9.8574,8.3493,1.9715,16
TP001,7,AV02,1982,1987,ABAM,0,1.4671,19.4156,8.0963,8.6556,5.117,16
TP001,7,AV02,1982,1987,ALL,0,-0.4169,-24.892,-11.6545,-12.8173,1.8458,16
TP001,7,AV02,1982,1987,PSME,0,-1.5486,-37.8817,-17.0089,-18.9912,-3.4018,16
TP001,7,AV02,1982,1987,TABR,0,0.0057,0.0272,0.0163,0.0138,0.0033,16
TP001,7,AV02,1982,1987,THPL,0,0.0528,0.4481,0.1403,0.244,0.0281,16
TP001,7,AV02,1982,1987,TSHE,0,-0.3939,-6.9013,-2.8986,-2.7394,0.0992,16
TP001,7,AV02,1987,1991,ABAM,0,1.1777,17.4498,7.2766,7.6336,3.023,16
TP001,7,AV02,1987,1991,ALL,0,2.2872,47.7585,19.8012,18.8029,14.4,16
TP001,7,AV02,1987,1991,PSME,0,0.0896,2.6641,1.1962,1.3409,4.9746,16
TP001,7,AV02,1987,1991,TABR,0,0,0,0,0,0,16
TP001,7,AV02,1987,1991,THPL,0,0.1388,2.6378,0.8256,0.8997,0.2064,16
TP001,7,AV02,1987,1991,TSHE,0,0.8811,25.0068,10.5029,8.9287,6.1959,16
TP001,7,AV02,1991,1996,ABAM,0,-0.2072,-10.1364,-4.2269,-3.9324,-0.1144,16
TP001,7,AV02,1991,1996,ALL,0,0.6824,11.849,4.9334,4.2216,1.9634,16
TP001,7,AV02,1991,1996,PSME,0,0.0327,0.8036,0.3608,0.4023,0.0722,16
TP001,7,AV02,1991,1996,TABR,0,-0.0025,-0.0115,-0.0069,-0.0059,-0.0014,16
TP001,7,AV02,1991,1996,THPL,0,0.0663,0.8866,0.2775,0.3638,0.0555,16
TP001,7,AV02,1991,1996,TSHE,0,0.7931,20.3068,8.5288,7.3939,1.9515,16
TP001,7,AV02,1996,2001,ABAM,0,0.0461,-7.0601,-2.9441,-2.4294,2.8545,16
TP001,7,AV02,1996,2001,ALL,0,0.4014,2.8435,1.1831,1.3896,3.7995,16
TP001,7,AV02,1996,2001,PSME,0,0.0698,1.8838,0.8458,0.9459,0.1692,16
TP001,7,AV02,1996,2001,TABR,0,-0.0032,-0.0157,-0.0094,-0.0079,-0.0004,16
TP001,7,AV02,1996,2001,THPL,0,0.0566,0.7869,0.2463,0.3174,0.0493,16
TP001,7,AV02,1996,2001,TSHE,0,0.2321,7.2486,3.0444,2.5636,0.727,16
TP001,7,AV02,2001,2008,ABAM,0,0.3533,5.3653,2.2373,2.4123,2.5135,16
TP001,7,AV02,2001,2008,ALL,0,0.4935,16.883,7.0092,6.3525,4.6384,16
TP001,7,AV02,2001,2008,PSME,0,0.0783,2.2866,1.0267,1.1503,0.1467,16
TP001,7,AV02,2001,2008,TABR,0,0,0,0,0,0.0013,16
TP001,7,AV02,2001,2008,THPL,0,0.0217,1.2326,0.3858,0.3009,0.0551,16
TP001,7,AV02,2001,2008,TSHE,0,0.0402,7.9985,3.3594,2.489,1.9218,16
TP001,7,AV06,1978,1983,ABAM,0,1.4073,18.7547,7.8207,8.4217,1.5641,16
TP001,7,AV06,1978,1983,ALL,0,2.9797,43.1844,18.0378,18.5955,3.6076,16
TP001,7,AV06,1978,1983,CHNO,0,0.0259,0.3773,0.1535,0.1282,0.0307,16
TP001,7,AV06,1978,1983,PIMO,0,-0.0718,-0.5619,-0.2152,-0.2806,-0.043,16
TP001,7,AV06,1978,1983,PSME,0,0.119,3.2757,1.4708,1.6491,0.2942,16
TP001,7,AV06,1978,1983,THPL,0,0.1082,1.442,0.4514,0.6157,0.0903,16
