DBCODE,ENTITY,STANDID,YEAR_BEGIN,YEAR_END,SPECIES,DELTA_TPH_NHA,DELTA_BA_M2HA,DELTA_VOL_M3HA,DELTA_BIO_MGHA,DELTA_JENKBIO_MGHA,MEAN_ANNUAL_NPP,NO_PLOTS
TP001,7,SP06,1991,1996,ABLA2,0,-0.442,-3.5404,-1.1931,-1.9869,-0.2037,4
TP001,7,SP06,1991,1996,ALL,0,-20.3144,-195.6333,-78.9896,-110.256,-15.6105,4
TP001,7,SP06,1991,1996,TSME,0,-19.8836,-192.1887,-77.8364,-108.3161,-15.4148,4
TP001,7,SP06,1996,2001,ABAM,0,0.0204,0.1827,0.0762,0.0888,0.0152,4
TP001,7,SP06,1996,2001,ABLA2,0,-0.4356,-3.4465,-1.1615,-1.9268,0.0104,4
TP001,7,SP06,1996,2001,ALL,0,-0.9632,-3.3135,-1.1054,-2.4642,15.8286,4
TP001,7,SP06,1996,2001,TSME,0,-0.548,-0.0496,-0.0201,-0.6262,15.803,4
TP001,7,SP06,2001,2003,ABAM,0,-0.1104,-0.7786,-0.3247,-0.3937,-0.1623,4
TP001,7,SP06,2001,2003,ABLA2,0,-0.4804,-4.2964,-1.4479,-2.484,-0.1349,4
TP001,7,SP06,2001,2003,ALL,0,-40.7652,-485.9954,-196.5453,-263.8476,-95.819,4
TP001,7,SP06,2001,2003,TSME,0,-40.1744,-480.9204,-194.7727,-260.9699,-95.5217,4
TP001,7,SP06,2003,2004,ABAM,0,0,0,0,0,0.0801,4
TP001,7,SP06,2003,2004,ABLA2,0,0,0,0,0,0,4
TP001,7,SP06,2003,2004,ALL,0,0,0,0,0,88.4298,4
TP001,7,SP06,2003,2004,TSME,0,0,0,0,0,86.9018,4
TP001,7,SP06,2004,2005,ABAM,0,0,0,0,0,0,4
TP001,7,SP06,2004,2005,ALL,0,0,0,0,0,102.0715,4
TP001,7,SP06,2004,2005,TSME,0,0,0,0,0,101.827,4
TP001,7,SRNA,1978,1984,ABAM,0,0.5444,11.046,4.6062,4.6139,0.7677,19
TP001,7,SRNA,1978,1984,ABLA2,0,-0.1503,1.2229,0.4121,1.1592,0.0687,19
TP001,7,SRNA,1978,1984,ABPR,0,0.1781,3.3976,1.2571,1.5956,0.2095,19
TP001,7,SRNA,1978,1984,ALL,0,0.9382,25.7526,10.8009,12.1745,1.8001,19
TP001,7,SRNA,1978,1984,PIEN,0,0.0176,0.4493,0.1613,0.1523,0.0269,19
TP001,7,SRNA,1978,1984,PIMO,0,-0.0474,-0.4587,-0.1757,-0.2018,-0.0293,19
TP001,7,SRNA,1978,1984,PSME,0,0.4566,10.0032,4.4914,4.9852,0.7486,19
TP001,7,SRNA,1978,1984,TSHE,0,0.0304,0.7357,0.309,0.2719,0.0515,19
TP001,7,SRNA,1978,1984,TSME,0,-0.0914,-0.6433,-0.2606,-0.4017,-0.0434,19
TP001,7,SRNA,1984,1989,ABAM,0,0.8354,14.0252,5.8485,6.0409,1.779,19
TP001,7,SRNA,1984,1989,ABLA2,0,0.3744,6.0145,2.0269,3.949,1.3682,19
TP001,7,SRNA,1984,1989,ABPR,0,0.104,2.0089,0.7433,0.9399,0.1487,19
TP001,7,SRNA,1984,1989,ALL,0,1.7202,30.3922,12.2443,14.9835,4.3306,19
TP001,7,SRNA,1984,1989,PIEN,0,0.0172,0.3545,0.1273,0.1268,0.0282,19
TP001,7,SRNA,1984,1989,PIMO,0,0.0074,0.1564,0.0599,0.0623,0.0585,19
TP001,7,SRNA,1984,1989,PSME,0,0.2622,5.8394,2.6219,2.9123,0.5244,19
TP001,7,SRNA,1984,1989,TSHE,0,0.025,0.6189,0.2599,0.2277,0.052,19
TP001,7,SRNA,1984,1989,TSME,0,0.0946,1.3744,0.5566,0.7246,0.3717,19
TP001,7,SRNA,1989,1994,ABAM,0,0.9139,14.3421,5.9806,6.2334,1.2767,19
TP001,7,SRNA,1989,1994,ABLA2,0,0.2618,5.2175,1.7583,3.5309,0.9534,19
TP001,7,SRNA,1989,1994,ABPR,0,0.1662,3.3485,1.2389,1.5527,0.2478,19
TP001,7,SRNA,1989,1994,ALL,0,1.1522,21.1538,8.5951,10.5544,2.402,19
TP001,7,SRNA,1989,1994,PIEN,0,0.0114,0.2381,0.0855,0.0847,0.0171,19
TP001,7,SRNA,1989,1994,PIMO,0,-0.1153,-1.6427,-0.6292,-0.6475,-0.1258,19
TP001,7,SRNA,1989,1994,PSME,0,0.3057,6.8492,3.0753,3.4168,0.6151,19
TP001,7,SRNA,1989,1994,TSHE,0,-0.0152,0.0774,0.0325,0.0052,0.0065,19
TP001,7,SRNA,1989,1994,TSME,0,-0.3763,-7.2763,-2.9469,-3.6219,-0.5887,19
TP001,7,SRNA,1994,1999,ABAM,0,0.4287,6.8121,2.8406,2.941,0.6812,19
TP001,7,SRNA,1994,1999,ABLA2,0,-2.5573,-27.1012,-9.1331,-16.4,-1.3036,19
TP001,7,SRNA,1994,1999,ABPR,0,0.1648,3.4263,1.2677,1.5811,0.2535,19
TP001,7,SRNA,1994,1999,ALL,0,-1.7402,-11.1792,-2.5133,-9.1907,0.9736,19
TP001,7,SRNA,1994,1999,PIEN,0,0.0121,0.2605,0.0935,0.0914,0.0187,19
TP001,7,SRNA,1994,1999,PIMO,0,0.0022,0.0471,0.0181,0.0188,0.1258,19
TP001,7,SRNA,1994,1999,PSME,0,0.2175,4.8813,2.1917,2.4353,0.4383,19
TP001,7,SRNA,1994,1999,TSHE,0,0.0198,0.5171,0.2172,0.1885,0.0762,19
TP001,7,SRNA,1994,1999,TSME,0,-0.0281,-0.0224,-0.0091,-0.0467,0.6834,19
TP001,7,SRNA,1999,2006,ABAM,0,-0.6964,-10.1729,-4.2421,-4.5808,-0.3974,19
TP001,7,SRNA,1999,2006,ABLA2,0,-2.2479,-23.3836,-7.8803,-14.1152,0.537,19
TP001,7,SRNA,1999,2006,ABPR,0,0.2746,5.8613,2.1687,2.6947,0.3098,19
TP001,7,SRNA,1999,2006,ALL,0,-2.8367,-26.0318,-9.1389,-15.4628,0.6283,19
TP001,7,SRNA,1999,2006,PIEN,0,0.0178,0.3832,0.1376,0.1348,0.0197,19
TP001,7,SRNA,1999,2006,PIMO,0,0.0097,0.2065,0.0791,0.0826,0.0113,19
TP001,7,SRNA,1999,2006,PSME,0,0.074,3.5435,1.591,1.8024,0.2273,19
TP001,7,SRNA,1999,2006,TSHE,0,0.019,0.49,0.2058,0.179,0.0294,19
TP001,7,SRNA,1999,2006,TSME,0,-0.2877,-2.9598,-1.1987,-1.6603,-0.1088,19
TP001,7,SRNF,1976,1981,ABAM,0,-0.0161,0.2359,0.0984,0.0733,0.0197,5
TP001,7,SRNF,1976,1981,ABLA2,0,-0.0783,-0.577,-0.1944,-0.3138,-0.0389,5
TP001,7,SRNF,1976,1981,ABPR,0,1.3331,36.6385,13.5563,15.6844,2.7113,5
TP001,7,SRNF,1976,1981,ALL,0,1.7291,44.6689,17.111,19.4166,3.4222,5
TP001,7,SRNF,1976,1981,CHNO,0,0.0072,0.0511,0.0208,0.0252,0.0042,5
TP001,7,SRNF,1976,1981,PIEN,0,0.0508,0.8506,0.3053,0.3309,0.0611,5
TP001,7,SRNF,1976,1981,PIMO,0,0.0009,0.01,0.0038,0.0042,0.0008,5
TP001,7,SRNF,1976,1981,PSME,0,0.3526,6.4752,2.9074,3.2019,0.5815,5
TP001,7,SRNF,1976,1981,TSHE,0,0.079,0.9846,0.4135,0.4105,0.0827,5
TP001,7,SRNF,1981,1986,ABAM,0,0.002,0.2997,0.125,0.1169,0.0742,5
TP001,7,SRNF,1981,1986,ABLA2,0,-0.0767,-0.5732,-0.1932,-0.3131,0.0292,5
TP001,7,SRNF,1981,1986,ABPR,0,1.4141,38.0951,14.0952,16.3618,3.8223,5
TP001,7,SRNF,1981,1986,ALL,0,1.7949,45.8711,17.535,19.962,4.6274,5
TP001,7,SRNF,1981,1986,CHNO,0,-0.0004,0.0255,0.0104,0.0056,0.0021,5
TP001,7,SRNF,1981,1986,PIEN,0,0.049,0.858,0.308,0.3293,0.0616,5
TP001,7,SRNF,1981,1986,PIMO,0,0.0009,0.0101,0.0039,0.0042,0.0008,5
TP001,7,SRNF,1981,1986,PSME,0,0.3398,6.2171,2.7915,3.0739,0.5583,5
TP001,7,SRNF,1981,1986,TSHE,0,0.0662,0.9388,0.3943,0.3834,0.0789,5
TP001,7,SRNF,1986,1991,ABAM,0,0.0085,0.5578,0.2326,0.2187,0.0676,5
TP001,7,SRNF,1986,1991,ABLA2,0,-0.2872,-2.2191,-0.7478,-1.2303,-0.0883,5
TP001,7,SRNF,1986,1991,ABPR,0,-1.4991,2.2373,0.8278,-3.0765,1.5375,5
TP001,7,SRNF,1986,1991,ALL,0,-1.5774,5.7809,2.5775,-1.6109,1.9725,5
TP001,7,SRNF,1986,1991,CHNO,0,0.0119,0.0991,0.0403,0.0454,0.0108,5
TP001,7,SRNF,1986,1991,PIEN,0,0.0291,0.486,0.1745,0.189,0.0349,5
TP001,7,SRNF,1986,1991,PIMO,0,-0.0036,-0.0398,-0.0153,-0.0167,-0.0031,5
TP001,7,SRNF,1986,1991,PSME,0,0.096,3.7346,1.6768,1.88,0.3354,5
TP001,7,SRNF,1986,1991,TSHE,0,0.0671,0.9249,0.3885,0.3796,0.0777,5
TP001,7,SRNF,1991,1996,ABAM,0,-0.2215,-2.3895,-0.9964,-1.1228,-0.1646,5
TP001,7,SRNF,1991,1996,ABLA2,0,-0.268,-2.6937,-0.9078,-1.6032,0.0016,5
TP001,7,SRNF,1991,1996,ABPR,0,-8.4394,-68.9124,-25.4976,-44.6425,-2.7933,5
TP001,7,SRNF,1991,1996,ALL,0,-8.8837,-71.5575,-25.7315,-45.7677,-2.3001,5
TP001,7,SRNF,1991,1996,CHNO,0,-0.0004,-0.0099,-0.004,-0.0028,-0.0008,5
TP001,7,SRNF,1991,1996,PIEN,0,-0.4512,-6.3974,-2.2967,-2.6563,-0.4593,5
TP001,7,SRNF,1991,1996,PIMO,0,-0.1011,-0.8326,-0.3189,-0.4066,-0.0638,5
TP001,7,SRNF,1991,1996,PSME,0,0.4087,7.7632,3.4857,3.8448,1.0193,5
TP001,7,SRNF,1991,1996,TSHE,0,0.1893,1.9148,0.8042,0.8218,0.1608,5
TP001,7,SRNF,1996,2002,ABAM,0,0.0848,1.3869,0.5783,0.6022,0.3018,5
TP001,7,SRNF,1996,2002,ABLA2,0,-0.4069,-3.8354,-1.2925,-2.256,-0.0696,5
TP001,7,SRNF,1996,2002,ABPR,0,1.0242,35.7328,13.2212,14.5886,8.5713,5
TP001,7,SRNF,1996,2002,ALL,0,1.289,43.6662,16.9855,17.7668,10.0088,5
TP001,7,SRNF,1996,2002,CHNO,0,0.0092,0.0642,0.0261,0.0321,0.0044,5
TP001,7,SRNF,1996,2002,PIEN,0,0.0658,1.1029,0.3959,0.4295,0.4717,5
TP001,7,SRNF,1996,2002,PIMO,0,0,0,0,0,0,5
TP001,7,SRNF,1996,2002,PSME,0,0.2774,6.4226,2.8837,3.2011,0.4806,5
TP001,7,SRNF,1996,2002,TSHE,0,0.2347,2.7922,1.1727,1.1693,0.1955,5
TP001,7,SRNF,2002,2008,ABAM,0,0.0356,0.856,0.357,0.3557,0.0595,5
TP001,7,SRNF,2002,2008,ABLA2,0,0.0013,0.0119,0.004,0.0072,0.2207,5
TP001,7,SRNF,2002,2008,ABPR,0,-1.8584,0.1327,0.0491,-4.8108,1.4779,5
TP001,7,SRNF,2002,2008,ALL,0,-1.6785,5.4692,2.312,-2.4342,2.2674,5
TP001,7,SRNF,2002,2008,CHNO,0,0.011,0.0921,0.0375,0.0426,0.0062,5
TP001,7,SRNF,2002,2008,PIEN,0,0.0049,0.0747,0.0268,0.0302,0.0045,5
TP001,7,SRNF,2002,2008,PSME,0,-0.1385,1.0634,0.4775,0.591,0.2718,5
TP001,7,SRNF,2002,2008,TSHE,0,0.2655,3.2383,1.3601,1.3499,0.2267,5
TP001,7,SUCR,1982,1988,ABCO,0,-6.863,-128.8972,-54.0079,-57.1787,-9.0013,22
TP001,7,SUCR,1982,1988,ABMA,0,-1.2205,-20.4779,-8.1707,-10.1628,-1.3618,22
TP001,7,SUCR,1982,1988,ALL,0,-14.7859,-276.0485,-110.8092,-115.585,-18.4682,22
TP001,7,SUCR,1982,1988,CADE3,0,-1.0786,-14.0672,-4.1779,-5.3964,-0.6963,22
TP001,7,SUCR,1982,1988,PIJE,0,-0.2416,-5.3321,-1.9729,-2.0528,-0.3288,22
TP001,7,SUCR,1982,1988,PILA,0,-5.3842,-107.2815,-42.4835,-40.8038,-7.0806,22
TP001,7,SUCR,1982,1988,QUKE,0,0.0019,0.0073,0.0037,0.0094,0.0006,22
TP001,7,SUCR,1988,1994,ABCO,0,-3.2244,-69.1381,-28.9689,-29.686,-1.8175,22
TP001,7,SUCR,1988,1994,ABMA,0,0.4495,8.1724,3.2608,4.147,1.2147,22
TP001,7,SUCR,1988,1994,ALL,0,-6.5745,-139.6493,-57.2741,-55.2518,-2.2649,22
TP001,7,SUCR,1988,1994,CADE3,0,0.3625,4.2076,1.2497,1.6587,0.2131,22
TP001,7,SUCR,1988,1994,PIJE,0,-0.008,-0.3437,-0.1272,-0.1005,-0.0212,22
TP001,7,SUCR,1988,1994,PILA,0,-4.1559,-82.5502,-32.6899,-31.2758,-1.8544,22
TP001,7,SUCR,1988,1994,QUKE,0,0.0018,0.0029,0.0015,0.0047,0.0004,22
TP001,7,SUCR,1994,1995,ABCO,0,-29.9642,-513.1471,-215.0086,-233.7331,-174.2621,22
TP001,7,SUCR,1994,1995,ABMA,0,-6.6271,-111.6398,-44.5443,-56.4063,-44.5116,22
TP001,7,SUCR,1994,1995,ALL,0,-59.0983,-973.5559,-386.3232,-429.5714,-310.0978,22
TP001,7,SUCR,1994,1995,CADE3,0,-8.4154,-108.379,-32.1886,-41.6367,-32.0869,22
TP001,7,SUCR,1994,1995,PIJE,0,-1.0881,-23.6977,-8.7682,-9.1771,-8.7682,22
TP001,7,SUCR,1994,1995,PILA,0,-12.99,-216.6621,-85.7982,-88.5742,-50.4541,22
TP001,7,SUCR,1994,1995,QUKE,0,-0.0135,-0.0301,-0.0154,-0.044,-0.0154,22
TP001,7,SUCR,1995,1996,ABCO,0,0,0,0,0,0.1705,22
TP001,7,SUCR,1995,1996,ABMA,0,0,0,0,0,0,22
TP001,7,SUCR,1995,1996,ALL,0,0,0,0,0,8.9584,22
TP001,7,SUCR,1995,1996,CADE3,0,0,0,0,0,0,22
TP001,7,SUCR,1995,1996,PILA,0,0,0,0,0,6.0529,22
TP001,7,SUCR,1996,1997,ABCO,0,0,0,0,0,14.3308,22
TP001,7,SUCR,1996,1997,ALL,0,0,0,0,0,15.6082,22
TP001,7,SUCR,1996,1997,CADE3,0,0,0,0,0,0,22
TP001,7,SUCR,1996,1997,PILA,0,0,0,0,0,1.2774,22
TP001,7,TA01,1977,1982,ABAM,0,0.0045,0.0418,0.0174,0.02,0.0035,16
TP001,7,TA01,1977,1982,ABPR,0,0.0017,0.0446,0.0165,0.0208,0.0033,16
TP001,7,TA01,1977,1982,ALL,0,1.4597,36.4091,16.425,18.7835,3.285,16
TP001,7,TA01,1977,1982,PSME,0,1.4818,39.1028,17.5572,19.6395,3.5114,16
TP001,7,TA01,1977,1982,TABR,0,0.008,0.0607,0.0364,0.0279,0.0073,16
TP001,7,TA01,1977,1982,THPL,0,0.0087,0.0872,0.0273,0.0427,0.0055,16
TP001,7,TA01,1977,1982,TSHE,0,-0.045,-2.928,-1.2298,-0.9675,-0.246,16
TP001,7,TA01,1982,1987,ABAM,0,0.0049,0.0508,0.0212,0.0242,0.0042,16
TP001,7,TA01,1982,1987,ABPR,0,0.0087,0.224,0.0829,0.1044,0.0166,16
TP001,7,TA01,1982,1987,ALL,0,0.3813,15.2648,6.7602,7.5111,2.9378,16
TP001,7,TA01,1982,1987,PSME,0,0.2951,13.1745,5.9154,6.7132,1.3783,16
TP001,7,TA01,1982,1987,TABR,0,-0.0142,-0.1042,-0.0625,-0.0484,-0.0125,16
TP001,7,TA01,1982,1987,THPL,0,0.0027,0.0276,0.0087,0.0132,0.0017,16
TP001,7,TA01,1982,1987,TSHE,0,0.0841,1.8921,0.7947,0.7046,1.5495,16
TP001,7,TA01,1987,1991,ABAM,0,0.0047,0.074,0.0309,0.0335,0.0077,16
TP001,7,TA01,1987,1991,ABPR,0,0.0422,1.0937,0.4047,0.5108,0.1012,16
TP001,7,TA01,1987,1991,ALL,0,0.2199,12.5541,5.1425,4.703,4.1244,16
TP001,7,TA01,1987,1991,PSME,0,-0.4549,-2.2348,-1.0034,-0.9589,1.3583,16
TP001,7,TA01,1987,1991,TABR,0,0.0013,0.0184,0.0111,0.0078,0.0208,16
TP001,7,TA01,1987,1991,THPL,0,0.0117,0.129,0.0404,0.0599,0.0101,16
TP001,7,TA01,1987,1991,TSHE,0,0.6149,13.4738,5.659,5.05,2.6264,16
TP001,7,TA01,1991,1995,ABAM,0,0.0036,0.0433,0.0181,0.02,0.0071,16
TP001,7,TA01,1991,1995,ABPR,0,0.0287,0.7463,0.2761,0.3495,0.069,16
TP001,7,TA01,1991,1995,ALL,0,0.1257,15.5712,6.5302,6.3876,5.768,16
TP001,7,TA01,1991,1995,PSME,0,-0.4475,2.1686,0.9737,1.3304,4.3426,16
TP001,7,TA01,1991,1995,TABR,0,-0.0192,-0.1616,-0.097,-0.0731,-0.0227,16
TP001,7,TA01,1991,1995,THPL,0,0.0051,0.0568,0.0178,0.0263,0.0044,16
TP001,7,TA01,1991,1995,TSHE,0,0.555,12.7178,5.3415,4.7346,1.3675,16
TP001,7,TA01,1995,2001,ABAM,0,0.0053,0.0434,0.0181,0.0211,0.003,16
TP001,7,TA01,1995,2001,ABPR,0,-0.0375,-0.9767,-0.3614,-0.4573,-0.0602,16
TP001,7,TA01,1995,2001,ALL,0,2.4533,68.8584,30.4401,32.2539,7.7818,16
TP001,7,TA01,1995,2001,PSME,0,1.6503,50.6259,22.731,25.5555,6.4753,16
TP001,7,TA01,1995,2001,TABR,0,0.005,0.0491,0.0295,0.0218,0.0219,16
TP001,7,TA01,1995,2001,THPL,0,0.0052,0.0576,0.018,0.0266,0.003,16
TP001,7,TA01,1995,2001,TSHE,0,0.825,19.0591,8.0048,7.0862,1.3388,16
TP001,7,TA01,2001,2007,ABAM,0,0.0126,0.0966,0.0403,0.0477,0.0067,16
TP001,7,TA01,2001,2007,ABPR,0,0.0053,0.1381,0.0511,0.0646,0.0085,16
TP001,7,TA01,2001,2007,ALL,0,1.0618,37.5843,16.6657,18.1272,3.9727,16
TP001,7,TA01,2001,2007,PSME,0,0.8084,30.8102,13.8338,15.6794,3.4711,16
TP001,7,TA01,2001,2007,TABR,0,0.0016,0.0163,0.0098,0.0073,0.0016,16
TP001,7,TA01,2001,2007,THPL,0,0.0077,0.0838,0.0262,0.0393,0.0044,16
TP001,7,TA01,2001,2007,TSHE,0,0.2262,6.4393,2.7045,2.289,0.4804,16
TP001,7,TB13,1978,1983,ABAM,0,0.0137,0.3311,0.1381,0.1399,0.0276,16
TP001,7,TB13,1978,1983,ALL,0,1.889,41.1235,17.6826,19.0271,3.5365,16
TP001,7,TB13,1978,1983,PSME,0,1.2645,27.951,12.55,13.9402,2.51,16
TP001,7,TB13,1978,1983,THPL,0,0.2771,3.7276,1.1667,1.5858,0.2333,16
TP001,7,TB13,1978,1983,TSHE,0,0.3337,9.1137,3.8278,3.3612,0.7656,16
TP001,7,TB13,1983,1989,ABAM,0,-0.3004,-3.3062,-1.3787,-1.5367,-0.2242,16
TP001,7,TB13,1983,1989,ALL,0,0.3729,15.1585,5.5738,4.767,2.0449,16
TP001,7,TB13,1983,1989,PSME,0,0.0851,-1.6852,-0.7567,-0.8956,-0.1261,16
TP001,7,TB13,1983,1989,THPL,0,0.4414,7.0453,2.2052,2.8015,0.3733,16
TP001,7,TB13,1983,1989,TSHE,0,0.1468,13.1047,5.504,4.3977,2.0219,16
TP001,7,TB13,1989,1994,ABAM,0,-0.0822,-0.4773,-0.199,-0.2544,0.2692,16
TP001,7,TB13,1989,1994,ALL,0,-1.3673,-4.0392,-0.634,-0.9172,5.0093,16
TP001,7,TB13,1989,1994,PSME,0,0.3654,14.7073,6.6036,7.4452,4.9932,16
TP001,7,TB13,1989,1994,THPL,0,-0.5858,-5.9296,-1.856,-2.8694,-0.3582,16
TP001,7,TB13,1989,1994,TSHE,0,-1.0647,-12.3396,-5.1826,-5.2386,0.1051,16
TP001,7,TB13,1994,1999,ABAM,0,-0.0621,-0.4424,-0.1845,-0.2236,-0.0272,16
TP001,7,TB13,1994,1999,ALL,0,0.3746,20.4851,8.3806,7.4859,6.2999,16
TP001,7,TB13,1994,1999,PSME,0,0.0429,3.1839,1.4296,1.6235,1.3317,16
TP001,7,TB13,1994,1999,THPL,0,0.1207,2.9604,0.9266,1.0117,0.7477,16
TP001,7,TB13,1994,1999,TSHE,0,0.2731,14.7833,6.209,5.0744,4.2476,16
TP001,7,TB13,1999,2008,ABAM,0,-0.3238,-5.6795,-2.3683,-2.445,-0.2418,16
TP001,7,TB13,1999,2008,ALL,0,3.1223,79.1634,33.8461,35.2821,5.0867,16
TP001,7,TB13,1999,2008,PSME,0,2.1108,49.133,22.0607,24.5872,3.4242,16
TP001,7,TB13,1999,2008,THPL,0,0.5725,7.8917,2.4701,3.3266,0.3257,16
TP001,7,TB13,1999,2008,TSHE,0,0.7628,27.8181,11.6836,9.8133,1.5786,16
TP001,7,TCNF,1981,1986,ABAM,0,0.1712,11.9894,4.9996,4.8408,0.9999,5
TP001,7,TCNF,1981,1986,ABPR,0,2.9332,34.5005,12.7652,19.2912,2.553,5
TP001,7,TCNF,1981,1986,ALL,0,4.9196,77.6165,31.3283,38.046,6.2657,5
TP001,7,TCNF,1981,1986,PSME,0,1.0088,16.9095,7.5924,8.3278,1.5185,5
TP001,7,TCNF,1981,1986,TSHE,0,0.8064,14.2171,5.9712,5.5861,1.1942,5
TP001,7,TCNF,1986,1991,ABAM,0,-6.1882,-51.3189,-21.4,-25.1758,-3.478,5
TP001,7,TCNF,1986,1991,ABPR,0,-7.0444,-36.4934,-13.5025,-29.5488,-2.5853,5
TP001,7,TCNF,1986,1991,ALL,0,-19.0452,-165.8586,-69.3948,-91.46,-12.9617,5
TP001,7,TCNF,1986,1991,PSME,0,-4.3414,-59.0616,-26.5186,-28.8458,-5.3037,5
TP001,7,TCNF,1986,1991,TSHE,0,-1.4712,-18.9848,-7.9736,-7.8897,-1.5947,5
TP001,7,TCTR,1981,1986,ABAM,0,0.0099,0.1439,0.06,0.0642,0.012,6
TP001,7,TCTR,1981,1986,ALL,0,-0.272,-1.2776,-0.5175,-0.9341,-0.1035,6
TP001,7,TCTR,1981,1986,PICO,0,0.001,0.0088,0.0034,0.003,0.0007,6
TP001,7,TCTR,1981,1986,PIMO,0,0.0075,0.074,0.0283,0.0334,0.0057,6
TP001,7,TCTR,1981,1986,TSME,0,-0.2904,-1.5043,-0.6092,-1.0347,-0.1218,6
TP001,7,TCTR,1986,1991,ABAM,0,0.0209,0.3224,0.1344,0.142,0.0269,6
TP001,7,TCTR,1986,1991,ALL,0,-0.2637,2.1863,0.904,0.6575,1.1497,6
TP001,7,TCTR,1986,1991,PICO,0,0.0018,0.0137,0.0052,0.0048,0.001,6
TP001,7,TCTR,1986,1991,PIMO,0,-0.0819,-0.6818,-0.2611,-0.3293,-0.0522,6
TP001,7,TCTR,1986,1991,TSME,0,-0.2045,2.532,1.0255,0.84,1.174,6
TP001,7,TCTR,1991,1997,ABAM,0,1.2127,11.8631,4.9469,5.6385,0.8245,14
TP001,7,TCTR,1991,1997,ABPR,0,0.1083,0.5422,0.2006,0.4421,0.0334,14
TP001,7,TCTR,1991,1997,ALL,0,2.1272,24.964,9.8173,8.8253,3.3614,14
TP001,7,TCTR,1991,1997,PICO,0,1.4541,15.2649,5.8465,5.6892,0.9744,14
TP001,7,TCTR,1991,1997,PIMO,0,0.2423,3.666,1.4041,1.4078,0.2797,14
TP001,7,TCTR,1991,1997,TSME,0,-0.8902,-6.3722,-2.5808,-4.3524,1.2494,14
TP001,7,TCTR,1997,2001,ABAM,0,-1.253,-12.8325,-5.3511,-6.0506,-1.0062,14
TP001,7,TCTR,1997,2001,ABPR,0,-0.0853,-0.4455,-0.1648,-0.3563,-0.0412,14
TP001,7,TCTR,1997,2001,ALL,0,-37.4182,-448.3506,-181.4749,-239.6921,-11.2194,14
TP001,7,TCTR,1997,2001,PICO,0,-0.8517,-8.9272,-3.4191,-3.3259,-0.85,14
TP001,7,TCTR,1997,2001,PIMO,0,-0.1807,-2.2319,-0.8548,-0.9163,-0.1822,14
TP001,7,TCTR,1997,2001,TSME,0,-35.0475,-423.9136,-171.685,-229.043,-9.1399,14
TP001,7,TCTR,2001,2006,ABAM,0,0.0192,0.2131,0.0888,0.0984,0.0505,14
TP001,7,TCTR,2001,2006,ABPR,0,0.0069,0.0475,0.0176,0.0338,0.0146,14
TP001,7,TCTR,2001,2006,ALL,0,-0.0385,0.9112,0.3563,0.2431,0.5897,14
TP001,7,TCTR,2001,2006,PICO,0,0.0452,0.5412,0.2073,0.2082,0.0835,14
TP001,7,TCTR,2001,2006,PIMO,0,0.0027,0.0794,0.0304,0.0271,0.0061,14
TP001,7,TCTR,2001,2006,TSME,0,-0.1125,0.0299,0.0121,-0.1243,0.435,14
TP001,7,TO04,1978,1983,ABAM,0,0.1091,0.9651,0.4025,0.4676,0.0805,16
TP001,7,TO04,1978,1983,ABGR,0,0.112,2.478,0.8673,1.0554,0.1735,16
TP001,7,TO04,1978,1983,ALL,0,2.0925,49.5908,19.9187,20.8378,3.9837,16
TP001,7,TO04,1978,1983,ALRU,0,0,0,0,0,0,16
TP001,7,TO04,1978,1983,PSME,0,0.4596,15.0554,6.7599,7.601,1.352,16
TP001,7,TO04,1978,1983,TABR,0,0.0152,0.1774,0.1064,0.0759,0.0213,16
TP001,7,TO04,1978,1983,THPL,0,0.7596,11.2303,3.5151,4.6496,0.703,16
TP001,7,TO04,1978,1983,TSHE,0,0.637,19.6846,8.2675,6.9883,1.6535,16
TP001,7,TO04,1983,1988,ABAM,0,0.0604,0.3129,0.1305,0.174,0.055,16
TP001,7,TO04,1983,1988,ABGR,0,-0.8371,-11.9588,-4.1856,-5.9734,-0.8371,16
TP001,7,TO04,1983,1988,ALL,0,-0.1701,25.0077,11.4825,5.4211,4.6652,16
TP001,7,TO04,1983,1988,ALRU,0,-0.1832,-2.3774,-0.8796,-1.147,-0.1759,16
TP001,7,TO04,1983,1988,PSME,0,0.3667,11.9553,5.3679,6.0763,1.0736,16
TP001,7,TO04,1983,1988,TABR,0,0.0916,0.8043,0.4826,0.36,0.0965,16
TP001,7,TO04,1983,1988,THPL,0,-0.3947,4.3597,1.3646,-1.7489,0.2729,16
TP001,7,TO04,1983,1988,TSHE,0,0.713,21.8633,9.1826,7.6473,4.1763,16
TP001,7,TO04,1983,1988,TSME,0,0.0132,0.0484,0.0196,0.0329,0.0039,16
TP001,7,TO04,1988,1993,ABAM,0,0.2599,2.2634,0.9438,1.0949,0.3207,16
TP001,7,TO04,1988,1993,ABGR,0,0.1011,2.4396,0.8539,1.0056,1.2137,16
TP001,7,TO04,1988,1993,ALL,0,1.0595,26.9436,10.1102,12.3591,7.941,16
TP001,7,TO04,1988,1993,ALRU,0,0,0,0,0,0,16
TP001,7,TO04,1988,1993,PSME,0,0.52,17.8604,8.0193,9.0211,1.6039,16
TP001,7,TO04,1988,1993,TABR,0,-0.1061,-0.8348,-0.5009,-0.3829,-0.1002,16
TP001,7,TO04,1988,1993,THPL,0,0.6899,13.0493,4.0844,4.6322,2.0794,16
