DBCODE,ENTITY,STANDID,SPECIES,YEAR_AGG,PORTION,TPH_NHA,BA_M2HA,VOL_M3HA,BIO_MGHA,JENKBIO_MGHA,NO_PLOTS
TP001,6,FRD1,ABLA2,1942,MORTALITY,0,0,0,0,0,2
TP001,6,FRD1,PIEN,1942,INGROWTH,0,0,0,0,0,2
TP001,6,FRD1,PIEN,1942,LIVE,171,9.905,110.478,39.662,50.465,2
TP001,6,FRD1,PIEN,1942,MORTALITY,0,0,0,0,0,2
TP001,6,FRD1,PICO,1942,INGROWTH,0,0,0,0,0,2
TP001,6,FRD1,PICO,1942,LIVE,271,13.084,146.945,56.28,55.683,2
TP001,6,FRD1,PICO,1942,MORTALITY,0,0,0,0,0,2
TP001,6,FRD1,ALL,1942,INGROWTH,0,0,0,0,0,2
TP001,6,FRD1,ALL,1942,LIVE,583,25.569,276.434,102.348,116.617,2
TP001,6,FRD1,ALL,1942,MORTALITY,0,0,0,0,0,2
TP001,6,FRD1,ABLA2,1955,INGROWTH,1,0.001,0.009,0.003,0.005,2
TP001,6,FRD1,ABLA2,1955,LIVE,127,2.589,19.31,6.507,10.662,2
TP001,6,FRD1,ABLA2,1955,MORTALITY,15,0.358,2.824,0.952,1.583,2
TP001,6,FRD1,PIEN,1955,INGROWTH,0,0,0,0,0,2
TP001,6,FRD1,PIEN,1955,LIVE,160,10.065,114.38,41.062,51.85,2
TP001,6,FRD1,PIEN,1955,MORTALITY,12,0.564,6.097,2.189,2.824,2
TP001,6,FRD1,PICO,1955,INGROWTH,0,0,0,0,0,2
TP001,6,FRD1,PICO,1955,LIVE,259,13.443,152.615,58.452,58.012,2
TP001,6,FRD1,PICO,1955,MORTALITY,13,0.429,4.642,1.778,1.741,2
TP001,6,FRD1,ALL,1955,INGROWTH,1,0.001,0.009,0.003,0.005,2
TP001,6,FRD1,ALL,1955,LIVE,545,26.097,286.305,106.021,120.523,2
TP001,6,FRD1,ALL,1955,MORTALITY,39,1.351,13.562,4.918,6.148,2
TP001,6,FRD1,ABLA2,1989,INGROWTH,134,1.304,8.096,2.728,4.249,2
TP001,6,FRD1,ABLA2,1989,LIVE,232,4.097,29.975,10.102,16.475,2
TP001,6,FRD1,ABLA2,1989,MORTALITY,30,0.731,5.689,1.917,3.176,2
TP001,6,FRD1,PIEN,1989,INGROWTH,12,0.147,1.067,0.383,0.582,2
TP001,6,FRD1,PIEN,1989,LIVE,154,10.956,129.088,46.343,57.65,2
TP001,6,FRD1,PIEN,1989,MORTALITY,18,0.875,9.467,3.399,4.376,2
TP001,6,FRD1,PICO,1989,INGROWTH,2,0.017,0.148,0.057,0.052,2
TP001,6,FRD1,PICO,1989,LIVE,200,11.947,138.399,53.007,52.911,2
TP001,6,FRD1,PICO,1989,MORTALITY,61,2.703,30.194,11.564,11.429,2
TP001,6,FRD1,ALL,1989,INGROWTH,147,1.469,9.311,3.168,4.882,2
TP001,6,FRD1,ALL,1989,LIVE,584,27,297.463,109.451,127.036,2
TP001,6,FRD1,ALL,1989,MORTALITY,108,4.309,45.351,16.88,18.981,2
TP001,6,FRD1,ABLA2,2004,INGROWTH,1,0.007,0.048,0.016,0.026,2
TP001,6,FRD1,ABLA2,2004,LIVE,210,4.475,33.738,11.37,18.684,2
TP001,6,FRD1,ABLA2,2004,MORTALITY,22,0.489,3.779,1.274,2.108,2
TP001,6,FRD1,PIEN,2004,INGROWTH,1,0.018,0.2,0.072,0.092,2
TP001,6,FRD1,PIEN,2004,LIVE,148,11.34,136.053,48.843,60.308,2
TP001,6,FRD1,PIEN,2004,MORTALITY,7,0.471,5.619,2.017,2.498,2
TP001,6,FRD1,PICO,2004,INGROWTH,1,0.007,0.08,0.03,0.03,2
TP001,6,FRD1,PICO,2004,LIVE,173,10.944,127.838,48.962,48.987,2
TP001,6,FRD1,PICO,2004,MORTALITY,28,1.492,17.172,6.577,6.556,2
TP001,6,FRD1,ALL,2004,INGROWTH,1,0.032,0.328,0.118,0.147,2
TP001,6,FRD1,ALL,2004,LIVE,529,26.759,297.63,109.175,127.979,2
TP001,6,FRD1,ALL,2004,MORTALITY,56,2.452,26.57,9.868,11.162,2
TP001,6,FRD2,ABLA2,1938,INGROWTH,0,0,0,0,0,1
TP001,6,FRD2,ABLA2,1938,LIVE,7,0.176,1.471,0.496,0.839,1
TP001,6,FRD2,ABLA2,1938,MORTALITY,0,0,0,0,0,1
TP001,6,FRD2,PIEN,1938,INGROWTH,0,0,0,0,0,1
TP001,6,FRD2,PIEN,1938,LIVE,3,0.19,2.223,0.798,0.995,1
TP001,6,FRD2,PIEN,1938,MORTALITY,0,0,0,0,0,1
TP001,6,FRD2,PICO,1938,INGROWTH,0,0,0,0,0,1
TP001,6,FRD2,PICO,1938,LIVE,966,33.75,366.989,140.557,137.929,1
TP001,6,FRD2,PICO,1938,MORTALITY,0,0,0,0,0,1
TP001,6,FRD2,ALL,1938,INGROWTH,0,0,0,0,0,1
TP001,6,FRD2,ALL,1938,LIVE,976,34.117,370.683,141.851,139.763,1
TP001,6,FRD2,ALL,1938,MORTALITY,0,0,0,0,0,1
TP001,6,FRD2,ABLA2,1940,INGROWTH,0,0,0,0,0,1
TP001,6,FRD2,ABLA2,1940,LIVE,7,0.181,1.513,0.51,0.863,1
TP001,6,FRD2,ABLA2,1940,MORTALITY,0,0,0,0,0,1
TP001,6,FRD2,PIEN,1940,INGROWTH,0,0,0,0,0,1
TP001,6,FRD2,PIEN,1940,LIVE,3,0.195,2.299,0.825,1.026,1
TP001,6,FRD2,PIEN,1940,MORTALITY,0,0,0,0,0,1
TP001,6,FRD2,PICO,1940,INGROWTH,1,0.007,0.058,0.022,0.02,1
TP001,6,FRD2,PICO,1940,LIVE,967,33.949,369.413,141.485,138.868,1
TP001,6,FRD2,PICO,1940,MORTALITY,0,0,0,0,0,1
TP001,6,FRD2,ALL,1940,INGROWTH,1,0.007,0.058,0.022,0.02,1
TP001,6,FRD2,ALL,1940,LIVE,976,34.325,373.225,142.82,140.757,1
TP001,6,FRD2,ALL,1940,MORTALITY,0,0,0,0,0,1
TP001,6,FRD2,ABLA2,1947,INGROWTH,0,0,0,0,0,1
TP001,6,FRD2,ABLA2,1947,LIVE,7,0.2,1.68,0.566,0.96,1
TP001,6,FRD2,ABLA2,1947,MORTALITY,0,0,0,0,0,1
TP001,6,FRD2,PIEN,1947,INGROWTH,0,0,0,0,0,1
TP001,6,FRD2,PIEN,1947,LIVE,3,0.219,2.65,0.951,1.17,1
TP001,6,FRD2,PIEN,1947,MORTALITY,0,0,0,0,0,1
TP001,6,FRD2,PICO,1947,INGROWTH,0,0,0,0,0,1
TP001,6,FRD2,PICO,1947,LIVE,949,34.637,378.575,144.994,142.483,1
TP001,6,FRD2,PICO,1947,MORTALITY,18,0.564,6.205,2.376,2.342,1
TP001,6,FRD2,ALL,1947,INGROWTH,0,0,0,0,0,1
TP001,6,FRD2,ALL,1947,LIVE,958,35.056,382.905,146.512,144.613,1
TP001,6,FRD2,ALL,1947,MORTALITY,18,0.564,6.205,2.376,2.342,1
TP001,6,FRD2,ABLA2,1960,INGROWTH,0,0,0,0,0,1
TP001,6,FRD2,ABLA2,1960,LIVE,7,0.239,2.042,0.688,1.17,1
TP001,6,FRD2,ABLA2,1960,MORTALITY,0,0,0,0,0,1
TP001,6,FRD2,PIEN,1960,INGROWTH,0,0,0,0,0,1
TP001,6,FRD2,PIEN,1960,LIVE,3,0.254,3.212,1.153,1.395,1
TP001,6,FRD2,PIEN,1960,MORTALITY,1,0.006,0.038,0.014,0.022,1
TP001,6,FRD2,PICO,1960,INGROWTH,0,0,0,0,0,1
TP001,6,FRD2,PICO,1960,LIVE,920,35.878,395.376,151.429,149.144,1
TP001,6,FRD2,PICO,1960,MORTALITY,30,1.059,11.714,4.486,4.424,1
TP001,6,FRD2,ALL,1960,INGROWTH,0,0,0,0,0,1
TP001,6,FRD2,ALL,1960,LIVE,929,36.372,400.63,153.27,151.709,1
TP001,6,FRD2,ALL,1960,MORTALITY,30,1.065,11.751,4.5,4.446,1
TP001,6,FRD2,ABLA2,1989,INGROWTH,15,0.164,1.045,0.352,0.552,1
TP001,6,FRD2,ABLA2,1989,LIVE,22,0.524,4.281,1.443,2.428,1
TP001,6,FRD2,ABLA2,1989,MORTALITY,0,0,0,0,0,1
TP001,6,FRD2,POTR,1989,INGROWTH,6,0.197,1.806,0.632,0.94,1
TP001,6,FRD2,POTR,1989,LIVE,6,0.197,1.806,0.632,0.94,1
TP001,6,FRD2,POTR,1989,MORTALITY,0,0,0,0,0,1
TP001,6,FRD2,PIEN,1989,INGROWTH,2,0.022,0.137,0.049,0.08,1
TP001,6,FRD2,PIEN,1989,LIVE,4,0.249,3.013,1.082,1.331,1
TP001,6,FRD2,PIEN,1989,MORTALITY,1,0.116,1.709,0.614,0.698,1
TP001,6,FRD2,PICO,1989,INGROWTH,93,0.837,6.937,2.657,2.402,1
TP001,6,FRD2,PICO,1989,LIVE,891,37.298,416.066,159.353,157.484,1
TP001,6,FRD2,PICO,1989,MORTALITY,121,4.436,49.405,18.922,18.713,1
TP001,6,FRD2,ALRU,1989,INGROWTH,4,0.036,0.23,0.085,0.13,1
TP001,6,FRD2,ALRU,1989,LIVE,4,0.036,0.23,0.085,0.13,1
TP001,6,FRD2,ALRU,1989,MORTALITY,0,0,0,0,0,1
TP001,6,FRD2,ALL,1989,INGROWTH,119,1.255,10.154,3.775,4.104,1
TP001,6,FRD2,ALL,1989,LIVE,926,38.303,425.396,162.595,162.314,1
TP001,6,FRD2,ALL,1989,MORTALITY,122,4.552,51.115,19.536,19.411,1
TP001,6,FRD2,ABLA2,2004,INGROWTH,28,0.145,0.816,0.275,0.417,1
TP001,6,FRD2,ABLA2,2004,LIVE,49,0.803,6.353,2.141,3.58,1
TP001,6,FRD2,ABLA2,2004,MORTALITY,1,0.036,0.287,0.097,0.16,1
TP001,6,FRD2,POTR,2004,INGROWTH,25,0.168,1.306,0.457,0.699,1
TP001,6,FRD2,POTR,2004,LIVE,31,0.385,3.356,1.175,1.759,1
TP001,6,FRD2,POTR,2004,MORTALITY,0,0,0,0,0,1
TP001,6,FRD2,PICO,2004,INGROWTH,154,0.795,6.311,2.417,2.169,1
TP001,6,FRD2,PICO,2004,LIVE,936,32.988,362.162,138.708,136.461,1
TP001,6,FRD2,PICO,2004,MORTALITY,109,6.749,80.116,30.684,30.867,1
TP001,6,FRD2,ABCO,2004,INGROWTH,1,0.001,0.002,0.001,0.002,1
TP001,6,FRD2,ABCO,2004,LIVE,1,0.001,0.002,0.001,0.002,1
TP001,6,FRD2,ABCO,2004,MORTALITY,0,0,0,0,0,1
TP001,6,FRD2,PIEN,2004,INGROWTH,1,0.005,0.027,0.01,0.017,1
TP001,6,FRD2,PIEN,2004,LIVE,5,0.319,3.994,1.434,1.736,1
TP001,6,FRD2,PIEN,2004,MORTALITY,0,0,0,0,0,1
TP001,6,FRD2,ALRU,2004,INGROWTH,12,0.054,0.288,0.106,0.17,1
TP001,6,FRD2,ALRU,2004,LIVE,16,0.094,0.549,0.203,0.317,1
TP001,6,FRD2,ALRU,2004,MORTALITY,0,0,0,0,0,1
TP001,6,FRD2,ALL,2004,INGROWTH,220,1.169,8.75,3.266,3.474,1
TP001,6,FRD2,ALL,2004,LIVE,1035,34.59,376.416,143.661,143.855,1
TP001,6,FRD2,ALL,2004,MORTALITY,110,6.786,80.403,30.781,31.028,1
TP001,6,GMNF,ABAM,1977,INGROWTH,0,0,0,0,0,64
TP001,6,GMNF,ABAM,1977,LIVE,127,9.235,123.925,51.677,55.532,64
TP001,6,GMNF,ABAM,1977,MORTALITY,0,0,0,0,0,64
TP001,6,GMNF,PSME,1977,INGROWTH,0,0,0,0,0,64
TP001,6,GMNF,PSME,1977,LIVE,17,30.95,812.627,364.869,408.416,64
TP001,6,GMNF,PSME,1977,MORTALITY,0,0,0,0,0,64
TP001,6,GMNF,TSHE,1977,INGROWTH,0,0,0,0,0,64
TP001,6,GMNF,TSHE,1977,LIVE,75,12.319,248.702,104.455,94.204,64
TP001,6,GMNF,TSHE,1977,MORTALITY,0,0,0,0,0,64
TP001,6,GMNF,ABPR,1977,INGROWTH,0,0,0,0,0,64
TP001,6,GMNF,ABPR,1977,LIVE,51,72.531,1958.849,724.774,812.84,64
TP001,6,GMNF,ABPR,1977,MORTALITY,0,0,0,0,0,64
TP001,6,GMNF,ALL,1977,INGROWTH,0,0,0,0,0,64
TP001,6,GMNF,ALL,1977,LIVE,269,125.035,3144.102,1245.775,1370.992,64
TP001,6,GMNF,ALL,1977,MORTALITY,0,0,0,0,0,64
TP001,6,GMNF,ABAM,1989,INGROWTH,9,0.165,1.264,0.527,0.631,64
TP001,6,GMNF,ABAM,1989,LIVE,129,9.773,131.432,54.807,58.898,64
TP001,6,GMNF,ABAM,1989,MORTALITY,7,0.584,8.761,3.653,3.844,64
TP001,6,GMNF,PSME,1989,INGROWTH,0,0,0,0,0,64
TP001,6,GMNF,PSME,1989,LIVE,16,31.239,827.272,371.445,415.898,64
TP001,6,GMNF,PSME,1989,MORTALITY,1,1.032,27.042,12.142,13.59,64
TP001,6,GMNF,TSHE,1989,INGROWTH,3,0.052,0.446,0.187,0.201,64
TP001,6,GMNF,TSHE,1989,LIVE,76,13.645,278.674,117.043,105.355,64
TP001,6,GMNF,TSHE,1989,MORTALITY,2,0.397,8.116,3.409,3.084,64
TP001,6,GMNF,ABPR,1989,INGROWTH,0,0,0,0,0,64
TP001,6,GMNF,ABPR,1989,LIVE,46,67.499,1844.15,682.336,761.057,64
TP001,6,GMNF,ABPR,1989,MORTALITY,5,7.303,198.478,73.437,82.514,64
TP001,6,GMNF,ALL,1989,INGROWTH,11,0.217,1.71,0.714,0.832,64
TP001,6,GMNF,ALL,1989,LIVE,266,122.155,3081.528,1225.631,1341.207,64
TP001,6,GMNF,ALL,1989,MORTALITY,14,9.316,242.396,92.64,103.032,64
TP001,6,GMNF,ABAM,1994,INGROWTH,9,0.182,1.4,0.584,0.698,64
TP001,6,GMNF,ABAM,1994,LIVE,126,9.702,131.441,54.811,58.821,64
TP001,6,GMNF,ABAM,1994,MORTALITY,12,0.684,8.307,3.464,3.797,64
TP001,6,GMNF,PSME,1994,INGROWTH,0,0,0,0,0,64
TP001,6,GMNF,PSME,1994,LIVE,16,31.835,846.532,380.093,425.617,64
TP001,6,GMNF,PSME,1994,MORTALITY,0,0,0,0,0,64
TP001,6,GMNF,TSHE,1994,INGROWTH,3,0.042,0.343,0.144,0.156,64
TP001,6,GMNF,TSHE,1994,LIVE,77,14.417,297.029,124.752,112.124,64
TP001,6,GMNF,TSHE,1994,MORTALITY,2,0.114,1.791,0.752,0.713,64
TP001,6,GMNF,ABPR,1994,INGROWTH,0,0,0,0,0,64
TP001,6,GMNF,ABPR,1994,LIVE,44,65.05,1773.835,656.319,733.492,64
TP001,6,GMNF,ABPR,1994,MORTALITY,2,3.562,108.66,40.204,42.567,64
TP001,6,GMNF,ALL,1994,INGROWTH,12,0.224,1.743,0.728,0.854,64
TP001,6,GMNF,ALL,1994,LIVE,262,121.005,3048.837,1215.975,1330.054,64
TP001,6,GMNF,ALL,1994,MORTALITY,15,4.36,118.758,44.421,47.076,64
TP001,6,GMNF,ABAM,1999,INGROWTH,1,0.005,0.036,0.015,0.018,64
TP001,6,GMNF,ABAM,1999,LIVE,121,9.528,129.603,54.044,57.96,64
TP001,6,GMNF,ABAM,1999,MORTALITY,7,0.472,6.165,2.571,2.782,64
TP001,6,GMNF,PSME,1999,INGROWTH,0,0,0,0,0,64
TP001,6,GMNF,PSME,1999,LIVE,16,32.265,859.944,386.115,432.392,64
TP001,6,GMNF,PSME,1999,MORTALITY,0,0,0,0,0,64
TP001,6,GMNF,TSHE,1999,INGROWTH,1,0.005,0.042,0.018,0.019,64
TP001,6,GMNF,TSHE,1999,LIVE,76,15.022,311.642,130.89,117.505,64
TP001,6,GMNF,TSHE,1999,MORTALITY,1,0.126,2.343,0.984,0.903,64
TP001,6,GMNF,ABPR,1999,INGROWTH,0,0,0,0,0,64
TP001,6,GMNF,ABPR,1999,LIVE,42,62.276,1709.144,632.383,704.598,64
TP001,6,GMNF,ABPR,1999,MORTALITY,3,3.456,89.538,33.129,38.1,64
TP001,6,GMNF,ALL,1999,INGROWTH,1,0.01,0.078,0.033,0.037,64
TP001,6,GMNF,ALL,1999,LIVE,255,119.091,3010.333,1203.432,1312.454,64
TP001,6,GMNF,ALL,1999,MORTALITY,10,4.054,98.046,36.684,41.786,64
TP001,6,GMNF,ABAM,2006,INGROWTH,0,0,0,0,0,64
TP001,6,GMNF,ABAM,2006,LIVE,121,9.846,135.644,56.563,60.528,64
TP001,6,GMNF,ABAM,2006,MORTALITY,8,0.404,4.605,1.92,2.131,64
TP001,6,GMNF,PSME,2006,INGROWTH,0,0,0,0,0,64
TP001,6,GMNF,PSME,2006,LIVE,16,33.06,889.289,399.291,447.259,64
TP001,6,GMNF,PSME,2006,MORTALITY,1,0.308,7.188,3.227,3.594,64
TP001,6,GMNF,TSHE,2006,INGROWTH,1,0.006,0.051,0.022,0.023,64
TP001,6,GMNF,TSHE,2006,LIVE,80,16.125,337.636,141.807,127.089,64
TP001,6,GMNF,TSHE,2006,MORTALITY,1,0.179,4.079,1.713,1.516,64
TP001,6,GMNF,ABPR,2006,INGROWTH,0,0,0,0,0,64
TP001,6,GMNF,ABPR,2006,LIVE,40,59.771,1666.533,616.617,679.67,64
TP001,6,GMNF,ABPR,2006,MORTALITY,3,4.12,114.633,42.414,47.108,64
TP001,6,GMNF,ALL,2006,INGROWTH,1,0.006,0.051,0.022,0.023,64
TP001,6,GMNF,ALL,2006,LIVE,254,118.803,3029.101,1214.278,1314.546,64
TP001,6,GMNF,ALL,2006,MORTALITY,11,5.011,130.504,49.275,54.349,64
TP001,6,GP01,PSME,1927,INGROWTH,0,0,0,0,0,1
TP001,6,GP01,PSME,1927,LIVE,561,59.026,848.423,380.942,415.405,1
TP001,6,GP01,PSME,1927,MORTALITY,0,0,0,0,0,1
TP001,6,GP01,ALL,1927,INGROWTH,0,0,0,0,0,1
TP001,6,GP01,ALL,1927,LIVE,561,59.026,848.423,380.942,415.405,1
TP001,6,GP01,ALL,1927,MORTALITY,0,0,0,0,0,1
TP001,6,GP01,PSME,1932,INGROWTH,0,0,0,0,0,1
TP001,6,GP01,PSME,1932,LIVE,507,62.35,924.345,415.031,453.19,1
TP001,6,GP01,PSME,1932,MORTALITY,55,2.632,31.908,14.326,15.505,1
TP001,6,GP01,ALL,1932,INGROWTH,0,0,0,0,0,1
TP001,6,GP01,ALL,1932,LIVE,507,62.35,924.345,415.031,453.19,1
TP001,6,GP01,ALL,1932,MORTALITY,55,2.632,31.908,14.326,15.505,1
TP001,6,GP01,PSME,1937,INGROWTH,0,0,0,0,0,1
TP001,6,GP01,PSME,1937,LIVE,445,65.556,1003.305,450.484,492.578,1
TP001,6,GP01,PSME,1937,MORTALITY,62,3.069,37.716,16.934,18.341,1
TP001,6,GP01,ALL,1937,INGROWTH,0,0,0,0,0,1
TP001,6,GP01,ALL,1937,LIVE,445,65.556,1003.305,450.484,492.578,1
TP001,6,GP01,ALL,1937,MORTALITY,62,3.069,37.716,16.934,18.341,1
TP001,6,GP01,PSME,1943,INGROWTH,0,0,0,0,0,1
TP001,6,GP01,PSME,1943,LIVE,406,68.57,1077.928,483.99,529.837,1
TP001,6,GP01,PSME,1943,MORTALITY,40,2.808,37.236,16.719,18.167,1
TP001,6,GP01,ALL,1943,INGROWTH,0,0,0,0,0,1
TP001,6,GP01,ALL,1943,LIVE,406,68.57,1077.928,483.99,529.837,1
TP001,6,GP01,ALL,1943,MORTALITY,40,2.808,37.236,16.719,18.167,1
TP001,6,GP01,PSME,1952,INGROWTH,0,0,0,0,0,1
TP001,6,GP01,PSME,1952,LIVE,371,73.971,1203.909,540.555,592.672,1
TP001,6,GP01,PSME,1952,MORTALITY,35,3.531,51.385,23.072,25.178,1
TP001,6,GP01,ALL,1952,INGROWTH,0,0,0,0,0,1
TP001,6,GP01,ALL,1952,LIVE,371,73.971,1203.909,540.555,592.672,1
TP001,6,GP01,ALL,1952,MORTALITY,35,3.531,51.385,23.072,25.178,1
TP001,6,GP01,PSME,1957,INGROWTH,0,0,0,0,0,1
TP001,6,GP01,PSME,1957,LIVE,346,74.827,1239.966,556.745,610.911,1
TP001,6,GP01,PSME,1957,MORTALITY,25,3.497,52.391,23.523,25.695,1
TP001,6,GP01,ALL,1957,INGROWTH,0,0,0,0,0,1
TP001,6,GP01,ALL,1957,LIVE,346,74.827,1239.966,556.745,610.911,1
TP001,6,GP01,ALL,1957,MORTALITY,25,3.497,52.391,23.523,25.695,1
TP001,6,GP01,PSME,1972,INGROWTH,0,0,0,0,0,1
TP001,6,GP01,PSME,1972,LIVE,290,75.607,1305.47,586.156,644.358,1
TP001,6,GP01,PSME,1972,MORTALITY,57,9.415,149.027,66.913,73.28,1
TP001,6,GP01,ALL,1972,INGROWTH,0,0,0,0,0,1
TP001,6,GP01,ALL,1972,LIVE,290,75.607,1305.47,586.156,644.358,1
TP001,6,GP01,ALL,1972,MORTALITY,57,9.415,149.027,66.913,73.28,1
TP001,6,GP01,PSME,1983,INGROWTH,0,0,0,0,0,1
TP001,6,GP01,PSME,1983,LIVE,250,74.958,1333.24,598.625,658.931,1
TP001,6,GP01,PSME,1983,MORTALITY,40,9.333,160.723,72.164,79.331,1
TP001,6,GP01,ALL,1983,INGROWTH,0,0,0,0,0,1
TP001,6,GP01,ALL,1983,LIVE,250,74.958,1333.24,598.625,658.931,1
TP001,6,GP01,ALL,1983,MORTALITY,40,9.333,160.723,72.164,79.331,1
TP001,6,GP01,ABAM,1989,INGROWTH,3,0.005,0.02,0.008,0.011,1
TP001,6,GP01,ABAM,1989,LIVE,3,0.005,0.02,0.008,0.011,1
TP001,6,GP01,ABAM,1989,MORTALITY,0,0,0,0,0,1
TP001,6,GP01,PSME,1989,INGROWTH,0,0,0,0,0,1
TP001,6,GP01,PSME,1989,LIVE,243,78.362,1416.471,635.995,700.569,1
TP001,6,GP01,PSME,1989,MORTALITY,8,0.92,13.343,5.991,6.535,1
TP001,6,GP01,CONU,1989,INGROWTH,23,0.065,0.309,0.179,0.171,1
TP001,6,GP01,CONU,1989,LIVE,23,0.065,0.309,0.179,0.171,1
TP001,6,GP01,CONU,1989,MORTALITY,0,0,0,0,0,1
TP001,6,GP01,ALRU,1989,INGROWTH,5,0.02,0.1,0.037,0.06,1
TP001,6,GP01,ALRU,1989,LIVE,5,0.02,0.1,0.037,0.06,1
TP001,6,GP01,ALRU,1989,MORTALITY,0,0,0,0,0,1
TP001,6,GP01,TSHE,1989,INGROWTH,344,2.362,15.82,6.644,7.471,1
TP001,6,GP01,TSHE,1989,LIVE,344,2.362,15.82,6.644,7.471,1
TP001,6,GP01,TSHE,1989,MORTALITY,0,0,0,0,0,1
TP001,6,GP01,ACMA,1989,INGROWTH,30,0.154,1.061,0.467,0.655,1
TP001,6,GP01,ACMA,1989,LIVE,30,0.154,1.061,0.467,0.655,1
TP001,6,GP01,ACMA,1989,MORTALITY,0,0,0,0,0,1
TP001,6,GP01,ALL,1989,INGROWTH,403,2.606,17.31,7.336,8.368,1
TP001,6,GP01,ALL,1989,LIVE,645,80.968,1433.78,643.331,708.937,1
TP001,6,GP01,ALL,1989,MORTALITY,8,0.92,13.343,5.991,6.535,1
TP001,6,GP01,ABAM,1994,INGROWTH,0,0,0,0,0,1
TP001,6,GP01,ABAM,1994,LIVE,3,0.012,0.059,0.025,0.032,1
TP001,6,GP01,ABAM,1994,MORTALITY,0,0,0,0,0,1
TP001,6,GP01,PSME,1994,INGROWTH,0,0,0,0,0,1
TP001,6,GP01,PSME,1994,LIVE,117,41.351,758.548,340.588,375.397,1
TP001,6,GP01,PSME,1994,MORTALITY,127,39.01,702.551,315.446,347.432,1
TP001,6,GP01,CONU,1994,INGROWTH,0,0,0,0,0,1
TP001,6,GP01,CONU,1994,LIVE,23,0.081,0.404,0.234,0.223,1
TP001,6,GP01,CONU,1994,MORTALITY,0,0,0,0,0,1
TP001,6,GP01,ALRU,1994,INGROWTH,0,0,0,0,0,1
TP001,6,GP01,ALRU,1994,LIVE,5,0.034,0.194,0.072,0.113,1
TP001,6,GP01,ALRU,1994,MORTALITY,0,0,0,0,0,1
TP001,6,GP01,TSHE,1994,INGROWTH,97,0.369,1.965,0.825,0.973,1
TP001,6,GP01,TSHE,1994,LIVE,438,4.322,32.454,13.63,14.985,1
TP001,6,GP01,TSHE,1994,MORTALITY,5,0.015,0.07,0.029,0.035,1
TP001,6,GP01,ACMA,1994,INGROWTH,62,0.195,1.114,0.49,0.73,1
TP001,6,GP01,ACMA,1994,LIVE,92,0.526,3.822,1.682,2.319,1
TP001,6,GP01,ACMA,1994,MORTALITY,0,0,0,0,0,1
TP001,6,GP01,ALL,1994,INGROWTH,159,0.565,3.078,1.315,1.703,1
TP001,6,GP01,ALL,1994,LIVE,675,46.326,795.481,356.231,393.069,1
TP001,6,GP01,ALL,1994,MORTALITY,131,39.024,702.621,315.475,347.467,1
TP001,6,GP01,ABAM,1999,INGROWTH,0,0,0,0,0,1
TP001,6,GP01,ABAM,1999,LIVE,3,0.02,0.116,0.048,0.061,1
TP001,6,GP01,ABAM,1999,MORTALITY,0,0,0,0,0,1
TP001,6,GP01,PSME,1999,INGROWTH,0,0,0,0,0,1
TP001,6,GP01,PSME,1999,LIVE,114,43.499,809.216,363.338,400.717,1
TP001,6,GP01,PSME,1999,MORTALITY,3,0.273,3.812,1.712,1.864,1
TP001,6,GP01,CONU,1999,INGROWTH,5,0.011,0.049,0.029,0.027,1
TP001,6,GP01,CONU,1999,LIVE,30,0.119,0.605,0.351,0.334,1
TP001,6,GP01,CONU,1999,MORTALITY,3,0.007,0.032,0.019,0.018,1
TP001,6,GP01,ALRU,1999,INGROWTH,10,0.03,0.138,0.051,0.084,1
TP001,6,GP01,ALRU,1999,LIVE,15,0.076,0.421,0.156,0.246,1
TP001,6,GP01,ALRU,1999,MORTALITY,0,0,0,0,0,1
TP001,6,GP01,TSHE,1999,INGROWTH,62,0.191,0.94,0.395,0.473,1
TP001,6,GP01,TSHE,1999,LIVE,490,7.204,61.64,25.889,27.738,1
TP001,6,GP01,TSHE,1999,MORTALITY,10,0.058,0.353,0.148,0.17,1
TP001,6,GP01,ACMA,1999,INGROWTH,67,0.223,1.294,0.569,0.843,1
TP001,6,GP01,ACMA,1999,LIVE,159,1.309,10.511,4.625,6.197,1
TP001,6,GP01,ACMA,1999,MORTALITY,0,0,0,0,0,1
TP001,6,GP01,ALL,1999,INGROWTH,144,0.455,2.421,1.044,1.428,1
TP001,6,GP01,ALL,1999,LIVE,809,52.226,882.509,394.407,435.293,1
TP001,6,GP01,ALL,1999,MORTALITY,15,0.337,4.197,1.878,2.051,1
TP001,6,GP01,ABAM,2005,INGROWTH,0,0,0,0,0,1
TP001,6,GP01,ABAM,2005,LIVE,3,0.028,0.181,0.075,0.093,1
TP001,6,GP01,ABAM,2005,MORTALITY,0,0,0,0,0,1
TP001,6,GP01,PSME,2005,INGROWTH,3,0.009,0.065,0.029,0.031,1
TP001,6,GP01,PSME,2005,LIVE,112,44.364,837.341,375.966,414.914,1
TP001,6,GP01,PSME,2005,MORTALITY,5,1.976,36.358,16.325,17.993,1
TP001,6,GP01,CONU,2005,INGROWTH,5,0.012,0.053,0.031,0.029,1
TP001,6,GP01,CONU,2005,LIVE,33,0.165,0.918,0.533,0.506,1
TP001,6,GP01,CONU,2005,MORTALITY,3,0.006,0.026,0.015,0.014,1
TP001,6,GP01,ALRU,2005,INGROWTH,0,0,0,0,0,1
TP001,6,GP01,ALRU,2005,LIVE,10,0.061,0.356,0.132,0.206,1
