DBCODE,ENTITY,PLOTID,YEAR_BEGIN,YEAR_END,SPECIES,DELTA_TPH_NHA,DELTA_BA_M2HA,DELTA_VOL_M3HA,DELTA_BIO_MGHA,DELTA_JENKBIO_MGHA,MEAN_ANNUAL_NPP_BIO,MEAN_ANNUAL_NPP_JENKBIO
TP001,7,HGBK0421,1981,1988,CACH,0,-0.5519,-4.063,-1.7064,-2.4578,-0.2438,-0.3511
TP001,7,HGBK0421,1981,1988,PSME,0,2.0268,69.4371,31.1773,34.9267,4.4539,4.9895
TP001,9,HGBK0421,1988,1994,ALL,0,0.3489,32.2418,14.5121,16.2415,6.5233,20.7972
TP001,7,HGBK0421,1988,1994,CACH,0,-0.1949,-1.2244,-0.5142,-0.7631,0.2201,0.3112
TP001,7,HGBK0421,1988,1994,PSME,0,0.5438,33.4662,15.0263,17.0046,6.3031,6.9514
TP001,9,HGBK0421,1994,2000,ALL,0,0.4084,30.5756,13.9369,14.6726,6.4221,19.1718
TP001,7,HGBK0421,1994,2000,CACH,0,-0.8996,-7.1886,-3.0192,-4.2909,-0.4223,-0.5946
TP001,7,HGBK0421,1994,2000,PSME,0,1.3081,37.7642,16.9561,18.9635,6.8444,7.5393
TP001,9,HGBK0421,2000,2006,ALL,0,-16.7515,-261.6233,-117.3252,-129.1097,-15.2657,-124.2391
TP001,7,HGBK0421,2000,2006,CACH,0,-0.5776,-4.9547,-2.081,-2.9245,0.1599,0.2325
TP001,7,HGBK0421,2000,2006,PSME,0,-16.1739,-256.6686,-115.2442,-126.1852,-15.4256,-16.8802
TP001,7,HGBK0501,1981,1988,ACMA,0,-0.872,-12.8164,-5.6392,-6.6382,-0.8056,-0.9483
TP001,9,HGBK0501,1981,1988,ALL,0,1.2522,47.5707,21.4746,23.6677,3.0678,23.6677
TP001,7,HGBK0501,1981,1988,PSME,0,2.1242,60.3871,27.1138,30.3059,3.8734,4.3294
TP001,7,HGBK0501,1988,1994,ACMA,0,0.1711,1.8734,0.8243,1.0281,1.3008,1.5714
TP001,9,HGBK0501,1988,1994,ALL,0,4.0735,83.944,37.6691,41.8711,9.1332,45.1072
TP001,7,HGBK0501,1988,1994,PSME,0,3.8669,81.9024,36.7742,40.7576,7.8206,8.6289
TP001,7,HGBK0501,1988,1994,TSHE,0,0.0355,0.1681,0.0706,0.0854,0.0118,0.0142
TP001,7,HGBK0501,1994,2000,ACMA,0,0.3612,4.1468,1.8246,2.2557,0.3041,0.3759
TP001,9,HGBK0501,1994,2000,ALL,0,0.1381,30.6988,13.7381,16.0591,2.2897,16.0591
TP001,7,HGBK0501,1994,2000,PSME,0,-0.2649,26.2652,11.7931,13.6679,1.9655,2.278
TP001,7,HGBK0501,1994,2000,TSHE,0,0.0418,0.2867,0.1204,0.1355,0.0201,0.0226
TP001,7,HGBK0501,2000,2006,ACMA,0,0.1926,2.1429,0.9429,1.1746,0.1571,0.1958
TP001,9,HGBK0501,2000,2006,ALL,0,-26.2839,-469.2605,-210.733,-231.8472,-29.7659,-225.9863
TP001,7,HGBK0501,2000,2006,PSME,0,-26.5399,-471.9451,-211.9033,-233.2679,-29.961,-33.0171
TP001,7,HGBK0501,2000,2006,TSHE,0,0.0634,0.5417,0.2275,0.2462,0.0379,0.041
TP001,9,HGBK0502,1981,1988,ALL,0,2.8365,81.9757,36.7992,41.1164,5.257,41.1164
TP001,7,HGBK0502,1981,1988,PSME,0,2.7845,81.7057,36.6858,40.9821,5.2408,5.8546
TP001,7,HGBK0502,1981,1988,TSHE,0,0.052,0.27,0.1134,0.1342,0.0162,0.0192
TP001,9,HGBK0502,1988,1994,ALL,0,4.3232,91.5189,41.079,45.5307,9.5566,48.4619
TP001,7,HGBK0502,1988,1994,PSME,0,4.251,91.073,40.8918,45.316,9.5254,10.4838
TP001,7,HGBK0502,1988,1994,TSHE,0,0.0722,0.4459,0.1873,0.2147,0.0312,0.0358
TP001,9,HGBK0502,1994,2000,ALL,0,0.5957,26.0767,11.6978,13.2164,2.2761,13.5678
TP001,7,HGBK0502,1994,2000,PSME,0,0.5475,25.7103,11.5439,13.0469,2.2505,2.5258
TP001,7,HGBK0502,1994,2000,TSHE,0,0.0482,0.3664,0.1539,0.1695,0.0257,0.0283
TP001,9,HGBK0502,2000,2006,ALL,0,1.7047,52.0217,23.3362,26.1396,7.7751,30.4025
TP001,7,HGBK0502,2000,2006,PSME,0,1.621,51.2793,23.0244,25.8046,7.7231,8.5637
TP001,7,HGBK0502,2000,2006,TSHE,0,0.0837,0.7424,0.3118,0.3349,0.052,0.0558
TP001,9,HGBK0503,1981,1988,ALL,0,6.4002,131.8081,58.8694,64.6725,8.4099,64.6725
TP001,7,HGBK0503,1981,1988,CACH,0,0.0973,1.1156,0.4685,0.6363,0.0669,0.0909
TP001,7,HGBK0503,1981,1988,PSME,0,5.7081,121.0358,54.3451,60.203,7.7636,8.6004
TP001,7,HGBK0503,1981,1988,TSHE,0,0.5948,9.6567,4.0558,3.8331,0.5794,0.5476
TP001,9,HGBK0503,1988,1994,ALL,0,4.4052,99.4247,44.6261,47.868,8.0065,48.4829
TP001,7,HGBK0503,1988,1994,CACH,0,-0.8288,-7.7312,-3.2471,-4.5096,-0.5412,-0.7516
TP001,7,HGBK0503,1988,1994,PSME,0,4.7845,98.8871,44.4003,49.1542,7.9688,8.8073
TP001,7,HGBK0503,1988,1994,TSHE,0,0.4495,8.2687,3.4729,3.2234,0.5788,0.5372
TP001,9,HGBK0503,1994,2000,ALL,0,5.2956,124.9329,56.0403,60.2697,9.9032,61.051
TP001,7,HGBK0503,1994,2000,CACH,0,-1.0271,-8.5376,-3.5858,-5.0652,-0.0345,-0.0629
TP001,7,HGBK0503,1994,2000,PSME,0,5.7365,123.0518,55.2503,61.2679,9.2084,10.2113
TP001,7,HGBK0503,1994,2000,TSHE,0,0.5862,10.4187,4.3759,4.067,0.7293,0.6778
TP001,9,HGBK0503,2000,2006,ALL,0,5.4815,124.1661,55.4125,60.717,9.833,61.5612
TP001,7,HGBK0503,2000,2006,CACH,0,0.0209,0.2822,0.1185,0.16,0.6174,0.8709
TP001,7,HGBK0503,2000,2006,PSME,0,4.8621,112.5084,50.5163,56.1556,8.4194,9.3593
TP001,7,HGBK0503,2000,2006,TSHE,0,0.5985,11.3755,4.7777,4.4015,0.7963,0.7336
TP001,9,HGBK0504,1981,1988,ALL,0,3.3648,85.037,38.1816,42.5151,5.4545,42.5151
TP001,7,HGBK0504,1981,1988,PSME,0,3.3648,85.037,38.1816,42.5151,5.4545,6.0736
TP001,9,HGBK0504,1988,1994,ALL,0,2.7169,66.5265,29.8704,33.2582,6.7003,35.1212
TP001,7,HGBK0504,1988,1994,PSME,0,2.7169,66.5265,29.8704,33.2582,6.7003,7.406
TP001,9,HGBK0504,1994,2000,ALL,0,2.2175,64.3944,28.9131,32.3417,6.3443,34.0045
TP001,7,HGBK0504,1994,2000,PSME,0,2.2175,64.3944,28.9131,32.3417,6.3443,7.053
TP001,9,HGBK0504,2000,2006,ALL,0,3.1887,82.7763,37.1629,41.4616,8.3116,43.7654
TP001,7,HGBK0504,2000,2006,PSME,0,3.16,82.6488,37.1093,41.3963,8.3027,9.2031
TP001,7,HGBK0504,2000,2006,TSHE,0,0.0288,0.1276,0.0536,0.0653,0.0089,0.0109
TP001,9,HGBK0505,1981,1988,ALL,0,5.6211,115.2957,51.7614,57.3164,7.3945,57.3164
TP001,7,HGBK0505,1981,1988,PSME,0,5.5793,115.0776,51.6698,57.2076,7.3814,8.1725
TP001,7,HGBK0505,1981,1988,TSHE,0,0.0419,0.2181,0.0916,0.1088,0.0131,0.0155
TP001,9,HGBK0505,1988,1994,ALL,0,5.4956,118.3621,53.1373,58.9277,9.0299,59.1139
TP001,7,HGBK0505,1988,1994,PSME,0,5.4615,118.111,53.0319,58.8104,9.0123,9.988
TP001,7,HGBK0505,1988,1994,TSHE,0,0.0341,0.2511,0.1055,0.1173,0.0176,0.0195
TP001,9,HGBK0505,1994,2000,ALL,0,2.6189,76.5546,34.3587,38.463,5.8351,38.5791
TP001,7,HGBK0505,1994,2000,PSME,0,2.5617,76.06,34.151,38.2395,5.8005,6.4894
TP001,7,HGBK0505,1994,2000,TSHE,0,0.0573,0.4945,0.2077,0.2234,0.0346,0.0372
TP001,9,HGBK0505,2000,2006,ALL,0,3.9912,97.5281,43.7776,48.7628,10.3165,52.057
TP001,7,HGBK0505,2000,2006,PSME,0,3.9471,97.0959,43.5961,48.572,10.2862,11.3896
TP001,7,HGBK0505,2000,2006,TSHE,0,0.0441,0.4322,0.1815,0.1908,0.0303,0.0318
TP001,9,HGBK0506,1981,1988,ALL,0,5.0439,112.8856,50.6856,56.2856,7.2408,56.2856
TP001,7,HGBK0506,1981,1988,PSME,0,5.0439,112.8856,50.6856,56.2856,7.2408,8.0408
TP001,9,HGBK0506,1988,1994,ALL,0,2.2456,74.0977,33.2699,37.3418,5.75,37.5619
TP001,7,HGBK0506,1988,1994,PSME,0,2.2456,74.0977,33.2699,37.3418,5.75,6.4437
TP001,9,HGBK0506,1994,2000,ALL,0,2.8838,82.9181,37.2302,41.6679,9.0943,44.8092
TP001,7,HGBK0506,1994,2000,PSME,0,2.8838,82.9181,37.2302,41.6679,9.0943,10.086
TP001,9,HGBK0506,2000,2006,ALL,0,-0.4945,27.0566,12.1484,14.1621,3.6624,15.9393
TP001,7,HGBK0506,2000,2006,PSME,0,-0.4945,27.0566,12.1484,14.1621,3.6624,4.1375
TP001,9,HGBK0507,1981,1988,ALL,0,2.754,82.5876,37.2145,40.9799,5.3164,40.9799
TP001,7,HGBK0507,1981,1988,CACH,0,-0.5343,-4.5758,-1.9218,-2.6999,-0.2745,-0.3857
TP001,7,HGBK0507,1981,1988,PSME,0,3.2883,87.1634,39.1364,43.6797,5.5909,6.24
TP001,9,HGBK0507,1988,1994,ALL,0,4.963,106.6359,47.8795,53.1007,11.5501,57.1072
TP001,7,HGBK0507,1988,1994,CACH,0,0,0,0,0,0.3368,0.4723
TP001,7,HGBK0507,1988,1994,PSME,0,4.963,106.6359,47.8795,53.1007,11.2133,12.3843
TP001,9,HGBK0507,1994,2000,ALL,0,3.7994,97.2789,44.0065,47.6316,7.3344,47.6316
TP001,7,HGBK0507,1994,2000,CACH,0,-1.0813,-11.3204,-4.7546,-6.5263,-0.7924,-1.0877
TP001,7,HGBK0507,1994,2000,PSME,0,4.8807,108.5993,48.7611,54.1579,8.1269,9.0263
TP001,9,HGBK0507,2000,2006,ALL,0,4.4762,109.3587,49.1021,54.6972,8.9761,55.7849
TP001,7,HGBK0507,2000,2006,CACH,0,0,0,0,0,0,0
TP001,7,HGBK0507,2000,2006,PSME,0,4.4762,109.3587,49.1021,54.6972,8.1837,9.1162
TP001,9,HGBK0508,1981,1988,ALL,0,3.8,79.3359,35.6218,39.4784,5.0888,39.4784
TP001,7,HGBK0508,1981,1988,PSME,0,3.8,79.3359,35.6218,39.4784,5.0888,5.6398
TP001,9,HGBK0508,1988,1994,ALL,0,4.2116,90.7666,40.7481,45.228,6.8642,45.3056
TP001,7,HGBK0508,1988,1994,PSME,0,4.1699,90.5543,40.6589,45.1218,6.8493,7.5978
TP001,7,HGBK0508,1988,1994,TSHE,0,0.0416,0.2123,0.0892,0.1063,0.0149,0.0177
TP001,9,HGBK0508,1994,2000,ALL,0,3.2636,83.05,37.2788,41.5902,6.2131,41.5902
TP001,7,HGBK0508,1994,2000,PSME,0,3.2139,82.6839,37.1251,41.4197,6.1875,6.9033
TP001,7,HGBK0508,1994,2000,TSHE,0,0.0497,0.3661,0.1538,0.1704,0.0256,0.0284
TP001,9,HGBK0508,2000,2006,ALL,0,3.9723,98.2649,44.1059,49.1718,8.2293,50.1216
TP001,7,HGBK0508,2000,2006,PSME,0,3.9145,97.7447,43.8874,48.938,8.1929,9.1061
TP001,7,HGBK0508,2000,2006,TSHE,0,0.0578,0.5202,0.2185,0.2338,0.0364,0.039
TP001,7,HGBK0509,1981,1988,ACMA,0,0.254,2.5216,1.1095,1.4085,0.1585,0.2012
TP001,9,HGBK0509,1981,1988,ALL,0,-0.1209,5.4297,2.3529,2.912,0.3361,2.912
TP001,7,HGBK0509,1981,1988,PSME,0,-0.5507,0.7587,0.3407,0.6048,0.0487,0.0864
TP001,7,HGBK0509,1981,1988,TSHE,0,0.1758,2.1494,0.9027,0.8987,0.129,0.1284
TP001,7,HGBK0509,1988,1994,ACMA,0,0.243,3.1193,1.3725,1.6511,0.2287,0.2752
TP001,9,HGBK0509,1988,1994,ALL,0,1.4286,27.9351,12.4445,13.8235,3.8976,15.8129
TP001,7,HGBK0509,1988,1994,PSME,0,1.0061,22.3931,10.0545,11.1721,3.4992,3.8514
TP001,7,HGBK0509,1988,1994,TSHE,0,0.1795,2.4226,1.0175,1.0004,0.1696,0.1667
TP001,7,HGBK0509,1994,2000,ACMA,0,0.1868,2.6629,1.1717,1.3895,0.1953,0.2316
TP001,9,HGBK0509,1994,2000,ALL,0,1.2063,30.6311,13.649,15.2228,2.2748,15.2228
TP001,7,HGBK0509,1994,2000,PSME,0,0.8132,25.1966,11.3133,12.6898,1.8855,2.115
TP001,7,HGBK0509,1994,2000,TSHE,0,0.2063,2.7716,1.1641,1.1435,0.194,0.1906
TP001,7,HGBK0509,2000,2006,ACMA,0,0.2833,3.7769,1.6618,1.9957,0.277,0.3326
TP001,9,HGBK0509,2000,2006,ALL,0,1.6557,34.1178,15.198,16.8896,2.8707,17.2532
TP001,7,HGBK0509,2000,2006,PSME,0,1.1661,27.3454,12.2781,13.673,2.384,2.6424
TP001,7,HGBK0509,2000,2006,TSHE,0,0.2063,2.9955,1.2581,1.221,0.2097,0.2035
TP001,9,HGBK0510,1981,1988,ALL,0,-5.7078,-73.5528,-32.5479,-35.6842,-4.6497,-35.6842
TP001,7,HGBK0510,1981,1988,PSME,0,-6.2138,-77.0724,-34.6055,-37.335,-4.9436,-5.3336
TP001,7,HGBK0510,1981,1988,TABR,0,0.4501,3.2184,1.931,1.5022,0.2759,0.2146
TP001,7,HGBK0510,1981,1988,TSHE,0,0.0558,0.3012,0.1265,0.1486,0.0181,0.0212
TP001,9,HGBK0510,1988,1994,ALL,0,2.9846,71.795,32.2536,35.921,17.5246,49.2526
TP001,7,HGBK0510,1988,1994,PSME,0,2.9002,71.0639,31.9077,35.5895,17.4669,19.2632
TP001,7,HGBK0510,1988,1994,TABR,0,0.0214,0.216,0.1296,0.0951,0.0216,0.0159
TP001,7,HGBK0510,1988,1994,TSHE,0,0.0629,0.5151,0.2163,0.2363,0.0361,0.0394
TP001,9,HGBK0510,1994,2000,ALL,0,-6.1639,-88.746,-39.7595,-43.4385,-6.6266,-43.4385
TP001,7,HGBK0510,1994,2000,PSME,0,-6.3242,-90.3486,-40.5665,-44.1433,-6.7611,-7.3572
TP001,7,HGBK0510,1994,2000,TABR,0,0.0724,0.7439,0.4464,0.3252,0.0744,0.0542
TP001,7,HGBK0510,1994,2000,TSHE,0,0.0879,0.8587,0.3606,0.3796,0.0601,0.0633
TP001,9,HGBK0510,2000,2006,ALL,0,-3.5095,-34.6437,-15.6877,-16.5427,8.6068,-4.2135
TP001,7,HGBK0510,2000,2006,PSME,0,-3.5178,-35.3214,-15.8593,-16.7948,8.5782,9.53
TP001,7,HGBK0510,2000,2006,TABR,0,-0.1081,-0.6282,-0.3769,-0.309,-0.0628,-0.0515
TP001,7,HGBK0510,2000,2006,TSHE,0,0.1164,1.3059,0.5485,0.5611,0.0914,0.0935
TP001,9,HGBK0522,1981,1988,ALL,0,-0.5016,18.1885,8.3284,9.5739,1.1898,9.5739
TP001,7,HGBK0522,1981,1988,CONU,0,0.203,1.2719,0.7377,0.6979,0.1054,0.0997
TP001,7,HGBK0522,1981,1988,PSME,0,-0.7386,16.7498,7.5207,8.792,1.0744,1.256
TP001,7,HGBK0522,1981,1988,TSHE,0,0.034,0.1667,0.07,0.084,0.01,0.012
TP001,9,HGBK0522,1988,1994,ALL,0,3.8108,75.7945,33.8545,37.4904,9.3534,41.4911
TP001,7,HGBK0522,1988,1994,CONU,0,-0.203,-1.2719,-0.7377,-0.6979,-0.0729,-0.0689
TP001,7,HGBK0522,1988,1994,PSME,0,3.9639,76.7015,34.439,38.018,9.4008,10.2896
TP001,7,HGBK0522,1988,1994,TSHE,0,0.0499,0.365,0.1533,0.1703,0.0255,0.0284
TP001,9,HGBK0522,1994,2000,ALL,0,-3.1435,-29.0879,-13.0768,-13.8602,-2.0565,-13.7439
TP001,7,HGBK0522,1994,2000,CONU,0,0,0,0,0,0,0
TP001,7,HGBK0522,1994,2000,PSME,0,-3.2051,-29.6502,-13.3129,-14.1124,-2.2188,-2.3521
TP001,7,HGBK0522,1994,2000,TSHE,0,0.0616,0.5623,0.2362,0.2522,0.0394,0.042
TP001,9,HGBK0522,2000,2006,ALL,0,2.8077,61.9886,27.7883,30.7981,12.0593,38.9119
TP001,7,HGBK0522,2000,2006,PSME,0,2.6674,60.4524,27.1431,30.1341,11.9517,13.1362
TP001,7,HGBK0522,2000,2006,TSHE,0,0.1403,1.5362,0.6452,0.664,0.1075,0.1107
TP001,7,HGBK0523,1981,1988,ACMA,0,0.1687,2.6482,1.1652,1.3762,0.1665,0.1966
TP001,9,HGBK0523,1981,1988,ALL,0,0.9975,39.3011,17.6223,19.9056,2.5175,19.9056
TP001,7,HGBK0523,1981,1988,PSME,0,0.8288,36.6529,16.4571,18.5294,2.351,2.6471
TP001,7,HGBK0523,1988,1994,ACMA,0,-0.5653,-6.2106,-2.7327,-3.3824,-0.4554,-0.5637
TP001,9,HGBK0523,1988,1994,ALL,0,3.9175,90.2498,40.5664,44.6378,9.5038,47.6141
TP001,7,HGBK0523,1988,1994,PSME,0,4.4126,96.0565,43.1294,47.8233,9.9309,10.9468
TP001,7,HGBK0523,1988,1994,TSHE,0,0.0702,0.4039,0.1696,0.1969,0.0283,0.0328
TP001,7,HGBK0523,1994,2000,ACMA,0,-0.064,-1.0536,-0.4636,-0.5465,0.4108,0.5112
TP001,9,HGBK0523,1994,2000,ALL,0,-1.819,-3.4915,-1.5811,-1.1721,0.5894,-0.1767
TP001,7,HGBK0523,1994,2000,PSME,0,-1.8719,-3.2291,-1.4499,-0.9992,0.1232,0.2266
TP001,7,HGBK0523,1994,2000,TSHE,0,0.117,0.7911,0.3323,0.3736,0.0554,0.0623
TP001,7,HGBK0523,2000,2006,ACMA,0,0.0973,1.5645,0.6884,0.8122,0.1147,0.1354
TP001,9,HGBK0523,2000,2006,ALL,0,3.9249,81.9801,36.7642,40.7971,11.3687,46.5006
TP001,7,HGBK0523,2000,2006,PSME,0,3.7081,79.3547,35.6302,39.5065,11.1797,12.2879
TP001,7,HGBK0523,2000,2006,TSHE,0,0.1195,1.061,0.4456,0.4785,0.0743,0.0797
TP001,7,HGBK0524,1981,1988,ACMA,0,0.1575,2.3524,1.035,1.2221,0.1479,0.1746
TP001,9,HGBK0524,1981,1988,ALL,0,3.611,86.0491,38.6149,43.0597,5.5164,43.0597
TP001,7,HGBK0524,1981,1988,PSME,0,3.4535,83.6967,37.5798,41.8376,5.3685,5.9768
TP001,7,HGBK0524,1988,1994,ACMA,0,-1.3831,-16.4365,-7.2321,-8.8316,-1.2053,-1.4719
TP001,9,HGBK0524,1988,1994,ALL,0,2.7303,84.469,38.0745,41.6216,7.3415,42.703
TP001,7,HGBK0524,1988,1994,PSME,0,4.1134,100.9055,45.3066,50.4532,8.5468,9.4903
TP001,7,HGBK0524,1994,2000,ACMA,0,-1.1766,-15.4118,-6.7812,-8.155,0.205,0.2659
TP001,9,HGBK0524,1994,2000,ALL,0,2.8353,80.9888,36.5027,40.0378,8.4365,42.764
TP001,7,HGBK0524,1994,2000,PSME,0,4.0119,96.4006,43.2839,48.1928,8.2315,9.1334
TP001,7,HGBK0524,2000,2006,ACMA,0,0.2542,3.8992,1.7156,2.0231,1.2359,1.4841
TP001,9,HGBK0524,2000,2006,ALL,0,5.9248,132.5947,59.4999,66.2602,11.3012,67.876
TP001,7,HGBK0524,2000,2006,PSME,0,5.6706,128.6955,57.7843,64.2371,10.0653,11.1751
TP001,9,HGBK0525,1981,1988,ALL,0,3.1409,75.5132,33.963,37.7993,4.8519,37.7993
TP001,7,HGBK0525,1981,1988,CONU,0,0.0813,0.4673,0.271,0.2571,0.0387,0.0367
TP001,7,HGBK0525,1981,1988,PSME,0,3.0309,74.9189,33.6386,37.4771,4.8055,5.3539
TP001,7,HGBK0525,1981,1988,TSHE,0,0.0286,0.127,0.0533,0.065,0.0076,0.0093
TP001,9,HGBK0525,1988,1994,ALL,0,3.9324,93.657,42.0533,46.8261,7.9023,47.796
TP001,7,HGBK0525,1988,1994,CONU,0,0.016,0.1187,0.0688,0.0648,0.0115,0.0108
TP001,7,HGBK0525,1988,1994,PSME,0,3.8351,93.0478,41.7785,46.5232,7.8565,8.7237
TP001,7,HGBK0525,1988,1994,TSHE,0,0.0813,0.4905,0.206,0.2382,0.0343,0.0397
TP001,9,HGBK0525,1994,2000,ALL,0,2.0298,58.5619,26.2748,29.4499,5.2726,30.4197
TP001,7,HGBK0525,1994,2000,CONU,0,0.0023,0.0142,0.0082,0.0077,0.0014,0.0013
TP001,7,HGBK0525,1994,2000,PSME,0,1.9255,57.8134,25.9582,29.1001,5.2198,5.8198
TP001,7,HGBK0525,1994,2000,TSHE,0,0.1019,0.7343,0.3084,0.3421,0.0514,0.057
TP001,9,HGBK0525,2000,2006,ALL,0,5.1604,115.1628,51.6793,57.4318,10.5725,59.5716
TP001,7,HGBK0525,2000,2006,CONU,0,0.0218,0.1697,0.0984,0.0925,0.0164,0.0154
TP001,7,HGBK0525,2000,2006,PSME,0,4.9381,113.2326,50.8414,56.5472,10.4329,11.5643
TP001,7,HGBK0525,2000,2006,TSHE,0,0.2005,1.7605,0.7394,0.7921,0.1232,0.132
TP001,9,HGBK0601,1981,1988,ALL,0,-0.1128,27.4928,12.3443,14.1376,1.7635,14.1376
TP001,7,HGBK0601,1981,1988,PSME,0,-0.1128,27.4928,12.3443,14.1376,1.7635,2.0197
TP001,9,HGBK0601,1988,1994,ALL,0,-2.1331,-11.7123,-5.2588,-5.2504,2.8663,-1.1953
TP001,7,HGBK0601,1988,1994,PSME,0,-2.1331,-11.7123,-5.2588,-5.2504,2.8663,3.18
TP001,9,HGBK0601,1994,2000,ALL,0,2.5412,61.2252,27.4901,30.589,11.4159,38.0564
TP001,7,HGBK0601,1994,2000,PSME,0,2.5412,61.2252,27.4901,30.589,11.4159,12.5656
TP001,9,HGBK0601,2000,2006,ALL,0,-19.9189,-300.9898,-135.1444,-147.6147,-21.3866,-146.3787
TP001,7,HGBK0601,2000,2006,PSME,0,-19.9189,-300.9898,-135.1444,-147.6147,-21.3866,-23.3664
TP001,7,HGBK0602,1981,1988,ACMA,0,0.13,0.8513,0.3746,0.5356,0.0535,0.0765
TP001,9,HGBK0602,1981,1988,ALL,0,6.1688,117.8838,53.0082,58.755,7.5726,58.755
TP001,7,HGBK0602,1981,1988,CACH,0,0.0375,0.4309,0.181,0.2463,0.0259,0.0352
TP001,7,HGBK0602,1981,1988,CONU,0,0.1212,0.7525,0.4365,0.413,0.0624,0.059
TP001,7,HGBK0602,1981,1988,PREM,0,0,0,0,0,0,0
TP001,7,HGBK0602,1981,1988,PSME,0,5.88,115.8491,52.0162,57.5602,7.4309,8.2229
TP001,7,HGBK0602,1988,1994,ACMA,0,0.0512,0.4187,0.1842,0.2445,0.0307,0.0407
TP001,9,HGBK0602,1988,1994,ALL,0,1.105,48.8962,22.5746,22.8724,3.8279,22.9622
TP001,7,HGBK0602,1988,1994,CACH,0,-1.78,-15.6644,-6.579,-9.2187,-1.0965,-1.5364
TP001,7,HGBK0602,1988,1994,CONU,0,0.0063,0.0519,0.0301,0.0283,0.005,0.0047
TP001,7,HGBK0602,1988,1994,PREM,0,-0.2775,-2.1206,-0.7846,-1.1559,-0.0822,-0.1207
TP001,7,HGBK0602,1988,1994,PSME,0,3.0713,66.0519,29.6573,32.8935,4.9598,5.5001
TP001,7,HGBK0602,1988,1994,TSHE,0,0.0338,0.1587,0.0667,0.0808,0.0111,0.0135
TP001,7,HGBK0602,1994,2000,ACMA,0,0.1188,0.8474,0.3728,0.5155,0.0621,0.0859
TP001,9,HGBK0602,1994,2000,ALL,0,3.7425,82.2083,36.8965,41.1148,7.4504,42.922
TP001,7,HGBK0602,1994,2000,CACH,0,0,0,0,0,0,0
TP001,7,HGBK0602,1994,2000,CONU,0,0.0025,0.0178,0.0103,0.0097,0.0017,0.0016
TP001,7,HGBK0602,1994,2000,PREM,0,0,0,0,0,0,0
TP001,7,HGBK0602,1994,2000,PSME,0,3.56,81.0082,36.3727,40.4248,6.1359,6.8155
TP001,7,HGBK0602,1994,2000,TSHE,0,0.0612,0.335,0.1407,0.1649,0.0234,0.0275
TP001,7,HGBK0602,2000,2006,ACMA,0,0.0675,0.6076,0.2674,0.3492,0.0446,0.0582
TP001,9,HGBK0602,2000,2006,ALL,0,4.6413,101.1138,45.4241,50.5152,7.6865,50.6384
TP001,7,HGBK0602,2000,2006,CONU,0,0.0437,0.3604,0.209,0.1961,0.0348,0.0327
TP001,7,HGBK0602,2000,2006,PSME,0,4.4313,99.5342,44.6908,49.6752,7.5643,8.4024
TP001,7,HGBK0602,2000,2006,TSHE,0,0.0988,0.6116,0.2569,0.2947,0.0428,0.0491
TP001,7,HGBK0603,1981,1988,ACMA,0,0.0828,0.5553,0.2443,0.3453,0.0349,0.0493
TP001,9,HGBK0603,1981,1988,ALL,0,4.4476,74.8727,33.5984,36.868,4.7998,36.868
TP001,7,HGBK0603,1981,1988,CACH,0,-0.2445,-1.5796,-0.6634,-0.9794,-0.0948,-0.1399
TP001,7,HGBK0603,1981,1988,PREM,0,0.0763,0.4236,0.1567,0.2334,0.0224,0.0333
TP001,7,HGBK0603,1981,1988,PSME,0,4.4592,75.1344,33.7354,37.0809,4.8193,5.2973
TP001,7,HGBK0603,1981,1988,RHPU,0,0.0737,0.339,0.1254,0.1879,0.0179,0.0268
TP001,7,HGBK0603,1988,1994,ACMA,0,0.0712,0.665,0.2926,0.3776,0.0488,0.0629
TP001,9,HGBK0603,1988,1994,ALL,0,3.2924,63.6422,28.5821,31.5923,5.2901,32.3719
TP001,7,HGBK0603,1988,1994,CACH,0,0,0,0,0,0,0
TP001,7,HGBK0603,1988,1994,PREM,0,0.0065,0.0375,0.0139,0.0205,0.3207,0.4748
TP001,7,HGBK0603,1988,1994,PSME,0,3.2561,63.138,28.3489,31.304,4.7248,5.2173
TP001,7,HGBK0603,1988,1994,RHPU,0,-0.0414,-0.1982,-0.0733,-0.1097,0.0852,0.1266
TP001,7,HGBK0603,1994,2000,ACMA,0,0.1125,1.2126,0.5336,0.6637,0.0889,0.1106
TP001,9,HGBK0603,1994,2000,ALL,0,6.3182,149.8442,67.2792,74.9715,11.393,75.1694
TP001,7,HGBK0603,1994,2000,PREM,0,0.0013,0.0129,0.0048,0.0071,0.0008,0.0012
TP001,7,HGBK0603,1994,2000,PSME,0,6.2367,148.7594,66.793,74.3789,11.2994,12.5755
TP001,7,HGBK0603,1994,2000,RHPU,0,-0.0323,-0.1408,-0.0521,-0.0781,0.0039,0.0058
TP001,7,HGBK0603,2000,2006,ACMA,0,0.0776,0.9084,0.3997,0.4873,0.0666,0.0812
TP001,9,HGBK0603,2000,2006,ALL,0,3.37,69.9519,31.4377,34.7967,6.6011,36.2815
TP001,7,HGBK0603,2000,2006,PREM,0,-0.0841,-0.4739,-0.1754,-0.2609,-0.0292,-0.0435
TP001,7,HGBK0603,2000,2006,PSME,0,3.3765,69.5174,31.2133,34.5703,6.555,7.2335
TP001,7,HGBK0603,2000,2006,RHPU,0,0,0,0,0,0,0
