DBCODE,ENTITY,PLOTID,YEAR_BEGIN,YEAR_END,SPECIES,DELTA_TPH_NHA,DELTA_BA_M2HA,DELTA_VOL_M3HA,DELTA_BIO_MGHA,DELTA_JENKBIO_MGHA,MEAN_ANNUAL_NPP_BIO,MEAN_ANNUAL_NPP_JENKBIO
TP001,9,PP170001,1984,1990,ALL,0,1.9408,29.8789,12.6842,13.774,2.114,13.774
TP001,7,PP170001,1984,1990,PICO,0,0.4832,5.0369,1.9291,1.8665,0.3215,0.3111
TP001,7,PP170001,1984,1990,PIEN,0,0.0416,0.5374,0.1929,0.2343,0.0322,0.039
TP001,7,PP170001,1984,1990,PIMO,0,0.2112,3.0281,1.1598,1.176,0.1933,0.196
TP001,7,PP170001,1984,1990,PSME,0,1.0096,18.9116,8.4913,9.3615,1.4152,1.5603
TP001,7,PP170001,1984,1990,TSHE,0,0.0928,1.3745,0.5773,0.5558,0.0962,0.0926
TP001,7,PP170001,1990,1995,ABLA2,0,0.0368,0.3543,0.1194,0.2085,0.0239,0.0417
TP001,9,PP170001,1990,1995,ALL,0,-0.5856,-6.1832,-2.5345,-1.5541,-0.5069,-1.5541
TP001,7,PP170001,1990,1995,PICO,0,0.1952,2.3821,0.9123,0.9189,0.1825,0.1838
TP001,7,PP170001,1990,1995,PIEN,0,0.0352,0.4619,0.1658,0.2004,0.0332,0.0401
TP001,7,PP170001,1990,1995,PIMO,0,0.2624,3.8046,1.4572,1.4739,0.2914,0.2948
TP001,7,PP170001,1990,1995,PSME,0,0.6576,12.0321,5.4024,5.9483,1.0805,1.1897
TP001,7,PP170001,1990,1995,TSHE,0,-1.7728,-25.2182,-10.5916,-10.3041,-2.1183,-2.0608
TP001,7,PP170001,1995,2002,ABLA2,0,0.088,0.8748,0.2948,0.517,0.0421,0.0739
TP001,9,PP170001,1995,2002,ALL,0,1.0848,22.964,10.2672,11.659,3.0095,13.1611
TP001,7,PP170001,1995,2002,PICO,0,-0.536,-5.3977,-2.0673,-1.9733,-0.2953,-0.2819
TP001,7,PP170001,1995,2002,PIEN,0,0.0208,0.2833,0.1017,0.1225,0.0145,0.0175
TP001,7,PP170001,1995,2002,PIMO,0,0.2672,3.9801,1.5244,1.5285,0.2178,0.2184
TP001,7,PP170001,1995,2002,PSME,0,1.2064,22.7512,10.2153,11.2645,1.4593,1.6092
TP001,7,PP170001,1995,2002,TSHE,0,0.0384,0.4723,0.1984,0.1998,1.5711,1.5306
TP001,7,PP170001,2002,2008,ABLA2,0,0.176,1.807,0.609,1.0763,0.1015,0.1794
TP001,9,PP170001,2002,2008,ALL,0,1.5056,24.5226,10.4151,11.6882,2.2927,12.234
TP001,7,PP170001,2002,2008,PICO,0,0.1392,1.7561,0.6726,0.6833,0.669,0.6597
TP001,7,PP170001,2002,2008,PIEN,0,0.0304,0.385,0.1382,0.166,0.023,0.0277
TP001,7,PP170001,2002,2008,PIMO,0,0.2368,3.5668,1.3661,1.3655,0.2277,0.2276
TP001,7,PP170001,2002,2008,PSME,0,0.904,16.7595,7.525,8.2925,1.2542,1.3821
TP001,7,PP170001,2002,2008,TSHE,0,0.0192,0.248,0.1042,0.1046,0.0174,0.0174
TP001,7,PP170002,1978,1984,ABAM,0,0,0,0,0,0,0
TP001,7,PP170002,1978,1984,ABLA2,0,0.1616,1.3798,0.465,0.7856,0.0775,0.1309
TP001,9,PP170002,1978,1984,ALL,0,0.8784,10.0745,4.0152,4.4251,0.6692,4.4251
TP001,7,PP170002,1978,1984,PICO,0,0.5056,5.3598,2.0528,2.0012,0.3421,0.3335
TP001,7,PP170002,1978,1984,PIMO,0,0,0,0,0,0,0
TP001,7,PP170002,1978,1984,PSME,0,0.2112,3.3348,1.4973,1.6383,0.2496,0.2731
TP001,7,PP170002,1978,1984,TSHE,0,0,0,0,0,0,0
TP001,7,PP170002,1978,1984,TSME,0,0,0,0,0,0,0
TP001,7,PP170002,1984,1990,ABAM,0,0,0,0,0,0,0
TP001,7,PP170002,1984,1990,ABLA2,0,0.1328,1.1895,0.4009,0.6836,0.0668,0.1139
TP001,9,PP170002,1984,1990,ALL,0,0.8704,9.9119,3.9017,4.2315,0.6503,4.2315
TP001,7,PP170002,1984,1990,PICO,0,0.5872,6.2958,2.4113,2.3549,0.4019,0.3925
TP001,7,PP170002,1984,1990,PIMO,0,0,0,0,0,0,0
TP001,7,PP170002,1984,1990,PSME,0,0.1504,2.4266,1.0895,1.1929,0.1816,0.1988
TP001,7,PP170002,1984,1990,TSHE,0,0,0,0,0,0,0
TP001,7,PP170002,1984,1990,TSME,0,0,0,0,0,0,0
TP001,7,PP170002,1990,1995,ABAM,0,0,0,0,0,0,0
TP001,7,PP170002,1990,1995,ABLA2,0,0.1104,1.0279,0.3464,0.5948,0.0693,0.119
TP001,9,PP170002,1990,1995,ALL,0,1.1088,11.6355,4.6054,4.9533,0.9211,4.9533
TP001,7,PP170002,1990,1995,PICO,0,0.608,6.5713,2.5168,2.4617,0.5034,0.4923
TP001,7,PP170002,1990,1995,PIMO,0,0,0,0,0,0,0
TP001,7,PP170002,1990,1995,PSME,0,0.096,1.619,0.7269,0.7968,0.1454,0.1594
TP001,7,PP170002,1990,1995,TSHE,0,0.2944,2.4173,1.0153,1.1,0.2031,0.22
TP001,7,PP170002,1990,1995,TSME,0,0,0,0,0,0,0
TP001,7,PP170002,1995,2002,ABAM,0,0.2944,2.1942,0.915,1.1,0.1307,0.1571
TP001,7,PP170002,1995,2002,ABLA2,0,0.1344,1.2574,0.4238,0.7315,0.0605,0.1045
TP001,9,PP170002,1995,2002,ALL,0,0.624,8.2027,3.5298,4.3511,0.5043,4.3511
TP001,7,PP170002,1995,2002,PICO,0,-0.1728,-1.086,-0.4159,-0.3254,-0.0594,-0.0465
TP001,7,PP170002,1995,2002,PIMO,0,0,0,0,0,0,0
TP001,7,PP170002,1995,2002,PSME,0,0.3248,5.359,2.4062,2.6381,0.3437,0.3769
TP001,7,PP170002,1995,2002,TSHE,0,0.0432,0.478,0.2008,0.2068,0.0287,0.0295
TP001,7,PP170002,1995,2002,TSME,0,0,0,0,0,0,0
TP001,7,PP170002,2002,2008,ABAM,0,-0.2944,-2.1942,-0.915,-1.1,-0.1525,-0.1833
TP001,7,PP170002,2002,2008,ABLA2,0,0.3696,2.7765,0.9357,1.5329,0.1559,0.2555
TP001,9,PP170002,2002,2008,ALL,0,-0.784,-8.8373,-3.4381,-2.9391,-0.1545,-2.5338
TP001,7,PP170002,2002,2008,PICO,0,-0.9968,-11.7173,-4.4877,-4.4981,-0.3294,-0.3444
TP001,7,PP170002,2002,2008,PIMO,0,0,0,0,0,0,0
TP001,7,PP170002,2002,2008,PSME,0,0.1296,2.205,0.99,1.0863,0.165,0.1811
TP001,7,PP170002,2002,2008,TSHE,0,0.008,0.0927,0.0389,0.0399,0.0065,0.0067
TP001,7,PP170002,2002,2008,TSME,0,0,0,0,0,0,0
TP001,7,PP170003,1978,1984,ABLA2,0,0.1232,1.0827,0.3649,0.6198,0.0608,0.1033
TP001,9,PP170003,1978,1984,ALL,0,1.9536,23.74,9.8536,10.8196,1.6423,10.8196
TP001,7,PP170003,1978,1984,PICO,0,0.464,4.6838,1.7939,1.7173,0.299,0.2862
TP001,7,PP170003,1978,1984,PIEN,0,0.1968,2.5179,0.9039,1.1027,0.1507,0.1838
TP001,7,PP170003,1978,1984,PIMO,0,0.0688,0.8773,0.336,0.355,0.056,0.0592
TP001,7,PP170003,1978,1984,PSME,0,0.7424,11.4479,5.1401,5.6168,0.8567,0.9361
TP001,7,PP170003,1978,1984,TSHE,0,0.3584,3.1304,1.3148,1.4079,0.2191,0.2347
TP001,7,PP170003,1984,1990,ABLA2,0,-0.2624,-1.6977,-0.5721,-0.896,-0.0954,-0.1493
TP001,9,PP170003,1984,1990,ALL,0,1.0016,16.4852,7.0668,7.4411,1.1778,7.4411
TP001,7,PP170003,1984,1990,PICO,0,0.2176,2.548,0.9759,0.9716,0.1626,0.1619
TP001,7,PP170003,1984,1990,PIEN,0,0.2352,3.1734,1.1393,1.3553,0.1899,0.2259
TP001,7,PP170003,1984,1990,PIMO,0,0.064,0.837,0.3206,0.3355,0.0534,0.0559
TP001,7,PP170003,1984,1990,PSME,0,0.6992,11.067,4.9691,5.4361,0.8282,0.906
TP001,7,PP170003,1984,1990,TSHE,0,0.048,0.5574,0.2341,0.2385,0.039,0.0397
TP001,7,PP170003,1990,1995,ABLA2,0,0.0976,0.9081,0.306,0.5263,0.2504,0.4123
TP001,9,PP170003,1990,1995,ALL,0,1.4896,18.9966,7.9236,8.7451,1.7739,9.0521
TP001,7,PP170003,1990,1995,PICO,0,0.2192,2.6103,0.9997,1.0019,0.1999,0.2004
TP001,7,PP170003,1990,1995,PIEN,0,0.1392,1.9623,0.7045,0.823,0.1409,0.1646
TP001,7,PP170003,1990,1995,PIMO,0,0.0368,0.4846,0.1856,0.1931,0.0371,0.0386
TP001,7,PP170003,1990,1995,PSME,0,0.544,8.7797,3.9421,4.3168,0.7884,0.8634
TP001,7,PP170003,1990,1995,TSHE,0,0.4528,4.2517,1.7857,1.884,0.3571,0.3768
TP001,7,PP170003,1995,2002,ABLA2,0,0.568,4.5194,1.523,2.5303,0.2176,0.3615
TP001,9,PP170003,1995,2002,ALL,0,2.0176,26.4237,10.7613,12.5395,1.5373,12.5395
TP001,7,PP170003,1995,2002,PICO,0,0.2816,3.4884,1.3361,1.3501,0.1909,0.1929
TP001,7,PP170003,1995,2002,PIEN,0,0.2176,3.1841,1.1431,1.3154,0.1633,0.1879
TP001,7,PP170003,1995,2002,PIMO,0,0.0432,0.6003,0.2299,0.238,0.0328,0.034
TP001,7,PP170003,1995,2002,PSME,0,0.7952,13.2409,5.9452,6.5186,0.8493,0.9312
TP001,7,PP170003,1995,2002,TSHE,0,0.112,1.3907,0.5841,0.587,0.0834,0.0839
TP001,7,PP170003,2002,2008,ABLA2,0,0.4112,3.1269,1.0538,1.7348,0.1756,0.2891
TP001,9,PP170003,2002,2008,ALL,0,-1.784,-14.3445,-4.0964,-5.103,-0.6827,-5.103
TP001,7,PP170003,2002,2008,PICO,0,-0.4768,-4.6798,-1.7924,-1.6971,-0.2987,-0.2828
TP001,7,PP170003,2002,2008,PIEN,0,-1.6192,-18.7935,-6.7469,-8.49,-1.1245,-1.415
TP001,7,PP170003,2002,2008,PIMO,0,-1.1152,-10.9241,-4.1839,-4.926,-0.6973,-0.821
TP001,7,PP170003,2002,2008,PSME,0,0.9408,16.003,7.1854,7.8861,1.1976,1.3144
TP001,7,PP170003,2002,2008,TSHE,0,0.0752,0.923,0.3877,0.3891,0.0646,0.0648
TP001,7,PP170004,1978,1984,ABLA2,0,0.0656,0.5686,0.1916,0.3257,0.0319,0.0543
TP001,9,PP170004,1978,1984,ALL,0,1.5824,20.9629,8.4934,9.2916,1.4156,9.2916
TP001,7,PP170004,1978,1984,PICO,0,0.448,5.4223,2.0767,2.0966,0.3461,0.3494
TP001,7,PP170004,1978,1984,PIEN,0,0.2688,3.1073,1.1155,1.4124,0.1859,0.2354
TP001,7,PP170004,1978,1984,PIMO,0,0.1744,1.6491,0.6316,0.7586,0.1053,0.1264
TP001,7,PP170004,1978,1984,PSME,0,0.3824,6.4614,2.9012,3.1854,0.4835,0.5309
TP001,7,PP170004,1978,1984,TSHE,0,0.2432,3.7541,1.5767,1.5129,0.2628,0.2522
TP001,7,PP170004,1984,1990,ABLA2,0,0.0432,0.3976,0.134,0.2291,0.0223,0.0382
TP001,9,PP170004,1984,1990,ALL,0,2.2672,32.4544,13.6923,14.9968,2.2821,14.9968
TP001,7,PP170004,1984,1990,PICO,0,0.6704,7.3763,2.8251,2.7784,0.4709,0.4631
TP001,7,PP170004,1984,1990,PIEN,0,0.2288,2.7502,0.9873,1.2373,0.1646,0.2062
TP001,7,PP170004,1984,1990,PIMO,0,0.1296,1.3453,0.5152,0.5951,0.0859,0.0992
TP001,7,PP170004,1984,1990,PSME,0,1.16,20.1704,9.0565,9.9798,1.5094,1.6633
TP001,7,PP170004,1984,1990,TSHE,0,0.0352,0.4147,0.1742,0.1771,0.029,0.0295
TP001,7,PP170004,1990,1995,ABLA2,0,0.6064,4.2469,1.4312,2.2982,0.2862,0.4596
TP001,9,PP170004,1990,1995,ALL,0,2.2256,27.5114,11.0982,12.5303,2.2196,12.5303
TP001,7,PP170004,1990,1995,PICO,0,0.656,7.199,2.7572,2.7113,0.5514,0.5423
TP001,7,PP170004,1990,1995,PIEN,0,0.1232,1.4913,0.5354,0.6627,0.1071,0.1325
TP001,7,PP170004,1990,1995,PIMO,0,0.12,1.3034,0.4992,0.5655,0.0998,0.1131
TP001,7,PP170004,1990,1995,PSME,0,0.5504,10.395,4.6673,5.152,0.9335,1.0304
TP001,7,PP170004,1990,1995,TSHE,0,0.1696,2.8758,1.2078,1.1406,0.2416,0.2281
TP001,7,PP170004,1995,2002,ABLA2,0,0.4096,3.0015,1.0115,1.6471,0.1445,0.2353
TP001,9,PP170004,1995,2002,ALL,0,4.2208,48.9049,20.3428,22.9884,2.9061,22.9884
TP001,7,PP170004,1995,2002,PICO,0,1.0128,10.6879,4.0935,3.9759,0.5848,0.568
TP001,7,PP170004,1995,2002,PIEN,0,0.2544,3.2119,1.1531,1.411,0.1647,0.2016
TP001,7,PP170004,1995,2002,PIMO,0,0.1552,1.8024,0.6903,0.7591,0.0986,0.1084
TP001,7,PP170004,1995,2002,PSME,0,2.0576,28.483,12.7889,13.952,1.827,1.9931
TP001,7,PP170004,1995,2002,THPL,0,0.2944,1.0846,0.3395,0.994,0.0485,0.142
TP001,7,PP170004,1995,2002,TSHE,0,0.0368,0.6337,0.2662,0.2493,0.038,0.0356
TP001,7,PP170004,2002,2008,ABLA2,0,0.4272,3.1858,1.0736,1.7517,0.1789,0.292
TP001,9,PP170004,2002,2008,ALL,0,1.9248,26.8176,11.1099,12.5852,1.8516,12.5852
TP001,7,PP170004,2002,2008,PICO,0,0.4112,4.9442,1.8936,1.9032,0.3156,0.3172
TP001,7,PP170004,2002,2008,PIEN,0,0.1216,1.5411,0.5532,0.6758,0.0922,0.1126
TP001,7,PP170004,2002,2008,PIMO,0,0.1056,1.2896,0.4939,0.5343,0.0823,0.0891
TP001,7,PP170004,2002,2008,PSME,0,0.8432,15.0182,6.7432,7.425,1.1239,1.2375
TP001,7,PP170004,2002,2008,THPL,0,0,0,0,0,0,0
TP001,7,PP170004,2002,2008,TSHE,0,0.016,0.8387,0.3523,0.2952,0.0587,0.0492
TP001,7,PP170005,1978,1984,ABLA2,0,0.0352,0.3023,0.1019,0.1708,0.017,0.0285
TP001,9,PP170005,1978,1984,ALL,0,-0.2592,-1.0066,0.3927,0.7315,0.0654,0.7315
TP001,7,PP170005,1978,1984,PICO,0,-0.7424,-9.1819,-3.5167,-3.5611,-0.5861,-0.5935
TP001,7,PP170005,1978,1984,PIMO,0,-0.4672,-4.9548,-1.8977,-2.168,-0.3163,-0.3613
TP001,7,PP170005,1978,1984,POTR2,0,0.056,0.5511,0.1929,0.2833,0.0321,0.0472
TP001,7,PP170005,1978,1984,PSME,0,0.8592,12.2767,5.5122,6.0065,0.9187,1.0011
TP001,7,PP170005,1984,1990,ABLA2,0,0.0304,0.2516,0.0848,0.1428,0.0141,0.0238
TP001,9,PP170005,1984,1990,ALL,0,1.0256,15.8124,7.0081,7.9504,2.469,9.3602
TP001,7,PP170005,1984,1990,PICO,0,-0.1488,-0.875,-0.3351,-0.2504,0.7942,0.8064
TP001,7,PP170005,1984,1990,PIMO,0,0.0848,0.7676,0.294,0.3608,0.5,0.6219
TP001,7,PP170005,1984,1990,POTR2,0,0.0688,0.7127,0.2494,0.3635,0.0416,0.0606
TP001,7,PP170005,1984,1990,PSME,0,0.9904,14.9555,6.715,7.3336,1.1192,1.2223
TP001,7,PP170005,1990,1995,ABLA2,0,0.0208,0.1887,0.0636,0.1075,0.0127,0.0215
TP001,9,PP170005,1990,1995,ALL,0,0.9232,13.0665,5.6954,6.3414,1.3411,6.5296
TP001,7,PP170005,1990,1995,PICO,0,0.0512,0.6393,0.2449,0.2505,0.251,0.2383
TP001,7,PP170005,1990,1995,PIMO,0,0.072,0.7167,0.2745,0.325,0.0549,0.065
TP001,7,PP170005,1990,1995,POTR2,0,0.0576,0.6143,0.215,0.3112,0.043,0.0622
TP001,7,PP170005,1990,1995,PSME,0,0.7216,10.9075,4.8975,5.3472,0.9795,1.0694
TP001,7,PP170005,1995,2002,ABLA2,0,0.4592,3.4483,1.1621,1.9026,0.166,0.2718
TP001,9,PP170005,1995,2002,ALL,0,2.2128,28.0153,12.0099,13.7616,1.7157,13.7616
TP001,7,PP170005,1995,2002,PICO,0,0.0944,1.2693,0.4861,0.5019,0.0694,0.0717
TP001,7,PP170005,1995,2002,PIMO,0,0.1008,1.0569,0.4048,0.4645,0.0578,0.0664
TP001,7,PP170005,1995,2002,POTR2,0,0.0272,0.2954,0.1034,0.149,0.0148,0.0213
TP001,7,PP170005,1995,2002,PSME,0,1.5312,21.9454,9.8535,10.7436,1.4076,1.5348
TP001,7,PP170005,2002,2008,ABLA2,0,-0.384,-2.7935,-0.9414,-1.5273,-0.1569,-0.2546
TP001,9,PP170005,2002,2008,ALL,0,1.3424,21.7473,9.8414,10.3299,1.6402,10.3299
TP001,7,PP170005,2002,2008,PICO,0,0.0944,1.2262,0.4696,0.4837,0.0783,0.0806
TP001,7,PP170005,2002,2008,PIMO,0,0.0912,1.026,0.3929,0.4386,0.0655,0.0731
TP001,7,PP170005,2002,2008,POTR2,0,0.0784,0.8824,0.3088,0.4429,0.0515,0.0738
TP001,7,PP170005,2002,2008,PSME,0,1.4624,21.4062,9.6114,10.4921,1.6019,1.7487
TP001,7,PP170006,1978,1984,ABAM,0,0,0,0,0,0,0
TP001,7,PP170006,1978,1984,ABLA2,0,-0.4928,-3.7655,-1.269,-2.0857,-0.2115,-0.3476
TP001,9,PP170006,1978,1984,ALL,0,0.9568,16.4217,7.3261,6.9849,1.221,6.9849
TP001,7,PP170006,1978,1984,CHNO,0,0,0,0,0,0,0
TP001,7,PP170006,1978,1984,PICO,0,0.4976,5.2575,2.0136,1.9582,0.3356,0.3264
TP001,7,PP170006,1978,1984,PIEN,0,-0.2832,-1.992,-0.7151,-1.1091,-0.1192,-0.1848
TP001,7,PP170006,1978,1984,PIMO,0,0.0976,1.0207,0.3909,0.4517,0.0652,0.0753
TP001,7,PP170006,1978,1984,POTR2,0,0.1888,2.2767,0.7969,1.1209,0.1328,0.1868
TP001,7,PP170006,1978,1984,PSME,0,0.9232,13.3327,5.9864,6.5238,0.9977,1.0873
TP001,7,PP170006,1978,1984,TSHE,0,0.0256,0.2916,0.1225,0.1251,0.0204,0.0209
TP001,7,PP170006,1984,1990,ABAM,0,0,0,0,0,0,0
TP001,7,PP170006,1984,1990,ABLA2,0,0,0,0,0,0.2115,0.3476
TP001,9,PP170006,1984,1990,ALL,0,1.5776,21.8586,9.2281,10.3091,1.8687,10.8416
TP001,7,PP170006,1984,1990,CHNO,0,0,0,0,0,0,0
TP001,7,PP170006,1984,1990,PICO,0,0.2688,3.354,1.2846,1.306,0.2141,0.2177
TP001,7,PP170006,1984,1990,PIEN,0,0,0,0,0,0.1192,0.1848
TP001,7,PP170006,1984,1990,PIMO,0,0.0928,1.0132,0.3881,0.4393,0.0647,0.0732
TP001,7,PP170006,1984,1990,POTR2,0,0.2432,2.9525,1.0334,1.4513,0.1722,0.2419
TP001,7,PP170006,1984,1990,PSME,0,0.9552,14.3353,6.4366,7.0254,1.0728,1.1709
TP001,7,PP170006,1984,1990,TSHE,0,0.0176,0.2036,0.0855,0.0871,0.0143,0.0145
TP001,7,PP170006,1990,1995,ABAM,0,0,0,0,0,0,0
TP001,7,PP170006,1990,1995,ABLA2,0,0,0,0,0,0,0
TP001,9,PP170006,1990,1995,ALL,0,0.9344,14.1866,6.1218,6.0968,1.2244,6.0968
TP001,7,PP170006,1990,1995,CHNO,0,0,0,0,0,0,0
TP001,7,PP170006,1990,1995,PICO,0,0.5232,5.5598,2.1294,2.0755,0.4259,0.4151
TP001,7,PP170006,1990,1995,PIEN,0,0,0,0,0,0,0
TP001,7,PP170006,1990,1995,PIMO,0,0.0512,0.5703,0.2184,0.2444,0.0437,0.0489
TP001,7,PP170006,1990,1995,POTR2,0,-0.28,-1.6283,-0.5699,-0.9611,-0.114,-0.1922
TP001,7,PP170006,1990,1995,PSME,0,0.6272,9.5271,4.2777,4.6708,0.8555,0.9342
TP001,7,PP170006,1990,1995,TSHE,0,0.0128,0.1576,0.0662,0.0673,0.0132,0.0135
TP001,7,PP170006,1995,2002,ABAM,0,0,0,0,0,0,0
TP001,7,PP170006,1995,2002,ABLA2,0,0.2944,2.0381,0.6868,1.1,0.0981,0.1571
TP001,9,PP170006,1995,2002,ALL,0,0.9568,18.6271,8.3276,8.5937,1.3487,8.839
TP001,7,PP170006,1995,2002,CHNO,0,0,0,0,0,0,0
TP001,7,PP170006,1995,2002,PICO,0,0.384,4.8211,1.8465,1.8758,0.2638,0.268
TP001,7,PP170006,1995,2002,PIEN,0,0,0,0,0,0,0
TP001,7,PP170006,1995,2002,PIMO,0,-1.3232,-10.4927,-4.0187,-5.2162,-0.5741,-0.7452
TP001,7,PP170006,1995,2002,POTR2,0,0.1264,1.624,0.5684,0.7881,0.2402,0.3579
TP001,7,PP170006,1995,2002,PSME,0,1.4128,19.9039,8.9368,9.7349,1.2767,1.3907
TP001,7,PP170006,1995,2002,TSHE,0,0.0624,0.7327,0.3078,0.311,0.044,0.0444
TP001,7,PP170006,2002,2008,ABAM,0,0,0,0,0,0,0
TP001,7,PP170006,2002,2008,ABLA2,0,0,0,0,0,0,0
TP001,9,PP170006,2002,2008,ALL,0,0.8064,12.2374,5.2773,6.7785,1.5493,7.6479
TP001,7,PP170006,2002,2008,CHNO,0,0,0,0,0,0,0
TP001,7,PP170006,2002,2008,PICO,0,-0.256,-1.9307,-0.7395,-0.6265,-0.1232,-0.1044
TP001,7,PP170006,2002,2008,PIEN,0,0.6016,4.306,1.5459,2.3796,0.2576,0.3966
TP001,7,PP170006,2002,2008,PIMO,0,0,0,0,0,0.6698,0.8694
TP001,7,PP170006,2002,2008,POTR2,0,0.0528,0.8618,0.3016,0.3983,0.0503,0.0664
TP001,7,PP170006,2002,2008,PSME,0,0.8768,13.4208,6.026,6.5845,1.0043,1.0974
TP001,7,PP170006,2002,2008,TSHE,0,-0.4688,-4.4206,-1.8566,-1.9574,-0.3094,-0.3262
TP001,7,PP170007,1978,1984,ABLA2,0,0.1152,1.1762,0.3964,0.6962,0.0661,0.116
TP001,9,PP170007,1978,1984,ALL,0,1.9504,33.438,14.5997,15.8579,2.4333,15.8579
TP001,7,PP170007,1978,1984,PICO,0,0.4672,6.2268,2.3849,2.4713,0.3975,0.4119
TP001,7,PP170007,1978,1984,PIEN,0,-0.2976,-2.1315,-0.7652,-1.1793,-0.1275,-0.1965
TP001,7,PP170007,1978,1984,PIMO,0,0.0928,0.9559,0.3661,0.4251,0.061,0.0708
TP001,7,PP170007,1978,1984,PSME,0,1.5728,27.2106,12.2176,13.4445,2.0363,2.2408
TP001,7,PP170007,1984,1990,ABLA2,0,0.1888,1.9723,0.6647,1.185,0.1108,0.1975
TP001,9,PP170007,1984,1990,ALL,0,0.3072,9.2185,4.5919,5.6821,0.8929,5.8787
TP001,7,PP170007,1984,1990,PICO,0,-0.4992,-4.8205,-1.8462,-1.7395,-0.3077,-0.2899
TP001,7,PP170007,1984,1990,PIEN,0,0,0,0,0,0,0
TP001,7,PP170007,1984,1990,PIMO,0,-0.504,-5.3875,-2.0634,-2.3525,-0.3439,-0.3921
TP001,7,PP170007,1984,1990,PSME,0,1.1216,17.4541,7.8369,8.5891,1.3061,1.4315
TP001,7,PP170007,1990,1995,ABLA2,0,0.1264,1.258,0.424,0.7425,0.0848,0.1485
TP001,9,PP170007,1990,1995,ALL,0,1.3424,21.2599,9.0931,10.2385,2.9579,11.4978
TP001,7,PP170007,1990,1995,PICO,0,0.3024,4.0065,1.5345,1.5911,0.8746,0.8708
TP001,7,PP170007,1990,1995,PIMO,0,0.08,0.7156,0.2741,0.3414,0.6264,0.775
TP001,7,PP170007,1990,1995,PSME,0,0.8336,15.2798,6.8606,7.5635,1.3721,1.5127
TP001,7,PP170007,1995,2002,ABLA2,0,-0.1584,-1.2294,-0.4143,-0.6742,-0.0592,-0.0963
TP001,9,PP170007,1995,2002,ALL,0,1,23.2379,10.4609,10.9003,1.4944,10.9003
TP001,7,PP170007,1995,2002,PICO,0,0.2928,3.9636,1.5181,1.5754,0.2169,0.2251
TP001,7,PP170007,1995,2002,PIMO,0,-0.368,-2.2871,-0.8759,-1.2839,-0.1251,-0.1834
TP001,7,PP170007,1995,2002,PSME,0,1.2336,22.7908,10.2331,11.283,1.4619,1.6119
TP001,7,PP170007,2002,2008,ABLA2,0,-1.4832,-14.0965,-4.7505,-8.2723,-0.514,-0.917
TP001,9,PP170007,2002,2008,ALL,0,0.4128,16.6182,8.6897,6.4256,1.9041,7.1411
TP001,7,PP170007,2002,2008,PICO,0,0.3584,4.9234,1.8857,1.9708,0.3143,0.3285
TP001,7,PP170007,2002,2008,PIMO,0,0.0416,0.3903,0.1495,0.1807,0.203,0.2839
TP001,7,PP170007,2002,2008,PSME,0,1.496,25.401,11.405,12.5465,1.9008,2.0911
TP001,7,PP170008,1978,1984,ABLA2,0,0.1152,1.0282,0.3465,0.5918,0.0577,0.0986
TP001,9,PP170008,1978,1984,ALL,0,2.1952,28.4621,11.9678,13.326,1.9946,13.326
TP001,7,PP170008,1978,1984,PICO,0,0.3184,4.082,1.5634,1.597,0.2606,0.2662
TP001,7,PP170008,1978,1984,PIEN,0,0.152,1.7452,0.6265,0.7964,0.1044,0.1327
TP001,7,PP170008,1978,1984,PIMO,0,0.2128,2.7288,1.0451,1.1132,0.1742,0.1855
TP001,7,PP170008,1978,1984,PSME,0,1.0528,16.0506,7.2067,7.8729,1.2011,1.3121
TP001,7,PP170008,1978,1984,TSHE,0,0.2832,2.2961,0.9644,1.0473,0.1607,0.1745
TP001,7,PP170008,1978,1984,TSME,0,0.0608,0.5313,0.2152,0.3075,0.0359,0.0513
TP001,7,PP170008,1984,1990,ABLA2,0,0.0352,0.2993,0.1009,0.1704,0.0168,0.0284
TP001,9,PP170008,1984,1990,ALL,0,-0.224,6.8789,3.3861,3.3017,0.5644,3.3017
TP001,7,PP170008,1984,1990,PICO,0,-0.272,-2.1182,-0.8113,-0.7002,-0.1352,-0.1167
TP001,7,PP170008,1984,1990,PIEN,0,0.224,2.844,1.021,1.2454,0.1702,0.2076
TP001,7,PP170008,1984,1990,PIMO,0,-1.0704,-7.2496,-2.7766,-3.8853,-0.4628,-0.6476
TP001,7,PP170008,1984,1990,PSME,0,0.7744,12.3089,5.5267,6.0478,0.9211,1.008
TP001,7,PP170008,1984,1990,TSHE,0,0.0224,0.2464,0.1035,0.107,0.0172,0.0178
TP001,7,PP170008,1984,1990,TSME,0,0.0624,0.5482,0.222,0.3166,0.037,0.0528
TP001,7,PP170008,1990,1995,ABLA2,0,-0.1568,-1.3686,-0.4612,-0.7823,-0.0922,-0.1565
TP001,9,PP170008,1990,1995,ALL,0,1.152,18.5357,8.0342,8.4751,2.695,9.7673
TP001,7,PP170008,1990,1995,PICO,0,0.128,1.7344,0.6643,0.6918,0.4453,0.4349
TP001,7,PP170008,1990,1995,PIEN,0,0.1136,1.389,0.4986,0.6185,0.0997,0.1237
TP001,7,PP170008,1990,1995,PIMO,0,0.1856,2.8295,1.0837,1.0883,0.9924,1.2133
TP001,7,PP170008,1990,1995,PSME,0,0.84,13.5128,6.0672,6.6436,1.2134,1.3287
