DBCODE,ENTITY,STANDID,PLOTID,YEAR_BEGIN,YEAR_END,SPECIES,DELTA_TPH_NHA,DELTA_BA_M2HA,DELTA_VOL_M3HA,DELTA_BIO_MGHA,DELTA_JENKBIO_MGHA,MEAN_ANNUAL_NPP_BIO,MEAN_ANNUAL_NPP_JENKBIO
TP001,9,CH01,CH010001,1935,1940,ALL,0,2.6828,76.1541,32.4802,28.5188,6.496,28.5188
TP001,7,CH01,CH010001,1935,1940,PISI,0,-0.7757,-9.9096,-3.6665,-3.513,-0.7333,-0.7026
TP001,7,CH01,CH010001,1935,1940,TSHE,0,3.4585,86.0637,36.1468,32.0318,7.2294,6.4064
TP001,9,CH01,CH010001,1940,1945,ALL,0,2.3192,70.2353,29.1805,25.3649,9.1373,28.6118
TP001,7,CH01,CH010001,1940,1945,PISI,0,0.2955,6.3661,2.3555,2.2579,1.5797,1.5139
TP001,7,CH01,CH010001,1940,1945,TSHE,0,2.0237,63.8692,26.825,23.1069,7.5576,6.8059
TP001,9,CH01,CH010001,1945,1955,ALL,0,-1.8706,19.5551,7.7997,3.7472,1.9581,4.9365
TP001,7,CH01,CH010001,1945,1955,PISI,0,0.3765,8.2689,3.0595,2.9329,0.3059,0.2933
TP001,7,CH01,CH010001,1945,1955,TSHE,0,-2.247,11.2862,4.7402,0.8143,1.6522,1.2707
TP001,9,CH01,CH010001,1955,1968,ALL,0,0.5613,78.3343,32.5757,25.5423,6.0852,29.0308
TP001,7,CH01,CH010001,1955,1968,PISI,0,0.3063,6.4939,2.4027,2.3032,0.1848,0.1772
TP001,7,CH01,CH010001,1955,1968,TSHE,0,0.2549,71.8404,30.173,23.2391,5.9004,5.2761
TP001,9,CH01,CH010001,1968,1978,ALL,0,0.4328,54.086,22.3476,17.4748,7.1299,22.2391
TP001,7,CH01,CH010001,1968,1978,PISI,0,0.3281,7.3712,2.7274,2.6145,0.2727,0.2615
TP001,7,CH01,CH010001,1968,1978,TSHE,0,0.1047,46.7148,19.6202,14.8602,6.8572,6.2504
TP001,9,CH01,CH010001,1978,1983,ALL,0,0.7717,29.7151,12.0888,10.1737,12.0939,19.3108
TP001,7,CH01,CH010001,1978,1983,PISI,0,0.3597,7.8299,2.8971,2.7772,0.5794,0.5554
TP001,7,CH01,CH010001,1978,1983,TSHE,0,0.4121,21.8852,9.1918,7.3966,11.5145,10.6164
TP001,9,CH01,CH010001,1983,1988,ALL,0,2.5781,69.2805,29.9931,26.1833,10.1285,30.004
TP001,7,CH01,CH010001,1983,1988,PISI,0,-1.25,-17.9061,-6.6253,-6.3486,-1.3251,-1.2697
TP001,7,CH01,CH010001,1983,1988,TSHE,0,3.8281,87.1867,36.6184,32.5319,11.4535,10.327
TP001,9,CH01,CH010001,1988,1993,ALL,0,0.5988,33.2982,13.876,11.1403,4.5526,12.8437
TP001,7,CH01,CH010001,1988,1993,PISI,0,0.0949,2.1846,0.8083,0.7749,1.9391,1.8583
TP001,7,CH01,CH010001,1988,1993,TSHE,0,0.504,31.1137,13.0677,10.3654,2.6135,2.0731
TP001,9,CH01,CH010001,1993,1998,ALL,0,-2.4842,-24.6016,-10.5868,-11.3765,0.7646,-8.581
TP001,7,CH01,CH010001,1993,1998,PISI,0,0.2184,5.0815,1.8801,1.8024,0.376,0.3605
TP001,7,CH01,CH010001,1993,1998,TSHE,0,-2.7026,-29.6831,-12.4669,-13.1789,0.3886,0.1598
TP001,9,CH01,CH010001,1998,2003,ALL,0,-14.9872,-255.0507,-107.4974,-101.3855,-13.5232,-93.8799
TP001,7,CH01,CH010001,1998,2003,PISI,0,0.3221,7.5208,2.7827,2.6677,0.5565,0.5335
TP001,7,CH01,CH010001,1998,2003,TSHE,0,-15.3093,-262.5716,-110.2801,-104.0532,-14.0797,-13.305
TP001,9,CH01,CH010001,2003,2008,ALL,0,-30.1917,-610.3141,-256.5841,-233.7351,-24.1984,-208.2395
TP001,7,CH01,CH010001,2003,2008,PISI,0,0.2134,5.0432,1.866,1.7889,0.3732,0.3578
TP001,7,CH01,CH010001,2003,2008,TSHE,0,-30.4051,-615.3573,-258.4501,-235.524,-24.5716,-21.6092
TP001,9,CH01,CH010002,1935,1940,ALL,0,1.9674,55.798,23.3612,20.2958,4.6722,20.2958
TP001,7,CH01,CH010002,1935,1940,PISI,0,0.082,1.4784,0.547,0.5243,0.1094,0.1049
TP001,7,CH01,CH010002,1935,1940,TSHE,0,1.8854,54.3195,22.8142,19.7715,4.5628,3.9543
TP001,9,CH01,CH010002,1940,1945,ALL,0,4.9872,117.1818,49.1393,43.6416,16.2744,49.604
TP001,7,CH01,CH010002,1940,1945,PISI,0,0.085,1.5416,0.5704,0.5467,0.1141,0.1093
TP001,7,CH01,CH010002,1940,1945,TSHE,0,4.9022,115.6402,48.5689,43.0949,16.1604,14.5814
TP001,9,CH01,CH010002,1945,1955,ALL,0,0.7125,85.949,36.4731,28.7106,4.0144,29.0778
TP001,7,CH01,CH010002,1945,1955,PISI,0,-0.5771,-7.4893,-2.771,-2.6551,-0.2771,-0.2655
TP001,7,CH01,CH010002,1945,1955,TSHE,0,1.2895,93.4383,39.2441,31.3657,4.2915,3.5038
TP001,9,CH01,CH010002,1955,1968,ALL,0,-6.1136,-23.7787,-10.1667,-15.8438,2.2681,-12.8463
TP001,7,CH01,CH010002,1955,1968,PISI,0,0.1927,3.593,1.3294,1.2742,0.3792,0.3634
TP001,7,CH01,CH010002,1955,1968,TSHE,0,-6.3063,-27.3717,-11.4961,-17.118,1.8889,1.4154
TP001,9,CH01,CH010002,1968,1978,ALL,0,1.3202,79.9189,33.3421,26.6525,14.0919,36.88
TP001,7,CH01,CH010002,1968,1978,PISI,0,0.2342,4.4765,1.6563,1.5875,0.1656,0.1588
TP001,7,CH01,CH010002,1968,1978,TSHE,0,1.086,75.4425,31.6858,25.065,13.9263,12.734
TP001,9,CH01,CH010002,1978,1983,ALL,0,-3.7213,-35.151,-14.9579,-16.3475,6.4695,-7.4427
TP001,7,CH01,CH010002,1978,1983,PISI,0,0.2006,3.8887,1.4388,1.3791,0.2878,0.2758
TP001,7,CH01,CH010002,1978,1983,TSHE,0,-3.9219,-39.0398,-16.3967,-17.7266,6.1817,5.3594
TP001,9,CH01,CH010002,1983,1988,ALL,0,0.8765,40.4725,16.8923,13.7118,13.8705,23.5962
TP001,7,CH01,CH010002,1983,1988,PISI,0,0.1077,2.1219,0.7851,0.7526,0.157,0.1505
TP001,7,CH01,CH010002,1983,1988,TSHE,0,0.7688,38.3505,16.1072,12.9593,13.7135,12.4763
TP001,9,CH01,CH010002,1988,1993,ALL,0,-11.5375,-210.9798,-88.7728,-82.3744,-14.556,-79.3113
TP001,7,CH01,CH010002,1988,1993,PISI,0,0.1621,3.2256,1.1935,1.144,0.2387,0.2288
TP001,7,CH01,CH010002,1988,1993,TSHE,0,-11.6996,-214.2055,-89.9663,-83.5183,-14.7947,-13.6406
TP001,9,CH01,CH010002,1993,1998,ALL,0,-11.083,-244.506,-102.8522,-92.5906,1.3262,-72.3515
TP001,7,CH01,CH010002,1993,1998,PISI,0,0.1591,3.1934,1.1815,1.1326,0.2363,0.2265
TP001,7,CH01,CH010002,1993,1998,TSHE,0,-11.2421,-247.6994,-104.0337,-93.7232,1.0899,1.4945
TP001,9,CH01,CH010002,1998,2003,ALL,0,-9.834,-258.8963,-109.0176,-96.3281,4.3832,-72.5728
TP001,7,CH01,CH010002,1998,2003,PISI,0,0.2757,5.6236,2.0807,1.9945,0.4161,0.3989
TP001,7,CH01,CH010002,1998,2003,TSHE,0,-10.1097,-264.5198,-111.0983,-98.3226,3.9671,4.0908
TP001,9,CH01,CH010002,2003,2008,ALL,0,-24.0998,-571.4713,-240.1358,-213.8851,-19.5497,-187.9877
TP001,7,CH01,CH010002,2003,2008,PISI,0,0.1146,2.3561,0.8717,0.8356,0.1743,0.1671
TP001,7,CH01,CH010002,2003,2008,TSHE,0,-24.2144,-573.8274,-241.0075,-214.7208,-19.724,-17.0467
TP001,9,CH01,CH010003,1935,1940,ALL,0,4.1215,105.7166,44.401,38.9652,8.8802,38.9652
TP001,7,CH01,CH010003,1935,1940,TSHE,0,4.1215,105.7166,44.401,38.9652,8.8802,7.793
TP001,9,CH01,CH010003,1940,1945,ALL,0,2.0217,75.8309,31.849,26.7575,8.2904,28.6545
TP001,7,CH01,CH010003,1940,1945,TSHE,0,2.0217,75.8309,31.849,26.7575,8.2904,7.2485
TP001,9,CH01,CH010003,1945,1955,ALL,0,-3.0079,-18.049,-7.5806,-9.6938,0.9142,-8.0327
TP001,7,CH01,CH010003,1945,1955,TSHE,0,-3.0079,-18.049,-7.5806,-9.6938,0.9142,0.6917
TP001,9,CH01,CH010003,1955,1968,ALL,0,-2.4625,-3.5642,-1.497,-4.391,4.9075,0.3102
TP001,7,CH01,CH010003,1955,1968,TSHE,0,-2.4625,-3.5642,-1.497,-4.391,4.9075,4.3634
TP001,9,CH01,CH010003,1968,1978,ALL,0,4.9042,127.0125,53.3452,46.5367,14.016,54.5557
TP001,7,CH01,CH010003,1968,1978,TSHE,0,4.9042,127.0125,53.3452,46.5367,14.016,12.6727
TP001,9,CH01,CH010003,1978,1983,ALL,0,3.4516,77.0898,32.3777,28.5378,10.6421,32.3908
TP001,7,CH01,CH010003,1978,1983,TSHE,0,3.4516,77.0898,32.3777,28.5378,10.6421,9.5606
TP001,9,CH01,CH010003,1983,1988,ALL,0,1.1917,40.7125,17.0993,14.3275,4.3298,15.229
TP001,7,CH01,CH010003,1983,1988,TSHE,0,1.1917,40.7125,17.0993,14.3275,4.3298,3.7669
TP001,9,CH01,CH010003,1988,1993,ALL,0,-14.2806,-228.4064,-95.9307,-91.32,-16.2986,-88.6027
TP001,7,CH01,CH010003,1988,1993,TSHE,0,-14.2806,-228.4064,-95.9307,-91.32,-16.2986,-15.5467
TP001,9,CH01,CH010003,1993,1998,ALL,0,-7.3913,-154.1468,-64.7416,-58.8199,11.4302,-35.9396
TP001,7,CH01,CH010003,1993,1998,TSHE,0,-7.3913,-154.1468,-64.7416,-58.8199,11.4302,11.1164
TP001,9,CH01,CH010003,1998,2003,ALL,0,-19.3508,-400.7344,-168.3084,-153.1363,-14.0121,-135.3204
TP001,7,CH01,CH010003,1998,2003,TSHE,0,-19.3508,-400.7344,-168.3084,-153.1363,-14.0121,-12.8114
TP001,9,CH01,CH010003,2003,2008,ALL,0,-26.996,-541.5535,-227.4525,-207.8875,-5.0292,-170.8444
TP001,7,CH01,CH010003,2003,2008,TSHE,0,-26.996,-541.5535,-227.4525,-207.8875,-5.0292,-4.5343
TP001,9,CH01,CH010004,1935,1940,ALL,0,5.2273,111.7625,47.0362,42.7877,9.4072,42.7877
TP001,7,CH01,CH010004,1935,1940,PISI,0,0.0168,0.2887,0.1068,0.1024,0.0214,0.0205
TP001,7,CH01,CH010004,1935,1940,PSME,0,0.1789,3.8083,1.7099,1.8952,0.342,0.379
TP001,7,CH01,CH010004,1935,1940,TSHE,0,5.0316,107.6654,45.2195,40.7901,9.0439,8.158
TP001,9,CH01,CH010004,1940,1945,ALL,0,2.3834,59.7851,25.9737,23.3171,5.1947,23.3171
TP001,7,CH01,CH010004,1940,1945,PISI,0,-1.0119,-14.9809,-5.5429,-5.3117,-1.1086,-1.0623
TP001,7,CH01,CH010004,1940,1945,PSME,0,0.1848,3.9616,1.7788,1.9725,0.3558,0.3945
TP001,7,CH01,CH010004,1940,1945,TSHE,0,3.2105,70.8044,29.7379,26.6562,5.9476,5.3312
TP001,9,CH01,CH010004,1945,1955,ALL,0,-1.0692,24.9721,10.676,7.2827,1.6219,7.8139
TP001,7,CH01,CH010004,1945,1955,PISI,0,0,0,0,0,0,0
TP001,7,CH01,CH010004,1945,1955,PSME,0,0.2964,6.4713,2.9056,3.2242,0.2906,0.3224
TP001,7,CH01,CH010004,1945,1955,TSHE,0,-1.3656,18.5008,7.7704,4.0585,0.777,0.4058
TP001,9,CH01,CH010004,1955,1968,ALL,0,2.0553,89.6763,37.841,31.7518,6.2151,34.9221
TP001,7,CH01,CH010004,1955,1968,PSME,0,0.2747,6.1004,2.7391,3.0416,0.2107,0.234
TP001,7,CH01,CH010004,1955,1968,TSHE,0,1.7806,83.5759,35.1019,28.7102,6.0044,5.3787
TP001,9,CH01,CH010004,1968,1978,ALL,0,0.5079,48.9699,20.6853,16.5298,5.9793,20.246
TP001,7,CH01,CH010004,1968,1978,PSME,0,0.1808,4.0661,1.8257,2.0284,0.1826,0.2028
TP001,7,CH01,CH010004,1968,1978,TSHE,0,0.3271,44.9039,18.8596,14.5014,5.7967,5.1663
TP001,9,CH01,CH010004,1978,1983,ALL,0,-2.0099,-15.525,-6.4449,-7.3024,6.5882,0.0909
TP001,7,CH01,CH010004,1978,1983,PSME,0,0.1156,2.6061,1.1701,1.3005,0.234,0.2601
TP001,7,CH01,CH010004,1978,1983,TSHE,0,-2.1255,-18.1311,-7.6151,-8.6029,6.3542,5.6728
TP001,9,CH01,CH010004,1983,1988,ALL,0,-0.5652,13.7334,5.8064,3.6242,7.5575,9.6201
TP001,7,CH01,CH010004,1983,1988,PSME,0,0.0573,1.3218,0.5935,0.6598,0.1187,0.132
TP001,7,CH01,CH010004,1983,1988,TSHE,0,-0.6225,12.4116,5.2129,2.9644,7.4388,6.5888
TP001,9,CH01,CH010004,1988,1993,ALL,0,-0.4269,11.959,5.0305,3.1415,6.1939,8.0221
TP001,7,CH01,CH010004,1988,1993,PSME,0,0.0119,0.2659,0.1194,0.1327,0.0239,0.0265
TP001,7,CH01,CH010004,1988,1993,TSHE,0,-0.4387,11.6931,4.9111,3.0088,6.17,5.4823
TP001,9,CH01,CH010004,1993,1998,ALL,0,-8.4032,-174.6247,-73.3269,-66.1347,-11.8099,-63.3632
TP001,7,CH01,CH010004,1993,1998,PSME,0,0.0237,0.5333,0.2394,0.2662,0.0479,0.0532
TP001,7,CH01,CH010004,1993,1998,TSHE,0,-8.4269,-175.158,-73.5664,-66.4009,-11.8578,-10.5086
TP001,9,CH01,CH010004,1998,2003,ALL,0,-22.1413,-439.4837,-184.5986,-168.914,-17.4151,-151.4094
TP001,7,CH01,CH010004,1998,2003,PSME,0,-0.0237,-0.5333,-0.2394,-0.2662,-0.0479,-0.0532
TP001,7,CH01,CH010004,1998,2003,TSHE,0,-22.1176,-438.9504,-184.3592,-168.6478,-17.3672,-16.225
TP001,9,CH01,CH010004,2003,2008,ALL,0,-29.3972,-597.9006,-253.515,-237.4873,-9.9429,-200.1128
TP001,7,CH01,CH010004,2003,2008,PSME,0,-4.4002,-82.6474,-37.1087,-40.9371,-7.4217,-8.1874
TP001,7,CH01,CH010004,2003,2008,TSHE,0,-24.997,-515.2532,-216.4064,-196.5501,-2.5212,-1.9355
TP001,9,CH03,CH030001,1935,1940,ALL,0,-5.7372,-48.1201,-17.9032,-19.3611,-3.5806,-19.3611
TP001,7,CH03,CH030001,1935,1940,PISI,0,-3.7648,-45.9107,-16.9869,-16.2745,-3.3974,-3.2549
TP001,7,CH03,CH030001,1935,1940,PSME,0,0.0257,0.4028,0.1809,0.1979,0.0362,0.0396
TP001,7,CH03,CH030001,1935,1940,TSHE,0,-1.998,-2.6123,-1.0972,-3.2845,-0.2194,-0.6569
TP001,9,CH03,CH030001,1940,1945,ALL,0,2.7796,102.6362,38.2279,34.5254,24.0917,50.4578
TP001,7,CH03,CH030001,1940,1945,PISI,0,4.1601,97.6815,36.1422,34.648,18.685,17.9099
TP001,7,CH03,CH030001,1940,1945,PSME,0,0.0099,0.1636,0.0735,0.0804,0.0147,0.0161
TP001,7,CH03,CH030001,1940,1945,TSHE,0,-1.3903,4.7911,2.0123,-0.203,5.3921,4.9115
TP001,9,CH03,CH030001,1945,1955,ALL,0,-4.4911,1.2439,-6.5483,-7.6809,1.8145,-5.2388
TP001,7,CH03,CH030001,1945,1955,PISI,0,5.0346,134.9293,49.9239,47.8642,5.5831,5.3525
TP001,7,CH03,CH030001,1945,1955,PSME,0,-0.8449,-11.1816,-5.0206,-5.4533,-0.5021,-0.5453
TP001,7,CH03,CH030001,1945,1955,TSHE,0,-8.6808,-122.5038,-51.4516,-50.0918,-3.2666,-3.1331
TP001,9,CH03,CH030001,1955,1968,ALL,0,-7.3271,-35.6136,-16.6195,-18.0603,6.2995,-10.817
TP001,7,CH03,CH030001,1955,1968,PISI,0,-1.2381,33.2358,12.2973,11.805,2.2695,2.1764
TP001,7,CH03,CH030001,1955,1968,PSME,0,0,0,0,0,0,0
TP001,7,CH03,CH030001,1955,1968,TSHE,0,-6.0889,-68.8495,-28.9168,-29.8654,3.6439,3.2582
TP001,9,CH03,CH030001,1968,1978,ALL,0,-8.5158,-84.3448,-32.9431,-32.9988,9.9547,-20.3076
TP001,7,CH03,CH030001,1968,1978,PISI,0,-5.1976,-49.6343,-18.3647,-17.5867,5.46,5.2345
TP001,7,CH03,CH030001,1968,1978,TSHE,0,-3.3182,-34.7105,-14.5784,-15.4121,4.4947,4.1568
TP001,9,CH03,CH030001,1978,1983,ALL,0,-15.0366,-237.1527,-94.6608,-91.2936,3.4705,-69.8508
TP001,7,CH03,CH030001,1978,1983,PISI,0,-5.666,-98.8668,-36.5807,-35.0597,7.9157,7.5865
TP001,7,CH03,CH030001,1978,1983,TSHE,0,-9.3706,-138.2858,-58.0801,-56.2339,-4.4452,-4.4024
TP001,9,CH03,CH030001,1983,1988,ALL,0,-3.1729,-29.3059,-11.295,-11.4829,25.1548,14.7789
TP001,7,CH03,CH030001,1983,1988,PISI,0,-2.1285,-20.269,-7.4995,-7.1817,12.7297,12.2033
TP001,7,CH03,CH030001,1983,1988,TSHE,0,-1.0445,-9.0369,-3.7955,-4.3011,12.425,11.7619
TP001,9,CH03,CH030001,1988,1993,ALL,0,-15.7075,-231.2611,-96.7414,-91.5462,-10.4642,-83.003
TP001,7,CH03,CH030001,1988,1993,PISI,0,-2.1107,-7.7646,-2.8729,-2.7432,6.2747,6.016
TP001,7,CH03,CH030001,1988,1993,TSHE,0,-13.5968,-223.4965,-93.8685,-88.803,-16.7389,-15.7821
TP001,9,CH03,CH030001,1993,1998,ALL,0,-1.3528,-4.5066,-1.3894,-1.4416,26.9755,24.375
TP001,7,CH03,CH030001,1993,1998,PISI,0,-1.664,-10.0674,-3.7249,-3.5634,6.6373,6.3624
TP001,7,CH03,CH030001,1993,1998,TSHE,0,0.3113,5.5608,2.3355,2.1217,20.3382,19.1659
TP001,9,CH03,CH030001,1998,2003,ALL,0,1.332,41.025,12.1788,12.9785,7.4169,17.7522
TP001,7,CH03,CH030001,1998,2003,PISI,0,4.2016,101.0331,37.3823,35.8381,12.4575,11.9414
TP001,7,CH03,CH030001,1998,2003,TSHE,0,-2.8696,-60.0081,-25.2034,-22.8597,-5.0407,-4.5719
TP001,9,CH03,CH030001,2003,2008,ALL,0,-15.8745,-322.8187,-122.0612,-116.0705,-17.0823,-109.4631
TP001,7,CH03,CH030001,2003,2008,PISI,0,-13.2312,-270.453,-100.0676,-95.9211,-20.0135,-19.1842
TP001,7,CH03,CH030001,2003,2008,TSHE,0,-2.6433,-52.3658,-21.9936,-20.1494,2.9312,2.5776
TP001,9,CH03,CH030002,1935,1940,ALL,0,3.4071,75.9007,29.8532,27.5749,5.9706,27.5749
TP001,7,CH03,CH030002,1935,1940,PISI,0,1.8765,40.5021,14.9858,14.3654,2.9972,2.8731
TP001,7,CH03,CH030002,1935,1940,TSHE,0,1.5306,35.3986,14.8674,13.2095,2.9735,2.6419
TP001,9,CH03,CH030002,1940,1945,ALL,0,3.7283,85.2341,33.0345,30.7577,6.6069,30.7577
TP001,7,CH03,CH030002,1940,1945,PISI,0,2.4486,55.276,20.4521,19.6062,4.0904,3.9212
TP001,7,CH03,CH030002,1940,1945,TSHE,0,1.2796,29.9581,12.5824,11.1515,2.5165,2.2303
TP001,9,CH03,CH030002,1945,1955,ALL,0,6.6077,152.9962,59.1259,55.1109,5.9126,55.1109
TP001,7,CH03,CH030002,1945,1955,PISI,0,4.4842,102.6505,37.9807,36.4103,3.7981,3.641
TP001,7,CH03,CH030002,1945,1955,TSHE,0,2.1235,50.3457,21.1452,18.7006,2.1145,1.8701
TP001,9,CH03,CH030002,1955,1968,ALL,0,8.2411,196.1013,76.313,70.6687,5.8702,70.6687
TP001,7,CH03,CH030002,1955,1968,PISI,0,5.1532,120.9911,44.7667,42.9167,3.4436,3.3013
TP001,7,CH03,CH030002,1955,1968,TSHE,0,3.0879,75.1102,31.5463,27.752,2.4266,2.1348
TP001,9,CH03,CH030002,1968,1978,ALL,0,6.5998,157.5046,61.4955,56.7162,6.1496,56.7162
TP001,7,CH03,CH030002,1968,1978,PISI,0,4.0119,93.1281,34.4574,33.0331,3.4457,3.3033
TP001,7,CH03,CH030002,1968,1978,TSHE,0,2.5879,64.3764,27.0381,23.683,2.7038,2.3683
TP001,9,CH03,CH030002,1978,1983,ALL,0,3.5128,85.6883,32.8037,30.6882,6.5607,30.6882
TP001,7,CH03,CH030002,1978,1983,PISI,0,2.5978,63.7077,23.5719,22.5986,4.7144,4.5197
TP001,7,CH03,CH030002,1978,1983,TSHE,0,0.915,21.9805,9.2318,8.0895,1.8464,1.6179
TP001,9,CH03,CH030002,1983,1988,ALL,0,3.167,74.0485,28.4818,26.6468,5.6964,26.6468
TP001,7,CH03,CH030002,1983,1988,PISI,0,2.1601,52.3709,19.3772,18.577,3.8754,3.7154
TP001,7,CH03,CH030002,1983,1988,TSHE,0,1.0069,21.6777,9.1046,8.0698,1.8209,1.614
TP001,9,CH03,CH030002,1988,1993,ALL,0,3.919,95.8055,36.6159,34.2842,7.3232,34.2842
TP001,7,CH03,CH030002,1988,1993,PISI,0,2.9555,72.4475,26.8056,25.6989,5.3611,5.1398
TP001,7,CH03,CH030002,1988,1993,TSHE,0,0.9634,23.358,9.8103,8.5853,1.9621,1.7171
TP001,9,CH03,CH030002,1993,1998,ALL,0,-4.4407,-65.1156,-27.9403,-26.0705,-5.5881,-26.0705
TP001,7,CH03,CH030002,1993,1998,PISI,0,-0.0336,11.8341,4.3786,4.201,0.8757,0.8402
TP001,7,CH03,CH030002,1993,1998,TSHE,0,-4.4071,-76.9498,-32.3189,-30.2715,-6.4638,-6.0543
TP001,9,CH03,CH030002,1998,2003,ALL,0,-32.6433,-648.5493,-265.8982,-243.3182,-43.3359,-234.1565
TP001,7,CH03,CH030002,1998,2003,PISI,0,-7.2984,-129.8498,-48.0444,-46.0474,-7.9147,-7.5859
TP001,7,CH03,CH030002,1998,2003,TSHE,0,-25.3449,-518.6995,-217.8538,-197.2709,-35.4212,-31.9161
TP001,9,CH03,CH030002,2003,2008,ALL,0,-3.0958,-44.7023,-17.9005,-16.766,54.666,36.7079
TP001,7,CH03,CH030002,2003,2008,PISI,0,-1.7658,-17.4891,-6.471,-6.1967,12.3976,11.8844
TP001,7,CH03,CH030002,2003,2008,TSHE,0,-1.33,-27.2132,-11.4296,-10.5693,42.2684,38.2363
TP001,9,CH03,CH030003,1935,1940,ALL,0,3.1038,70.0802,26.7304,25.0966,5.3461,25.0966
TP001,7,CH03,CH030003,1935,1940,PISI,0,2.4407,54.0659,20.0044,19.1767,4.0009,3.8353
TP001,7,CH03,CH030003,1935,1940,TSHE,0,0.663,16.0143,6.726,5.92,1.3452,1.184
TP001,9,CH03,CH030003,1940,1945,ALL,0,3.1275,71.3877,27.2263,25.577,5.4453,25.577
TP001,7,CH03,CH030003,1940,1945,PISI,0,2.4427,55.1305,20.3983,19.5546,4.0797,3.9109
TP001,7,CH03,CH030003,1940,1945,TSHE,0,0.6848,16.2572,6.828,6.0224,1.3656,1.2045
TP001,9,CH03,CH030003,1945,1955,ALL,0,5.0751,114.9788,43.176,41.108,4.3176,41.108
TP001,7,CH03,CH030003,1945,1955,PISI,0,4.4713,102.3031,37.8521,36.287,3.7852,3.6287
TP001,7,CH03,CH030003,1945,1955,TSHE,0,0.6038,12.6758,5.3238,4.821,0.5324,0.4821
TP001,9,CH03,CH030003,1955,1968,ALL,0,7.335,171.54,65.1149,61.3424,5.0088,61.3424
TP001,7,CH03,CH030003,1955,1968,PISI,0,5.9664,138.6386,51.2963,49.176,3.9459,3.7828
TP001,7,CH03,CH030003,1955,1968,TSHE,0,1.3686,32.9013,13.8186,12.1664,1.063,0.9359
TP001,9,CH03,CH030003,1968,1978,ALL,0,5.8854,136.9821,51.7382,48.9957,5.1738,48.9957
TP001,7,CH03,CH030003,1968,1978,PISI,0,4.9615,115.8856,42.8777,41.1055,4.2878,4.1106
TP001,7,CH03,CH030003,1968,1978,TSHE,0,0.9239,21.0965,8.8605,7.8902,0.8861,0.789
TP001,9,CH03,CH030003,1978,1983,ALL,0,3.4012,80.7601,30.0775,28.7418,6.0155,28.7418
TP001,7,CH03,CH030003,1978,1983,PISI,0,3.2184,76.8345,28.4288,27.2543,5.6858,5.4509
TP001,7,CH03,CH030003,1978,1983,TSHE,0,0.1828,3.9256,1.6488,1.4875,0.3298,0.2975
TP001,9,CH03,CH030003,1983,1988,ALL,0,2.8034,64.9191,24.4199,23.2131,4.884,23.2131
TP001,7,CH03,CH030003,1983,1988,PISI,0,2.4081,56.9218,21.061,20.1908,4.2122,4.0382
TP001,7,CH03,CH030003,1983,1988,TSHE,0,0.3953,7.9974,3.3589,3.0224,0.6718,0.6045
TP001,9,CH03,CH030003,1988,1993,ALL,0,2.834,65.8584,25.1808,23.6674,5.0362,23.6674
TP001,7,CH03,CH030003,1988,1993,PISI,0,2.0642,49.5939,18.3497,17.5918,3.6699,3.5184
TP001,7,CH03,CH030003,1988,1993,TSHE,0,0.7698,16.2645,6.8311,6.0756,1.3662,1.2151
TP001,9,CH03,CH030003,1993,1998,ALL,0,1.9773,44.62,16.8205,16.0492,3.3641,16.0492
TP001,7,CH03,CH030003,1993,1998,PISI,0,1.5672,38.3985,14.2074,13.6208,2.8415,2.7242
TP001,7,CH03,CH030003,1993,1998,TSHE,0,0.4101,6.2215,2.613,2.4284,0.5226,0.4857
TP001,9,CH03,CH030003,1998,2003,ALL,0,2.7332,58.4524,21.7904,21.1386,4.3879,21.1731
TP001,7,CH03,CH030003,1998,2003,PISI,0,2.2451,55.1913,20.4208,19.5777,4.0842,3.9155
TP001,7,CH03,CH030003,1998,2003,TSHE,0,0.4881,3.2611,1.3697,1.561,0.3037,0.3466
TP001,9,CH03,CH030003,2003,2008,ALL,0,-14.3182,-288.4741,-109.1074,-103.6252,-21.8215,-103.6252
TP001,7,CH03,CH030003,2003,2008,PISI,0,-12.1344,-241.0343,-89.1827,-85.4848,-17.8365,-17.097
TP001,7,CH03,CH030003,2003,2008,TSHE,0,-2.1838,-47.4398,-19.9247,-18.1404,-3.9849,-3.6281
TP001,9,CH03,CH030004,1935,1940,ALL,0,3.6848,81.3216,30.9815,29.2322,6.1963,29.2322
TP001,7,CH03,CH030004,1935,1940,PISI,0,2.8745,63.4707,23.4842,22.5124,4.6968,4.5025
TP001,7,CH03,CH030004,1935,1940,TSHE,0,0.8103,17.8509,7.4974,6.7198,1.4995,1.344
TP001,9,CH03,CH030004,1940,1945,ALL,0,3.8864,87.0836,33.2064,31.2647,6.6413,31.2647
TP001,7,CH03,CH030004,1940,1945,PISI,0,3.0237,67.374,24.9284,23.897,4.9857,4.7794
TP001,7,CH03,CH030004,1940,1945,TSHE,0,0.8626,19.7096,8.278,7.3677,1.6556,1.4735
TP001,9,CH03,CH030004,1945,1955,ALL,0,6.7806,155.1828,59.7134,55.8353,5.9713,55.8353
TP001,7,CH03,CH030004,1945,1955,PISI,0,4.8221,109.2686,40.4294,38.7573,4.0429,3.8757
TP001,7,CH03,CH030004,1945,1955,TSHE,0,1.9585,45.9142,19.284,17.078,1.9284,1.7078
