DBCODE,ENTITY,STANDID,PLOTID,YEAR_BEGIN,YEAR_END,SPECIES,DELTA_TPH_NHA,DELTA_BA_M2HA,DELTA_VOL_M3HA,DELTA_BIO_MGHA,DELTA_JENKBIO_MGHA,MEAN_ANNUAL_NPP_BIO,MEAN_ANNUAL_NPP_JENKBIO
TP001,7,CH13,CH130003,1993,1998,PISI,0,0.6097,14.4393,5.3425,5.1218,1.0685,1.0244
TP001,7,CH13,CH130003,1993,1998,TSHE,0,-1.831,-23.7247,-9.9644,-9.7684,5.2797,4.6672
TP001,9,CH13,CH130003,1998,2003,ALL,0,2.8755,60.1306,24.0322,22.461,12.9631,30.1865
TP001,7,CH13,CH130003,1998,2003,PISI,0,1.0128,24.4535,9.0478,8.6741,1.8096,1.7348
TP001,7,CH13,CH130003,1998,2003,TSHE,0,1.8626,35.6771,14.9844,13.7869,11.1535,10.4829
TP001,9,CH13,CH130003,2003,2008,ALL,0,3.4042,82.1883,33.3956,30.309,10.2943,33.8028
TP001,7,CH13,CH130003,2003,2008,PISI,0,0.913,22.4696,8.3137,7.9705,1.6627,1.5941
TP001,7,CH13,CH130003,2003,2008,TSHE,0,2.4911,59.7187,25.0819,22.3385,8.6316,7.9615
TP001,9,CH13,CH130004,1935,1940,ALL,0,4.8518,114.2891,46.0032,42.0569,9.2006,42.0569
TP001,7,CH13,CH130004,1935,1940,PISI,0,1.6176,39.9651,14.7871,14.1761,2.9574,2.8352
TP001,7,CH13,CH130004,1935,1940,TSHE,0,3.2342,74.324,31.2161,27.8807,6.2432,5.5761
TP001,9,CH13,CH130004,1940,1945,ALL,0,2.9931,87.3863,33.7841,30.3834,9.9645,33.4303
TP001,7,CH13,CH130004,1940,1945,PISI,0,2.6769,58.3638,21.5946,20.7008,5.0787,4.8682
TP001,7,CH13,CH130004,1940,1945,TSHE,0,0.3162,29.0225,12.1895,9.6827,4.8858,4.2554
TP001,9,CH13,CH130004,1945,1955,ALL,0,4.6482,164.3064,62.6606,55.6713,8.6903,57.9885
TP001,7,CH13,CH130004,1945,1955,PISI,0,5.67,126.962,46.9759,45.0327,4.6976,4.5033
TP001,7,CH13,CH130004,1945,1955,TSHE,0,-1.0217,37.3444,15.6847,10.6386,3.9927,3.3811
TP001,9,CH13,CH130004,1955,1968,ALL,0,3.4891,161.3841,60.6605,52.8969,8.5184,56.6048
TP001,7,CH13,CH130004,1955,1968,PISI,0,6.1957,142.417,52.6943,50.5156,4.0534,3.8858
TP001,7,CH13,CH130004,1955,1968,TSHE,0,-2.7065,18.9671,7.9662,2.3812,4.465,3.8911
TP001,9,CH13,CH130004,1968,1978,ALL,0,-28.8152,-492.3601,-208.2534,-193.2625,-13.8791,-186.6226
TP001,7,CH13,CH130004,1968,1978,PISI,0,0.4842,29.2432,10.82,10.3776,1.082,1.0378
TP001,7,CH13,CH130004,1968,1978,TSHE,0,-29.2994,-521.6032,-219.0734,-203.6401,-14.9611,-13.7241
TP001,9,CH13,CH130004,1978,1983,ALL,0,4.5692,79.9377,30.8911,29.4536,61.4018,80.6205
TP001,7,CH13,CH130004,1978,1983,PISI,0,2.247,53.6536,19.8518,19.0317,8.1842,7.8451
TP001,7,CH13,CH130004,1978,1983,TSHE,0,2.3221,26.2841,11.0393,10.4219,53.2176,49.2125
TP001,9,CH13,CH130004,1983,1988,ALL,0,5.1887,104.911,40.5576,38.1999,11.1271,41.1051
TP001,7,CH13,CH130004,1983,1988,PISI,0,2.9664,70.0996,25.9369,24.8651,5.1874,4.973
TP001,7,CH13,CH130004,1983,1988,TSHE,0,2.2223,34.8114,14.6208,13.3348,5.9397,5.5722
TP001,9,CH13,CH130004,1988,1993,ALL,0,4.9644,87.0932,35.0029,33.153,10.2903,36.313
TP001,7,CH13,CH130004,1988,1993,PISI,0,1.3113,31.5255,11.6644,11.1826,2.3329,2.2365
TP001,7,CH13,CH130004,1988,1993,TSHE,0,3.6532,55.5677,23.3384,21.9704,7.9575,7.5541
TP001,9,CH13,CH130004,1993,1998,ALL,0,3.3182,84.4439,32.9664,30.1474,6.7134,30.2832
TP001,7,CH13,CH130004,1993,1998,PISI,0,2.0672,50.001,18.5004,17.7363,3.7001,3.5473
TP001,7,CH13,CH130004,1993,1998,TSHE,0,1.251,34.4429,14.466,12.4111,3.0133,2.6181
TP001,9,CH13,CH130004,1998,2003,ALL,0,1.4536,6.0705,-0.6744,2.96,3.0959,6.1432
TP001,7,CH13,CH130004,1998,2003,PISI,0,2.6087,64.4802,23.8577,22.8728,4.7715,4.5746
TP001,7,CH13,CH130004,1998,2003,TSHE,0,-1.1551,-58.4096,-24.532,-19.9128,-1.6756,-0.7993
TP001,9,CH13,CH130004,2003,2008,ALL,0,-13.5623,-246.1988,-106.0421,-96.5748,-10.26,-86.7981
TP001,7,CH13,CH130004,2003,2008,PISI,0,2.1887,52.7716,19.5255,18.719,3.9051,3.7438
TP001,7,CH13,CH130004,2003,2008,TSHE,0,-15.751,-298.9704,-125.5676,-115.2939,-14.1651,-13.282
TP001,9,CH14,CH140001,1935,1940,ALL,0,5.0467,107.1712,47.1676,49.8491,9.4335,49.8491
TP001,7,CH14,CH140001,1935,1940,ALRU,0,0.0161,0.2137,0.0791,0.1029,0.0158,0.0206
TP001,7,CH14,CH140001,1935,1940,PISI,0,0.0699,1.1536,0.4268,0.4091,0.0854,0.0818
TP001,7,CH14,CH140001,1935,1940,PSME,0,3.4865,76.6895,34.4336,38.2175,6.8867,7.6435
TP001,7,CH14,CH140001,1935,1940,TSHE,0,1.4742,29.1144,12.2281,11.1195,2.4456,2.2239
TP001,9,CH14,CH140001,1940,1946,ALL,0,3.7729,90.2965,39.8753,42.0755,6.8708,42.32
TP001,7,CH14,CH140001,1940,1946,ALRU,0,0.002,0.0491,0.0182,0.021,0.003,0.0035
TP001,7,CH14,CH140001,1940,1946,PISI,0,-0.0586,-0.5566,-0.206,-0.1973,-0.0343,-0.0329
TP001,7,CH14,CH140001,1940,1946,PSME,0,2.7991,66.392,29.81,33.1774,5.1933,5.774
TP001,7,CH14,CH140001,1940,1946,TSHE,0,1.0304,24.4121,10.2531,9.0744,1.7088,1.5124
TP001,9,CH14,CH140001,1946,1951,ALL,0,3.3301,79.8382,35.5158,37.1982,7.9077,38.0634
TP001,7,CH14,CH140001,1946,1951,ALRU,0,-0.3175,-3.7794,-1.3984,-1.8589,-0.2797,-0.3718
TP001,7,CH14,CH140001,1946,1951,PISI,0,0.0178,0.2823,0.1045,0.1001,0.0658,0.063
TP001,7,CH14,CH140001,1946,1951,PSME,0,2.7166,62.3767,28.0071,31.1418,6.2141,6.8948
TP001,7,CH14,CH140001,1946,1951,TSHE,0,0.9133,20.9586,8.8026,7.8152,1.9075,1.7188
TP001,9,CH14,CH140001,1951,1957,ALL,0,2.4818,64.8244,28.3109,28.997,5.2954,29.6709
TP001,7,CH14,CH140001,1951,1957,ALRU,0,-0.0047,-0.072,-0.0266,-0.0338,0.2375,0.3157
TP001,7,CH14,CH140001,1951,1957,PISI,0,0.0166,0.3717,0.1375,0.1318,0.0229,0.022
TP001,7,CH14,CH140001,1951,1957,PSME,0,1.3489,37.9166,17.0246,19.0477,3.0287,3.3822
TP001,7,CH14,CH140001,1951,1957,TSHE,0,1.1211,26.6081,11.1754,9.8512,2.0063,1.7868
TP001,9,CH14,CH140001,1957,1978,ALL,0,-3.5355,20.6584,7.7546,3.1631,0.6154,3.4311
TP001,7,CH14,CH140001,1957,1978,ALRU,0,-0.4991,-5.6656,-2.0963,-2.8158,-0.0998,-0.1341
TP001,7,CH14,CH140001,1957,1978,PISI,0,-0.0581,0.1823,0.0674,0.0649,0.0032,0.0031
TP001,7,CH14,CH140001,1957,1978,PSME,0,-5.8031,-41.2457,-18.5193,-18.9692,-0.6508,-0.6518
TP001,7,CH14,CH140001,1957,1978,TSHE,0,2.8248,67.3875,28.3027,24.8832,1.3629,1.2014
TP001,9,CH14,CH140001,1978,1983,ALL,0,0.5221,25.2736,10.6545,9.7861,26.9793,36.3539
TP001,7,CH14,CH140001,1978,1983,ALRU,0,0,0,0,0,0,0
TP001,7,CH14,CH140001,1978,1983,PISI,0,0.044,0.8082,0.299,0.2866,0.2093,0.2005
TP001,7,CH14,CH140001,1978,1983,PSME,0,-0.3704,2.7586,1.2386,1.5776,20.3133,22.3275
TP001,7,CH14,CH140001,1978,1983,TSHE,0,0.8485,21.7068,9.1168,7.9219,6.0375,5.4339
TP001,9,CH14,CH140001,1983,1989,ALL,0,-6.1542,-97.1676,-43.7058,-48.3987,-5.4669,-46.4155
TP001,7,CH14,CH140001,1983,1989,PISI,0,0.0511,0.9273,0.3431,0.3288,0.0572,0.0548
TP001,7,CH14,CH140001,1983,1989,PSME,0,-5.9281,-98.2446,-44.1118,-48.3794,-5.6574,-6.2078
TP001,7,CH14,CH140001,1983,1989,TSHE,0,-0.2772,0.1497,0.0629,-0.3482,0.1332,0.0698
TP001,9,CH14,CH140001,1989,1994,ALL,0,2.2518,55.7842,24.45,25.2277,18.1689,39.3801
TP001,7,CH14,CH140001,1989,1994,PISI,0,0.0474,0.8561,0.3168,0.3036,0.0634,0.0607
TP001,7,CH14,CH140001,1989,1994,PSME,0,1.5285,36.6713,16.4654,18.35,14.0013,15.4487
TP001,7,CH14,CH140001,1989,1994,TSHE,0,0.6758,18.2568,7.6679,6.574,4.1043,3.6885
TP001,9,CH14,CH140001,1994,1999,ALL,0,1.4122,41.826,18.2511,18.6616,4.7199,19.6535
TP001,7,CH14,CH140001,1994,1999,PISI,0,0.0578,1.0828,0.4006,0.384,0.0801,0.0768
TP001,7,CH14,CH140001,1994,1999,PSME,0,0.8332,25.4597,11.4314,12.8394,2.2863,2.5679
TP001,7,CH14,CH140001,1994,1999,TSHE,0,0.5211,15.2835,6.4191,5.4382,2.3535,2.0795
TP001,9,CH14,CH140001,1999,2004,ALL,0,1.7302,48.2141,21.4417,22.8611,6.7935,25.3546
TP001,7,CH14,CH140001,1999,2004,PISI,0,0.0213,0.3788,0.1402,0.1343,0.028,0.0269
TP001,7,CH14,CH140001,1999,2004,PSME,0,1.7388,41.7503,18.7459,20.8919,4.8453,5.3826
TP001,7,CH14,CH140001,1999,2004,TSHE,0,-0.0299,6.0849,2.5557,1.8349,1.9202,1.6562
TP001,9,CH14,CH140001,2004,2009,ALL,0,1.04,32.6309,13.8715,12.9467,4.4172,14.4934
TP001,7,CH14,CH140001,2004,2009,PISI,0,0.0287,0.5131,0.1899,0.182,0.038,0.0364
TP001,7,CH14,CH140001,2004,2009,PSME,0,0.0101,6.6292,2.9765,3.4381,0.5953,0.6876
TP001,7,CH14,CH140001,2004,2009,TSHE,0,1.0012,25.4885,10.7052,9.3266,3.7839,3.412
TP001,9,CH15,CH150001,1946,1951,ALL,0,9.4686,94.95,35.6422,45.026,7.1284,45.026
TP001,7,CH15,CH150001,1946,1951,ALRU,0,6.5591,63.9133,23.6479,33.1298,4.7296,6.626
TP001,7,CH15,CH150001,1946,1951,PISI,0,2.2427,23.5921,8.7291,8.3623,1.7458,1.6725
TP001,7,CH15,CH150001,1946,1951,PSME,0,0.3673,4.8329,2.17,2.356,0.434,0.4712
TP001,7,CH15,CH150001,1946,1951,RHPU,0,0.0049,0.0333,0.0123,0.0182,0.0025,0.0036
TP001,7,CH15,CH150001,1946,1951,TSHE,0,0.2946,2.5785,1.083,1.1597,0.2166,0.2319
TP001,9,CH15,CH150001,1951,1956,ALL,0,5.4276,70.1289,26.2348,31.6929,5.5906,32.2504
TP001,7,CH15,CH150001,1951,1956,ALRU,0,3.4478,47.0598,17.4121,23.0013,3.8075,5.1382
TP001,7,CH15,CH150001,1951,1956,PISI,0,1.6584,18.4358,6.8212,6.535,1.3642,1.307
TP001,7,CH15,CH150001,1951,1956,PSME,0,0.047,1.9622,0.881,0.9804,0.1947,0.2156
TP001,7,CH15,CH150001,1951,1956,RHPU,0,0.004,0.0289,0.0107,0.0158,0.0021,0.0032
TP001,7,CH15,CH150001,1951,1956,TSHE,0,0.2704,2.6421,1.1097,1.1603,0.2219,0.2321
TP001,9,CH15,CH150001,1956,1968,ALL,0,10.4829,144.7366,54.7302,61.413,5.0251,62.1182
TP001,7,CH15,CH150001,1956,1968,ALRU,0,4.4859,65.1314,24.0986,31.2812,2.4135,3.2492
TP001,7,CH15,CH150001,1956,1968,PISI,0,4.7227,61.0092,22.5734,21.6288,1.8811,1.8024
TP001,7,CH15,CH150001,1956,1968,PSME,0,0.4597,8.8125,3.9568,4.355,0.3887,0.4256
TP001,7,CH15,CH150001,1956,1968,RHPU,0,0.0208,0.1538,0.0569,0.084,0.0047,0.007
TP001,7,CH15,CH150001,1956,1968,TSHE,0,0.7939,9.6297,4.0445,4.0641,0.337,0.3387
TP001,9,CH15,CH150001,1968,1980,ALL,0,8.7781,140.0841,53.7862,57.6827,5.2033,58.7182
TP001,7,CH15,CH150001,1968,1980,ALRU,0,2.7652,44.5013,16.4655,20.9127,1.966,2.6519
TP001,7,CH15,CH150001,1968,1980,PISI,0,4.2086,64.9406,24.028,23.0259,2.0871,2
TP001,7,CH15,CH150001,1968,1980,PSME,0,0.7143,14.6051,6.5577,7.2459,0.5874,0.6472
TP001,7,CH15,CH150001,1968,1980,RHPU,0,0.001,0.011,0.0041,0.0059,0.0003,0.0005
TP001,7,CH15,CH150001,1968,1980,TSHE,0,1.089,16.0262,6.731,6.4922,0.5624,0.5429
TP001,9,CH15,CH150001,1980,1985,ALL,0,1.6115,49.2519,19.6441,17.5001,6.0718,20.201
TP001,7,CH15,CH150001,1980,1985,ALRU,0,-1.4523,-5.0042,-1.8516,-3.6208,0.842,1.0744
TP001,7,CH15,CH150001,1980,1985,PISI,0,1.9595,32.2761,11.9421,11.4448,3.2198,3.0853
TP001,7,CH15,CH150001,1980,1985,PSME,0,0.5329,10.8038,4.8509,5.3663,1.0695,1.1792
TP001,7,CH15,CH150001,1980,1985,RHPU,0,-0.0306,-0.1713,-0.0634,-0.0944,-0.0127,-0.0189
TP001,7,CH15,CH150001,1980,1985,TSHE,0,0.6021,11.3475,4.7659,4.4042,0.9532,0.8808
TP001,9,CH15,CH150001,1985,1996,ALL,0,3.1567,108.2994,43.8848,37.6739,4.9835,39.0348
TP001,7,CH15,CH150001,1985,1996,ALRU,0,-3.8522,-27.7811,-10.279,-15.4422,-0.1038,-0.2043
TP001,7,CH15,CH150001,1985,1996,PISI,0,4.2847,77.1039,28.5284,27.3423,2.7411,2.627
TP001,7,CH15,CH150001,1985,1996,PSME,0,1.351,29.2248,13.1219,14.5577,1.1929,1.3234
TP001,7,CH15,CH150001,1985,1996,RHPU,0,-0.0549,-0.3541,-0.131,-0.1941,-0.0061,-0.0091
TP001,7,CH15,CH150001,1985,1996,TSHE,0,1.4281,30.1059,12.6445,11.4103,1.1594,1.0486
TP001,9,CH15,CH150001,1996,2001,ALL,0,2.9441,75.839,29.991,27.1686,11.0271,33.7229
TP001,7,CH15,CH150001,1996,2001,ALRU,0,-1.6461,-10.2283,-3.7845,-5.9822,2.994,4.1104
TP001,7,CH15,CH150001,1996,2001,PISI,0,3.2313,56.6588,20.9637,20.0921,5.3867,5.1623
TP001,7,CH15,CH150001,1996,2001,PSME,0,0.6985,15.8656,7.1237,7.9198,1.4247,1.584
TP001,7,CH15,CH150001,1996,2001,RHPU,0,0,0,0,0,0,0
TP001,7,CH15,CH150001,1996,2001,TSHE,0,0.6604,13.5429,5.688,5.1389,1.1954,1.0926
TP001,9,CH15,CH150001,2001,2006,ALL,0,-0.5358,55.8229,22.2824,12.1449,6.4227,14.8389
TP001,7,CH15,CH150001,2001,2006,ALRU,0,-6.3945,-61.4771,-22.7465,-31.7401,-2.7263,-3.7912
TP001,7,CH15,CH150001,2001,2006,PISI,0,5.0321,94.189,34.8499,33.403,7.1132,6.8178
TP001,7,CH15,CH150001,2001,2006,PSME,0,0.6836,16.2904,7.3144,8.1498,1.4629,1.63
TP001,7,CH15,CH150001,2001,2006,TSHE,0,0.1429,6.8205,2.8646,2.3322,0.5729,0.4664
TP001,9,CH17,CH170001,1946,1951,ALL,0,13.9441,170.0075,71.5174,75.7269,14.3035,75.7269
TP001,7,CH17,CH170001,1946,1951,ALRU,0,0.6312,4.9176,1.8195,2.6632,0.3639,0.5326
TP001,7,CH17,CH170001,1946,1951,PISI,0,4.6174,52.9336,19.5854,18.7641,3.9171,3.7528
TP001,7,CH17,CH170001,1946,1951,PSME,0,7.8146,103.6842,46.5542,50.5576,9.3108,10.1115
TP001,7,CH17,CH170001,1946,1951,TSHE,0,0.8809,8.472,3.5582,3.742,0.7116,0.7484
TP001,9,CH17,CH170001,1951,1956,ALL,0,13.5704,188.6395,79.7213,85.415,16.7373,86.2724
TP001,7,CH17,CH170001,1951,1956,ALRU,0,1.0929,10.6793,3.9514,5.499,0.7903,1.0998
TP001,7,CH17,CH170001,1951,1956,PISI,0,3.5185,48.5829,17.9757,17.2246,3.5951,3.4449
TP001,7,CH17,CH170001,1951,1956,PSME,0,8.0994,119.1668,53.5059,58.36,11.4943,12.5294
TP001,7,CH17,CH170001,1951,1956,TSHE,0,0.8596,10.2105,4.2884,4.3314,0.8577,0.8663
TP001,9,CH17,CH170001,1956,1968,ALL,0,15.9496,271.8842,115.9145,124.4475,9.7261,124.5141
TP001,7,CH17,CH170001,1956,1968,ALRU,0,1.22,15.6183,5.7788,7.5955,0.4824,0.6344
TP001,7,CH17,CH170001,1956,1968,PISI,0,2.782,53.5345,19.8078,18.9847,1.6926,1.6222
TP001,7,CH17,CH170001,1956,1968,PSME,0,10.2912,178.6459,80.212,88.0412,6.7081,7.3618
TP001,7,CH17,CH170001,1956,1968,TSHE,0,1.6565,24.0856,10.116,9.8261,0.843,0.8188
TP001,9,CH17,CH170001,1968,1980,ALL,0,16.0326,296.9805,126.522,134.9104,12.0779,136.5202
TP001,7,CH17,CH170001,1968,1980,ALRU,0,0.955,13.5405,5.01,6.4316,0.4791,0.6254
TP001,7,CH17,CH170001,1968,1980,PISI,0,3.0652,59.6785,22.0811,21.1644,2.3916,2.292
TP001,7,CH17,CH170001,1968,1980,PSME,0,9.7954,187.9714,84.3992,93.0499,7.9536,8.745
TP001,7,CH17,CH170001,1968,1980,TSHE,0,2.217,35.79,15.0318,14.2644,1.2536,1.1899
TP001,9,CH17,CH170001,1980,1985,ALL,0,8.8616,167.7949,71.8602,76.01,18.7698,80.6364
TP001,7,CH17,CH170001,1980,1985,ALRU,0,-0.0821,0.4716,0.1745,0.0858,0.0639,0.0613
TP001,7,CH17,CH170001,1980,1985,PISI,0,2.1162,37.6592,13.9339,13.3548,4.0236,3.856
TP001,7,CH17,CH170001,1980,1985,PSME,0,5.915,113.5493,50.9836,56.2483,13.3094,14.625
TP001,7,CH17,CH170001,1980,1985,TSHE,0,0.9125,16.1147,6.7682,6.3211,1.3728,1.2862
TP001,9,CH17,CH170001,1985,1996,ALL,0,12.61,280.6514,119.8848,125.7915,11.0822,126.0102
TP001,7,CH17,CH170001,1985,1996,ALRU,0,-0.4548,-3.476,-1.2861,-1.9,-0.055,-0.0822
TP001,7,CH17,CH170001,1985,1996,PISI,0,2.8482,67.5012,24.9754,23.9421,2.2992,2.204
TP001,7,CH17,CH170001,1985,1996,PSME,0,8.2254,179.7408,80.7036,89.4319,7.4183,8.2179
TP001,7,CH17,CH170001,1985,1996,TSHE,0,1.9911,36.8854,15.4919,14.3176,1.4197,1.3146
TP001,9,CH17,CH170001,1996,2001,ALL,0,6.2931,134.069,56.6105,59.2062,15.7245,63.8957
TP001,7,CH17,CH170001,1996,2001,ALRU,0,0.0297,0.4204,0.1556,0.1982,0.4095,0.5779
TP001,7,CH17,CH170001,1996,2001,PISI,0,1.786,37.899,14.0226,13.4417,4.4096,4.2261
TP001,7,CH17,CH170001,1996,2001,PSME,0,3.4365,76.4668,34.3336,38.0959,9.277,10.2224
TP001,7,CH17,CH170001,1996,2001,TSHE,0,1.041,19.2827,8.0987,7.4704,1.6283,1.5042
TP001,9,CH17,CH170001,2001,2006,ALL,0,7.0465,161.4706,68.6854,70.2755,15.2724,71.898
TP001,7,CH17,CH170001,2001,2006,ALRU,0,-1.1602,-13.4696,-4.9838,-6.6631,-0.9968,-1.3326
TP001,7,CH17,CH170001,2001,2006,PISI,0,2.5952,54.0531,19.9996,19.171,4.3644,4.1834
TP001,7,CH17,CH170001,2001,2006,PSME,0,4.5729,99.8931,44.852,49.743,10.1413,11.222
TP001,7,CH17,CH170001,2001,2006,TSHE,0,1.0386,20.994,8.8175,8.0246,1.7635,1.6049
TP001,9,CH22,CH220001,1937,1941,ALL,0,7.3719,51.1762,18.9352,28.4646,4.7338,28.4646
TP001,7,CH22,CH220001,1937,1941,ALRU,0,7.3669,51.1454,18.9238,28.4476,4.731,7.1119
TP001,7,CH22,CH220001,1937,1941,RHPU,0,0.0049,0.0308,0.0114,0.0169,0.0028,0.0042
TP001,9,CH22,CH220001,1941,1946,ALL,0,8.6249,72.3695,26.7767,38.6284,5.36,38.636
TP001,7,CH22,CH220001,1941,1946,ALRU,0,8.619,72.329,26.7617,38.6062,5.357,7.7288
TP001,7,CH22,CH220001,1941,1946,RHPU,0,0.0059,0.0405,0.015,0.0222,0.003,0.0044
TP001,9,CH22,CH220001,1946,1951,ALL,0,5.5574,58.5686,21.6704,29.8942,4.3726,29.9578
TP001,7,CH22,CH220001,1946,1951,ALRU,0,5.5535,58.5403,21.6599,29.8788,4.3705,6.0393
TP001,7,CH22,CH220001,1946,1951,RHPU,0,0.004,0.0282,0.0104,0.0154,0.0021,0.0031
TP001,9,CH22,CH220001,1951,1956,ALL,0,4.2723,52.5359,19.4383,25.8888,4.3756,26.673
TP001,7,CH22,CH220001,1951,1956,ALRU,0,4.1806,51.7213,19.1369,25.5883,4.3153,5.9019
TP001,7,CH22,CH220001,1951,1956,PISI,0,0.0838,0.7527,0.2785,0.2668,0.0557,0.0534
TP001,7,CH22,CH220001,1951,1956,RHPU,0,0.0079,0.062,0.0229,0.0338,0.0046,0.0068
TP001,9,CH22,CH220001,1956,1967,ALL,0,4.996,68.5408,25.3601,32.845,2.6702,33.4135
TP001,7,CH22,CH220001,1956,1967,ALRU,0,4.7756,66.0367,24.4336,31.9196,2.586,3.4703
TP001,7,CH22,CH220001,1956,1967,PISI,0,0.1977,2.3038,0.8524,0.8167,0.0775,0.0742
TP001,7,CH22,CH220001,1956,1967,RHPU,0,0.0227,0.2003,0.0741,0.1087,0.0067,0.0099
TP001,9,CH22,CH220001,1967,1968,ALL,0,0.893,10.7909,3.9926,5.0609,10.4255,14.7951
TP001,7,CH22,CH220001,1967,1968,ALRU,0,0.7843,9.4908,3.5116,4.6743,9.9445,14.4085
TP001,7,CH22,CH220001,1967,1968,PISI,0,0.1604,1.6888,0.6249,0.5986,0.6249,0.5986
TP001,7,CH22,CH220001,1967,1968,RHPU,0,-0.0516,-0.3887,-0.1438,-0.212,-0.1438,-0.212
TP001,9,CH22,CH220001,1968,1980,ALL,0,6.811,98.513,36.4498,43.7185,3.0723,43.769
TP001,7,CH22,CH220001,1968,1980,ALRU,0,4.8384,74.7656,27.6633,35.3001,2.3263,2.9727
TP001,7,CH22,CH220001,1968,1980,PISI,0,1.9726,23.7474,8.7865,8.4185,0.734,0.7033
TP001,7,CH22,CH220001,1968,1980,RHPU,0,0,0,0,0,0,0
TP001,9,CH22,CH220001,1980,1985,ALL,0,1.401,29.7647,11.0129,11.3808,4.2312,14.2852
TP001,7,CH22,CH220001,1980,1985,ALRU,0,0.2256,13.3616,4.9438,5.5652,2.8749,3.8809
TP001,7,CH22,CH220001,1980,1985,PISI,0,1.1754,16.4031,6.0692,5.8156,1.3563,1.2996
TP001,9,CH22,CH220001,1985,1996,ALL,0,2.486,54.9943,20.3479,21.2457,2.3894,22.0305
TP001,7,CH22,CH220001,1985,1996,ALRU,0,0.6207,26.0141,9.6252,10.9699,1.4094,1.7771
TP001,7,CH22,CH220001,1985,1996,PISI,0,1.8653,28.9802,10.7227,10.2757,0.98,0.9391
TP001,9,CH22,CH220001,1996,2001,ALL,0,-1.9805,-8.2091,-3.0374,-6.58,2.0908,-2.7832
TP001,7,CH22,CH220001,1996,2001,ALRU,0,-2.4996,-18.0149,-6.6655,-10.0575,1.278,1.7019
TP001,7,CH22,CH220001,1996,2001,PISI,0,0.5191,9.8058,3.6282,3.4774,0.8128,0.779
TP001,9,CH22,CH220001,2001,2006,ALL,0,0.2664,15.8322,5.8579,4.3507,4.1811,8.4441
TP001,7,CH22,CH220001,2001,2006,ALRU,0,-0.9212,-3.9403,-1.4579,-2.6606,2.4955,3.3481
TP001,7,CH22,CH220001,2001,2006,PISI,0,1.1875,19.7725,7.3158,7.0113,1.6856,1.6154
TP001,9,CH23,CH230001,1937,1941,ALL,0,9.6426,70.7883,26.1917,38.8709,6.5479,38.8709
TP001,7,CH23,CH230001,1937,1941,ALRU,0,9.6426,70.7883,26.1917,38.8709,6.5479,9.7177
TP001,9,CH23,CH230001,1941,1946,ALL,0,6.8994,66.6486,24.66,34.6418,4.9569,34.6837
TP001,7,CH23,CH230001,1941,1946,ALRU,0,6.8994,66.6486,24.66,34.6418,4.9569,6.9702
TP001,9,CH23,CH230001,1946,1951,ALL,0,3.1534,46.2456,17.1109,22.4819,3.9218,23.3117
TP001,7,CH23,CH230001,1946,1951,ALRU,0,3.1534,46.2456,17.1109,22.4819,3.9218,5.3262
TP001,9,CH23,CH230001,1951,1956,ALL,0,3.247,50.1105,18.5409,22.796,4.8385,24.6162
TP001,7,CH23,CH230001,1951,1956,ALRU,0,2.4882,42.3728,15.678,20.0534,4.2659,5.8309
TP001,7,CH23,CH230001,1951,1956,PISI,0,0.7589,7.7377,2.8629,2.7426,0.5726,0.5485
TP001,9,CH23,CH230001,1956,1968,ALL,0,5.8563,90.8729,33.623,40.4864,3.3462,41.3406
TP001,7,CH23,CH230001,1956,1968,ALRU,0,4.3563,70.8995,26.2328,33.4053,2.7303,3.638
TP001,7,CH23,CH230001,1956,1968,PISI,0,1.5,19.9734,7.3901,7.0811,0.6158,0.5901
TP001,9,CH23,CH230001,1968,1980,ALL,0,5.3149,95.223,35.2325,39.5839,3.7967,40.8581
TP001,7,CH23,CH230001,1968,1980,ALRU,0,2.8654,58.264,21.5577,26.4794,2.6039,3.4298
TP001,7,CH23,CH230001,1968,1980,PISI,0,2.4494,36.959,13.6748,13.1045,1.1928,1.1431
TP001,9,CH23,CH230001,1980,1985,ALL,0,-1.1265,9.516,3.5209,-0.225,3.049,3.2377
TP001,7,CH23,CH230001,1980,1985,ALRU,0,-2.6023,-14.5863,-5.3969,-8.7715,1.2654,1.7084
TP001,7,CH23,CH230001,1980,1985,PISI,0,1.4758,24.1023,8.9178,8.5465,1.7836,1.7093
TP001,9,CH23,CH230001,1985,1996,ALL,0,3.9849,71.4164,26.4241,28.4107,3.6853,30.2397
TP001,7,CH23,CH230001,1985,1996,ALRU,0,1.5264,29.969,11.0885,13.5702,2.2912,3.0627
TP001,7,CH23,CH230001,1985,1996,PISI,0,2.3568,40.7009,15.0593,14.433,1.369,1.3121
TP001,7,CH23,CH230001,1985,1996,RHPU,0,0.1017,0.7466,0.2762,0.4075,0.0251,0.037
TP001,9,CH23,CH230001,1996,2001,ALL,0,1.8961,41.5298,15.366,16.01,4.5226,18.0283
TP001,7,CH23,CH230001,1996,2001,ALRU,0,0.5285,17.2055,6.366,7.3372,2.6292,3.3964
TP001,7,CH23,CH230001,1996,2001,PISI,0,1.3412,24.0741,8.9074,8.5372,1.8748,1.7969
TP001,7,CH23,CH230001,1996,2001,RHPU,0,0.0264,0.2502,0.0926,0.1355,0.0185,0.0271
TP001,9,CH23,CH230001,2001,2006,ALL,0,-1.3423,1.5186,0.5619,-4.9723,1.5669,-2.9421
