DBCODE,ENTITY,TREEID,COMPONENT,YEAR_AGG,YEAR_RAW,BA_M2,VOL_M3,BIO_MG,JENKBIO_MG,SPECIES,TAG,TREE_STATUS,DBH,CHECK_NOTES
TP001,11,HR01000600008,VSW,1989,1989,0.0135,0.1426,0.052758248,0.050541941,PISI,260,1,13.1,
TP001,11,HR01000600008,VSW,1995,1995,0.0184,0.2048,0.075772936,0.072593193,PISI,260,1,15.3,
TP001,11,HR01000600008,VSW,2000,2000,0.0252,0.2953,0.109261452,0.104681322,PISI,260,1,17.9,
TP001,11,HR01000600008,VSW,2007,2007,0.0401,0.5086,0.18818915,0.180313061,PISI,260,1,22.6,
TP001,11,HR01000600009,VSW,1978,1978,0.0032,0.0268,0.009927169,0.009508097,PISI,261,1,6.4,
TP001,11,HR01000600009,VSW,1984,1984,0.0041,0.0353,0.01306511,0.012514015,PISI,261,1,7.2,
TP001,11,HR01000600009,VSW,1989,1989,0.0041,0.0353,0.01306511,0.012514015,PISI,261,6,0.0,S NO NEEDLES;  STANDING
TP001,11,HR01000600010,VSW,1978,1978,0.0029,0.024,0.008875705,0.008500899,PISI,262,1,6.1,
TP001,11,HR01000600010,VSW,1984,1984,0.0049,0.0438,0.016221092,0.015537307,PISI,262,1,7.9,
TP001,11,HR01000600010,VSW,1989,1989,0.0049,0.0438,0.016221092,0.015537307,PISI,262,6,0.0,NO FIND; dbh estimated by interpolation; /M 1995 searched well
TP001,11,HR01000600011,VSW,1978,1978,0.0021,0.0165,0.00611693,0.005858341,PISI,263,1,5.2,
TP001,11,HR01000600011,VSW,1984,1984,0.004,0.0342,0.012645854,0.012112392,PISI,263,1,7.1,
TP001,11,HR01000600011,VSW,1989,1989,0.0054,0.0492,0.018201359,0.017434356,PISI,263,1,8.3,DYING;  KNOCKED DOWN BY SNAG
TP001,11,HR01000600011,VSW,1995,1995,0.0054,0.0492,0.018201359,0.017434356,PISI,263,6,0.0,no tree in area. presumed dead
TP001,11,HR01000600012,VSW,1978,1978,0.0023,0.0181,0.006679684,0.006397378,PISI,264,1,5.4,
TP001,11,HR01000600012,VSW,1984,1984,0.0041,0.0353,0.01306511,0.012514015,PISI,264,1,7.2,
TP001,11,HR01000600012,VSW,1989,1989,0.0044,0.0388,0.014369993,0.013764025,PISI,264,1,7.5,
TP001,11,HR01000600012,VSW,1995,1995,0.0044,0.0388,0.014369993,0.013764025,PISI,264,6,0.0,
TP001,11,HR01000600013,VSW,1978,1978,0.0048,0.0426,0.015746292,0.015082465,PISI,265,1,7.8,
TP001,11,HR01000600013,VSW,1984,1984,0.0117,0.1208,0.044689431,0.042811171,PISI,265,1,12.2,
TP001,11,HR01000600013,VSW,1989,1989,0.0191,0.2143,0.079283034,0.075956435,PISI,265,1,15.6,
TP001,11,HR01000600013,VSW,1995,1995,0.0216,0.2477,0.091644364,0.087800738,PISI,265,1,16.6,
TP001,11,HR01000600013,VSW,2000,2000,0.0254,0.2992,0.110690202,0.106050357,PISI,265,1,18.0,
TP001,11,HR01000600013,VSW,2007,2007,0.0327,0.4006,0.148207865,0.142000709,PISI,265,1,20.4,
TP001,11,HR01000600014,VSW,1978,1978,0.0924,1.2314,0.517188647,0.509642593,TSHE,266,1,34.3,
TP001,11,HR01000600014,VSW,1984,1984,0.1201,1.7307,0.726911048,0.705365628,TSHE,266,1,39.1,
TP001,11,HR01000600014,VSW,1989,1989,0.1439,2.1892,0.919458868,0.882777907,TSHE,266,1,42.8,
TP001,11,HR01000600014,VSW,1995,1995,0.1735,2.7922,1.17270349,1.113603307,TSHE,266,1,47.0,mistletoe
TP001,11,HR01000600014,VSW,2000,2000,0.2035,3.4349,1.442653186,1.357176691,TSHE,266,1,50.9,
TP001,11,HR01000600014,VSW,2007,2007,0.2715,4.9976,2.098977714,1.941421273,TSHE,266,1,58.8,
TP001,11,HR01000600015,VSW,1978,1978,0.0028,0.0231,0.008540089,0.008179415,PISI,267,1,6.0,
TP001,11,HR01000600015,VSW,1984,1984,0.0028,0.0231,0.008540089,0.008179415,PISI,267,1,6.0,
TP001,11,HR01000600015,VSW,1989,1985,0.0028,0.0231,0.008540089,0.008179415,PISI,267,6,0.0,
TP001,11,HR01000600016,VSW,1978,1978,0.002,0.0158,0.005846115,0.005598942,PISI,268,1,5.1,
TP001,11,HR01000600016,VSW,1984,1979,0.002,0.0158,0.005846115,0.005598942,PISI,268,6,0.0,
TP001,11,HR01000600017,VSW,1978,1978,0.266,4.8661,2.043767268,1.892634626,TSHE,269,1,58.2,
TP001,11,HR01000600017,VSW,1984,1984,0.2961,5.5924,2.348788297,2.161463386,TSHE,269,1,61.4,
TP001,11,HR01000600017,VSW,1989,1989,0.3339,6.5369,2.74549825,2.508770136,TSHE,269,1,65.2,
TP001,11,HR01000600017,VSW,1995,1995,0.3761,7.6309,3.204976309,2.908212588,TSHE,269,1,69.2,
TP001,11,HR01000600017,VSW,2000,2000,0.4243,8.9252,3.748584112,3.377476145,TSHE,269,1,73.5,
TP001,11,HR01000600017,VSW,2007,2007,0.4902,10.7663,4.521849901,4.039789643,TSHE,269,1,79.0,
TP001,11,HR01000600018,VSW,1978,1978,0.0026,0.0213,0.007890923,0.007557587,PISI,270,1,5.8,
TP001,11,HR01000600018,VSW,1984,1984,0.0047,0.0413,0.015279533,0.014635326,PISI,270,1,7.7,
TP001,11,HR01000600018,VSW,1989,1989,0.0095,0.0949,0.035102774,0.033626389,PISI,270,1,11.0,
TP001,11,HR01000600018,VSW,1995,1995,0.0131,0.1376,0.050898959,0.048760534,PISI,270,1,12.9,
TP001,11,HR01000600018,VSW,2000,2000,0.0165,0.1807,0.066853459,0.064046981,PISI,270,1,14.5,
TP001,11,HR01000600018,VSW,2007,2007,0.0201,0.2273,0.084104939,0.080576632,PISI,270,1,16.0,
TP001,11,HR01000600019,VSW,1978,1978,0.0031,0.0259,0.009569205,0.009165202,PISI,271,1,6.3,
TP001,11,HR01000600019,VSW,1984,1984,0.0054,0.0492,0.018201359,0.017434356,PISI,271,1,8.3,
TP001,11,HR01000600019,VSW,1989,1989,0.0054,0.0492,0.018201359,0.017434356,PISI,271,6,0.0,NO FIND; dbh estimated by interpolation; /M 1995 not found
TP001,11,HR01000600020,VSW,1978,1978,0.0027,0.0222,0.008211842,0.007864991,PISI,272,1,5.9,
TP001,11,HR01000600020,VSW,1984,1984,0.0036,0.0309,0.011434692,0.010952181,PISI,272,1,6.8,
TP001,11,HR01000600020,VSW,1989,1989,0.0036,0.0309,0.011434692,0.010952181,PISI,272,6,0.0,NO FIND; dbh estimated by interpolation; /M 1995 not found
TP001,11,HR01000600021,VSW,1984,1984,0.0021,0.0165,0.00611693,0.005858341,PISI,6029,2,5.2,
TP001,11,HR01000600021,VSW,1989,1989,0.0029,0.024,0.008875705,0.008500899,PISI,6029,1,6.1,
TP001,11,HR01000600021,VSW,1995,1995,0.0033,0.0278,0.01029266,0.009858206,PISI,6029,1,6.5,knocked over. 85 degrees lean
TP001,11,HR01000600021,VSW,2000,2000,0.0033,0.0278,0.01029266,0.009858206,PISI,6029,6,0.0,
TP001,11,HR01000600022,VSW,1984,1984,0.0053,0.0478,0.017694064,0.016948377,PISI,6039,2,8.2,
TP001,11,HR01000600022,VSW,1989,1989,0.0137,0.1451,0.053702204,0.05144636,PISI,6039,1,13.2,
TP001,11,HR01000600022,VSW,1995,1995,0.0191,0.2143,0.079283034,0.075956435,PISI,6039,1,15.6,
TP001,11,HR01000600022,VSW,2000,2000,0.0257,0.3031,0.112129565,0.107429564,PISI,6039,1,18.1,
TP001,11,HR01000600022,VSW,2007,2007,0.038,0.4777,0.176743476,0.169345044,PISI,6039,1,22.0,
TP001,11,HR01000600023,VSW,1984,1984,0.0026,0.0213,0.007890923,0.007557587,PISI,6040,2,5.8,
TP001,11,HR01000600023,VSW,1989,1989,0.0032,0.0268,0.009927169,0.009508097,PISI,6040,1,6.4,
TP001,11,HR01000600023,VSW,1995,1995,0.0032,0.0268,0.009927169,0.009508097,PISI,6040,1,6.4,searched well; not found;  dbh estimated assuming no growth
TP001,11,HR01000600023,VSW,2000,2000,0.0038,0.0331,0.01223439,0.011718236,PISI,6040,6,0.0,missing in 1995;  2000;  2007; MORT IN OFFICE 2007
TP001,11,HR01000600024,VSW,1984,1984,0.0027,0.0222,0.008211842,0.007864991,PISI,6041,2,5.9,
TP001,11,HR01000600024,VSW,1989,1989,0.003,0.0249,0.009218731,0.008829482,PISI,6041,1,6.2,DYING;  KNOCKED DOWN BY SNAG
TP001,11,HR01000600024,VSW,1995,1995,0.003,0.0249,0.009218731,0.008829482,PISI,6041,6,0.0,
TP001,11,HR01000600025,VSW,1984,1984,0.0031,0.0259,0.009569205,0.009165202,PISI,6042,2,6.3,
TP001,11,HR01000600025,VSW,1989,1989,0.0041,0.0353,0.01306511,0.012514015,PISI,6042,1,7.2,
TP001,11,HR01000600025,VSW,1995,1995,0.0048,0.0426,0.015746292,0.015082465,PISI,6042,1,7.8,wound 40cm at about 50cm height
TP001,11,HR01000600025,VSW,2000,2000,0.0049,0.0438,0.016221092,0.015537307,PISI,6042,1,7.9,
TP001,11,HR01000600025,VSW,2007,2000,0.0049,0.0438,0.016221092,0.015537307,PISI,6042,1,7.9,
TP001,11,HR01000600026,VSW,1984,1984,0.0054,0.0492,0.018201359,0.017434356,PISI,6043,2,8.3,
TP001,11,HR01000600026,VSW,1989,1989,0.0087,0.0851,0.031493951,0.030168928,PISI,6043,1,10.5,
TP001,11,HR01000600026,VSW,1995,1995,0.0087,0.0851,0.031493951,0.030168928,PISI,6043,6,0.0,
TP001,11,HR01000600027,VSW,1984,1984,0.003,0.0249,0.009218731,0.008829482,PISI,6057,2,6.2,
TP001,11,HR01000600027,VSW,1989,1989,0.003,0.0249,0.009218731,0.008829482,PISI,6057,6,0.0,30 DEG BROKEN TOP S
TP001,11,HR01000600028,VSW,1984,1984,0.0037,0.032,0.011830682,0.011331511,PISI,6058,2,6.9,
TP001,11,HR01000600028,VSW,1989,1989,0.0053,0.0478,0.017694064,0.016948377,PISI,6058,1,8.2,20 DEG;  BROKEN TOP
TP001,11,HR01000600028,VSW,1995,1995,0.0053,0.0478,0.017694064,0.016948377,PISI,6058,1,8.2,Not found;  dbh estimated assuming no growth
TP001,11,HR01000600028,VSW,2000,2000,0.0053,0.0478,0.017694064,0.016948377,PISI,6058,6,0.0,missing in 1995;  2000;  2007; MORT IN OFFICE 2007
TP001,11,HR01000600029,VSW,1984,1984,0.003,0.0249,0.009218731,0.008829482,PISI,6059,2,6.2,
TP001,11,HR01000600029,VSW,1989,1989,0.0061,0.0564,0.020861584,0.019982831,PISI,6059,1,8.8,
TP001,11,HR01000600029,VSW,1995,1995,0.009,0.0889,0.032910666,0.031526217,PISI,6059,1,10.7,
TP001,11,HR01000600029,VSW,2000,2000,0.0115,0.1185,0.043839862,0.041997205,PISI,6059,1,12.1,
TP001,11,HR01000600029,VSW,2007,2007,0.0158,0.1721,0.063672239,0.060998925,PISI,6059,1,14.2,
TP001,11,HR01000600030,VSW,1984,1984,0.0034,0.0288,0.010665719,0.010215565,PISI,6060,2,6.6,
TP001,11,HR01000600030,VSW,1989,1989,0.0066,0.0625,0.02314019,0.02216575,PISI,6060,1,9.2,
TP001,11,HR01000600030,VSW,1995,1995,0.0066,0.0625,0.02314019,0.02216575,PISI,6060,1,9.2,Not found;  dbh estimated assuming no growth
TP001,11,HR01000600030,VSW,2000,2000,0.0066,0.0625,0.02314019,0.02216575,PISI,6060,6,0.0,missing in 1995;  2000;  2007; MORT IN OFFICE 2007
TP001,11,HR01000600031,VSW,1989,1989,0.0093,0.0929,0.034363097,0.032917731,PISI,6056,2,10.9,DYING;  KNOCKED DOWN BY SNAG
TP001,11,HR01000600031,VSW,1995,1995,0.0093,0.0929,0.034363097,0.032917731,PISI,6056,6,0.0,
TP001,11,HR01000600032,VSW,1989,1989,0.0028,0.0231,0.008540089,0.008179415,PISI,7572,2,6.0,
TP001,11,HR01000600032,VSW,1995,1995,0.0036,0.0309,0.011434692,0.010952181,PISI,7572,1,6.8,leaning 50 degrees;  slightly uproated. supported by fence.
TP001,11,HR01000600032,VSW,2000,2000,0.0037,0.032,0.011830682,0.011331511,PISI,7572,1,6.9,leaning 50 degrees;  slightly uproated. supported by fence.
TP001,11,HR01000600032,VSW,2007,2007,0.0041,0.0353,0.01306511,0.012514015,PISI,7572,1,7.2,
TP001,11,HR01000600033,VSW,1989,1989,0.0032,0.0268,0.009927169,0.009508097,PISI,7573,2,6.4,
TP001,11,HR01000600033,VSW,1995,1995,0.0044,0.0388,0.014369993,0.013764025,PISI,7573,1,7.5,
TP001,11,HR01000600033,VSW,2000,2000,0.0059,0.0549,0.020312931,0.019457222,PISI,7573,1,8.7,
TP001,11,HR01000600033,VSW,2007,2007,0.0066,0.0625,0.02314019,0.02216575,PISI,7573,1,9.2,
TP001,11,HR01000600034,VSW,1995,1995,0.0027,0.0222,0.008211842,0.007864991,PISI,5959,2,5.9,from 270 191 degrees 5m
TP001,11,HR01000600034,VSW,2000,2000,0.0037,0.032,0.011830682,0.011331511,PISI,5959,1,6.9,
TP001,11,HR01000600034,VSW,2007,2007,0.0054,0.0492,0.018201359,0.017434356,PISI,5959,1,8.3,
TP001,11,HR01000600035,VSW,1995,1995,0.0032,0.0268,0.009927169,0.009508097,PISI,5960,2,6.4,from 270 144 degrees 4m
TP001,11,HR01000600035,VSW,2000,2000,0.0043,0.0376,0.013927144,0.013339797,PISI,5960,1,7.4,
TP001,11,HR01000600035,VSW,2007,2007,0.0055,0.0506,0.01871686,0.017928198,PISI,5960,1,8.4,CROSS STRAIGHT
TP001,11,HR01000600036,VSW,1995,1995,0.003,0.0249,0.009218731,0.008829482,PISI,5961,2,6.2,from 270 90 degrees 2.85m
TP001,11,HR01000600036,VSW,2000,2000,0.004,0.0342,0.012645854,0.012112392,PISI,5961,1,7.1,
TP001,11,HR01000600036,VSW,2007,2007,0.004,0.0342,0.012645854,0.012112392,PISI,5961,6,0.0,FELL OFF NURSE LOG
TP001,11,HR01000600037,VSW,1995,1995,0.0026,0.0205,0.007577289,0.007257165,PISI,5962,2,5.7,from 260 188 degrees 3.8m
TP001,11,HR01000600037,VSW,2000,2000,0.0034,0.0288,0.010665719,0.010215565,PISI,5962,1,6.6,
TP001,11,HR01000600037,VSW,2007,2007,0.0034,0.0288,0.010665719,0.010215565,PISI,5962,6,0.0,UPROOT
TP001,11,HR01000600038,VSW,2000,2000,0.0029,0.024,0.008875705,0.008500899,PISI,4745,2,6.1,From 266 at 50 deg. 3.57 m
TP001,11,HR01000600038,VSW,2007,2007,0.0033,0.0278,0.01029266,0.009858206,PISI,4745,1,6.5,
TP001,11,HR01000600039,VSW,2000,2000,0.0041,0.0353,0.01306511,0.012514015,PISI,4746,2,7.2,From 6059 at 60 deg. 3.4 m
TP001,11,HR01000600039,VSW,2007,2007,0.0054,0.0492,0.018201359,0.017434356,PISI,4746,1,8.3,
TP001,11,HR01000600040,VSW,2000,2000,0.0023,0.0181,0.006679684,0.006397378,PISI,4747,2,5.4,From 6059 at 60 deg. 3.42 m
TP001,11,HR01000600040,VSW,2007,2007,0.0025,0.0197,0.0072709,0.006963683,PISI,4747,1,5.6,
TP001,11,HR01000600041,VSW,2000,2000,0.0061,0.0564,0.020861584,0.019982831,PISI,4748,2,8.8,From 6059 at 60 deg. 7.5 m
TP001,11,HR01000600041,VSW,2007,2007,0.0079,0.076,0.028106949,0.02692403,PISI,4748,1,10.0,
TP001,11,HR01000600042,VSW,2000,2000,0.0043,0.0376,0.013927144,0.013339797,PISI,4749,2,7.4,From 6059 at 60 deg. 8.2 m
TP001,11,HR01000600042,VSW,2007,2007,0.0059,0.0549,0.020312931,0.019457222,PISI,4749,1,8.7,
TP001,11,HR01000600043,VSW,2000,2000,0.0029,0.024,0.008875705,0.008500899,PISI,4750,2,6.1,From 6059 at 82 deg. 5.75 m
TP001,11,HR01000600043,VSW,2007,2007,0.0038,0.0331,0.01223439,0.011718236,PISI,4750,1,7.0,
TP001,11,HR01000600044,VSW,2000,2000,0.0025,0.0197,0.0072709,0.006963683,PISI,4751,2,5.6,From 6059 at 204 deg. 1.6 m
TP001,11,HR01000600044,VSW,2007,2007,0.0025,0.0197,0.0072709,0.006963683,PISI,4751,6,0.0,TOP BROKE
TP001,11,HR01000600045,VSW,2000,2000,0.0021,0.0165,0.00611693,0.005858341,PISI,4752,2,5.2,From 5960 at 100 deg. 1.85 m
TP001,11,HR01000600045,VSW,2007,2007,0.0021,0.0165,0.00611693,0.005858341,PISI,4752,6,0.0,FELL OFF NURSE LOG
TP001,11,HR01000600046,VSW,2000,2000,0.003,0.0249,0.009218731,0.008829482,PISI,4753,2,6.2,From 5959 at 180 deg. 2.0 m
TP001,11,HR01000600046,VSW,2007,2000,0.003,0.0249,0.009218731,0.008829482,PISI,4753,2,6.2,From 5959 at 180 deg. 2.0 m
TP001,11,HR01000600047,VSW,2000,2000,0.0023,0.0181,0.006679684,0.006397378,PISI,4754,2,5.4,From 5959 at 228 deg. 2.65 m
TP001,11,HR01000600047,VSW,2007,2000,0.0023,0.0181,0.006679684,0.006397378,PISI,4754,2,5.4,From 5959 at 228 deg. 2.65 m
TP001,11,HR01000600048,VSW,2000,2000,0.0025,0.0197,0.0072709,0.006963683,PISI,4755,2,5.6,From 231 at 318 deg. estimate 10 m
TP001,11,HR01000600048,VSW,2007,2000,0.0025,0.0197,0.0072709,0.006963683,PISI,4755,2,5.6,From 231 at 318 deg. estimate 10 m
TP001,11,HR01000600049,VSW,2000,2000,0.0053,0.0478,0.017694064,0.016948377,PISI,5885,2,8.2,From NE corner post of elk exclosure 1.5 at 39 deg
TP001,11,HR01000600049,VSW,2007,2007,0.009,0.0889,0.032910666,0.031526217,PISI,5885,1,10.7,might be in plot 6; CHKLOC; yes mapped in plot 6
TP001,11,HR01000600050,VSW,2007,2007,0.0054,0.0492,0.018201359,0.017434356,PISI,2905,2,8.3,
TP001,11,HR01000600051,VSW,2007,2007,0.002,0.0158,0.005846115,0.005598942,PISI,2975,2,5.1,
TP001,11,HR01000600052,VSW,2007,2007,0.005,0.0451,0.016703964,0.015999885,PISI,2986,2,8.0,
TP001,11,HR01000700001,VSW,1978,1978,0.3278,6.3817,2.680318387,2.451872357,TSHE,273,1,64.6,
TP001,11,HR01000700001,VSW,1984,1984,0.3568,7.1257,2.992797275,2.724103188,TSHE,273,1,67.4,
TP001,11,HR01000700001,VSW,1989,1989,0.387,7.9208,3.326738125,3.013615196,TSHE,273,1,70.2,
TP001,11,HR01000700001,VSW,1995,1995,0.4151,8.6749,3.643467291,3.286989935,TSHE,273,1,72.7,hit by log;  bark off on 1 side;  also looks like top broken
TP001,11,HR01000700001,VSW,2000,2000,0.4151,8.6749,3.643467291,3.286989935,TSHE,273,6,0.0,
TP001,11,HR01000700002,VSW,1978,1978,0.0962,1.2978,0.545069066,0.535842717,TSHE,274,1,35.0,
TP001,11,HR01000700002,VSW,1984,1984,0.1018,1.3964,0.586472515,0.574640078,TSHE,274,1,36.0,
TP001,11,HR01000700002,VSW,1989,1989,0.1064,1.4784,0.620947654,0.606850431,TSHE,274,1,36.8,
TP001,11,HR01000700002,VSW,1995,1995,0.1122,1.5851,0.665758214,0.648597155,TSHE,274,1,37.8,white rot on bole to 2.5m up
TP001,11,HR01000700002,VSW,2000,2000,0.1263,1.8481,0.776220315,0.750981664,TSHE,274,1,40.1,
TP001,11,HR01000700002,VSW,2007,2007,0.1562,2.4366,1.023362406,0.977791833,TSHE,274,1,44.6,
TP001,11,HR01000700003,VSW,1978,1978,0.1075,1.4994,0.62975635,0.61506731,TSHE,275,1,37.0,
TP001,11,HR01000700003,VSW,1984,1984,0.114,1.618,0.679577535,0.661445585,TSHE,275,1,38.1,
TP001,11,HR01000700003,VSW,1989,1989,0.1201,1.7307,0.726911048,0.705365628,TSHE,275,1,39.1,
TP001,11,HR01000700003,VSW,1995,1995,0.1244,1.8124,0.761218283,0.737117534,TSHE,275,1,39.8,witches brooms
TP001,11,HR01000700003,VSW,2000,2000,0.134,1.9953,0.838041806,0.807988808,TSHE,275,1,41.3,
TP001,11,HR01000700003,VSW,2007,2007,0.1684,2.6854,1.127850489,1.072900773,TSHE,275,1,46.3,
TP001,11,HR01000700004,VSW,1978,1978,0.0835,1.079,0.453183736,0.449246849,TSHE,276,1,32.6,
TP001,11,HR01000700004,VSW,1984,1984,0.0913,1.2128,0.509387696,0.502300492,TSHE,276,1,34.1,
TP001,11,HR01000700004,VSW,1989,1989,0.0968,1.3074,0.549125687,0.539649732,TSHE,276,1,35.1,
TP001,11,HR01000700004,VSW,1995,1995,0.0968,1.3074,0.549125687,0.539649732,TSHE,276,6,0.0,
TP001,11,HR01000700005,VSW,1978,1978,1.1882,26.4406,9.783008241,9.378335479,PISI,277,1,123.0,
TP001,11,HR01000700005,VSW,1984,1984,1.2509,28.0726,10.3868561,9.957281983,PISI,277,1,126.2,
TP001,11,HR01000700005,VSW,1989,1989,1.2928,29.174,10.79439391,10.34801628,PISI,277,1,128.3,
TP001,11,HR01000700005,VSW,1995,1995,1.3437,30.517,11.29127431,10.824412,PISI,277,1,130.8,
TP001,11,HR01000700005,VSW,2000,2000,1.3499,30.6804,11.35175937,10.88240365,PISI,277,1,131.1,
TP001,11,HR01000700005,VSW,2007,2007,1.5837,36.9614,13.67571742,13.11058825,PISI,277,1,142.0,
TP001,11,HR01000700006,VSW,1978,1978,1.2668,28.4893,10.54105251,10.10512037,PISI,278,1,127.0,
TP001,11,HR01000700006,VSW,1984,1984,1.2728,28.6465,10.59921098,10.16088085,PISI,278,1,127.3,
TP001,11,HR01000700006,VSW,1989,1989,1.3355,30.2998,11.21091456,10.74736501,PISI,278,1,130.4,
TP001,11,HR01000700006,VSW,1995,1995,1.3355,30.2998,11.21091456,10.74736501,PISI,278,6,0.0,
TP001,11,HR01000700007,VSW,1978,1978,0.2419,4.301,1.806409167,1.682191737,TSHE,279,1,55.5,
TP001,11,HR01000700007,VSW,1984,1984,0.2615,4.7582,1.998448291,1.852544077,TSHE,279,1,57.7,
TP001,11,HR01000700007,VSW,1989,1989,0.2679,4.9097,2.062070185,1.908814503,TSHE,279,1,58.4,
TP001,11,HR01000700007,VSW,1995,1995,0.2971,5.6161,2.358743047,2.170209196,TSHE,279,1,61.5,witches broom; bark of on side from fallen log
TP001,11,HR01000700007,VSW,2000,2000,0.3167,6.1031,2.563313527,2.349576604,TSHE,279,1,63.5,needs new tag
TP001,11,HR01000700007,VSW,2007,2007,0.34,6.6944,2.811644249,2.566448888,TSHE,279,1,65.8,
TP001,11,HR01000700008,VSW,1978,1978,0.34,6.6944,2.811644249,2.566448888,TSHE,280,1,65.8,
TP001,11,HR01000700008,VSW,1984,1984,0.3718,7.5168,3.157051648,2.8666775,TSHE,280,1,68.8,
TP001,11,HR01000700008,VSW,1989,1989,0.4038,8.3682,3.514647938,3.175938763,TSHE,280,1,71.7,
TP001,11,HR01000700008,VSW,1995,1995,0.4465,9.5373,4.005654482,3.598289858,TSHE,280,1,75.4,
TP001,11,HR01000700008,VSW,2000,2000,0.4939,10.8729,4.566612711,4.077963874,TSHE,280,1,79.3,
TP001,11,HR01000700008,VSW,2007,2007,0.4989,11.016,4.626719025,4.129196645,TSHE,280,1,79.7,NNT; tagged as 2729 in 2007; re-establish as 280
TP001,11,HR01000700009,VSW,1978,1978,0.0531,0.5994,0.25173716,0.256272351,TSHE,281,1,26.0,
TP001,11,HR01000700009,VSW,1984,1984,0.0585,0.6804,0.285769713,0.289255003,TSHE,281,1,27.3,
TP001,11,HR01000700009,VSW,1989,1989,0.0661,0.7961,0.334348402,0.336032497,TSHE,281,1,29.0,
TP001,11,HR01000700009,VSW,1995,1995,0.074,0.9231,0.387701087,0.387054439,TSHE,281,1,30.7,
TP001,11,HR01000700009,VSW,2000,2000,0.0845,1.0963,0.460444858,0.456116983,TSHE,281,1,32.8,
TP001,11,HR01000700009,VSW,2007,2007,0.1152,1.6402,0.688887633,0.670094919,TSHE,281,1,38.3,
TP001,11,HR01000700010,VSW,1978,1978,1.3009,29.3866,10.87303712,10.42341712,PISI,282,1,128.7,
TP001,11,HR01000700010,VSW,1984,1984,1.3623,31.0089,11.47328355,10.99891829,PISI,282,1,131.7,
TP001,11,HR01000700010,VSW,1989,1989,1.3935,31.8387,11.78033259,11.29331069,PISI,282,1,133.2,
TP001,11,HR01000700010,VSW,1995,1995,1.3935,31.8387,11.78033259,11.29331069,PISI,282,6,0.0,
TP001,11,HR01000700011,VSW,1978,1978,0.6235,14.7184,6.181733235,5.44519481,TSHE,283,1,89.1,
TP001,11,HR01000700011,VSW,1984,1984,0.6533,15.637,6.567554418,5.769232999,TSHE,283,1,91.2,
TP001,11,HR01000700011,VSW,1989,1989,0.6866,16.6827,7.006730122,6.137038084,TSHE,283,1,93.5,
TP001,11,HR01000700011,VSW,1995,1995,0.7118,17.4825,7.342647168,6.417658609,TSHE,283,1,95.2,hollow; brown and white rot
TP001,11,HR01000700011,VSW,2000,2000,0.7118,17.4825,7.342647168,6.417658609,TSHE,283,6,0.0,
TP001,11,HR01000700012,VSW,1978,1978,0.4693,10.1745,4.273294082,3.827502503,TSHE,284,1,77.3,
TP001,11,HR01000700012,VSW,1984,1984,0.5014,11.088,4.656953692,4.154956347,TSHE,284,1,79.9,
TP001,11,HR01000700012,VSW,1989,1989,0.5191,11.6,4.872001503,4.337960238,TSHE,284,1,81.3,
TP001,11,HR01000700012,VSW,1995,1995,0.5502,12.5111,5.25465597,4.662703918,TSHE,284,1,83.7,
TP001,11,HR01000700012,VSW,2000,2000,0.5849,13.5463,5.689466592,5.030418018,TSHE,284,1,86.3,
TP001,11,HR01000700012,VSW,2007,2007,0.6305,14.934,6.272293627,5.521333527,TSHE,284,1,89.6,
TP001,11,HR01000700013,VSW,1984,1984,0.0026,0.0213,0.007890923,0.007557587,PISI,6992,2,5.8,
TP001,11,HR01000700013,VSW,1989,1989,0.004,0.0342,0.012645854,0.012112392,PISI,6992,1,7.1,
TP001,11,HR01000700013,VSW,1995,1995,0.0052,0.0465,0.017194944,0.016470231,PISI,6992,1,8.1,
TP001,11,HR01000700013,VSW,2000,2000,0.0075,0.0725,0.026813463,0.025684827,PISI,6992,1,9.8,
TP001,11,HR01000700013,VSW,2007,2007,0.01,0.101,0.037375984,0.035804278,PISI,6992,1,11.3,
TP001,11,HR01000700014,VSW,1989,1989,0.0026,0.0213,0.007890923,0.007557587,PISI,7701,2,5.8,NEXT TO 276
TP001,11,HR01000700014,VSW,1995,1995,0.0026,0.0213,0.007890923,0.007557587,PISI,7701,6,0.0,not incmt. missing- probably crushed by #276
TP001,11,HR01000700015,VSW,1989,1989,0.003,0.0249,0.009218731,0.008829482,PISI,7702,2,6.2,
TP001,11,HR01000700015,VSW,1995,1995,0.0045,0.0401,0.014820778,0.014195857,PISI,7702,1,7.6,not in CMT; from 273 185 degrees;  6.45m
TP001,11,HR01000700015,VSW,2000,2000,0.0062,0.0579,0.021418606,0.020516458,PISI,7702,1,8.9,
TP001,11,HR01000700015,VSW,2007,2007,0.0102,0.1031,0.038151869,0.036547633,PISI,7702,1,11.4,
TP001,11,HR01000700016,VSW,1989,1989,0.0028,0.0231,0.008540089,0.008179415,PISI,7703,2,6.0,NExT TO 274
TP001,11,HR01000700016,VSW,1995,1995,0.0033,0.0278,0.01029266,0.009858206,PISI,7703,1,6.5,not in CMT
TP001,11,HR01000700016,VSW,2000,2000,0.0047,0.0413,0.015279533,0.014635326,PISI,7703,1,7.7,
TP001,11,HR01000700016,VSW,2007,2007,0.0065,0.061,0.022557877,0.021607888,PISI,7703,1,9.1,
