DBCODE,ENTITY,TREEID,COMPONENT,YEAR_AGG,YEAR_RAW,BA_M2,VOL_M3,BIO_MG,JENKBIO_MG,SPECIES,TAG,TREE_STATUS,DBH,CHECK_NOTES
TP001,11,HR01000100001,VSW,1978,1978,1.6286,38.1868,14.12911731,13.54530888,PISI,201,1,144.0,
TP001,11,HR01000100001,VSW,1984,1984,1.5703,36.5982,13.54134249,12.98174967,PISI,201,1,141.4,
TP001,11,HR01000100001,VSW,1989,1989,1.5904,37.1438,13.74318923,13.17528023,PISI,201,1,142.3,
TP001,11,HR01000100001,VSW,1995,1995,1.6627,39.1209,14.47472095,13.87667548,PISI,201,1,145.5,
TP001,11,HR01000100001,VSW,2000,2000,1.6995,40.1314,14.84863228,14.2351848,PISI,201,1,147.1,
TP001,11,HR01000100001,VSW,2007,2007,1.8027,42.9867,15.862097,15.24812545,PISI,201,1,151.5,
TP001,11,HR01000100002,VSW,1978,1978,0.0819,1.0534,0.442424868,0.439058133,TSHE,202,1,32.3,
TP001,11,HR01000100002,VSW,1984,1984,0.1087,1.5206,0.638641507,0.62335025,TSHE,202,1,37.2,
TP001,11,HR01000100002,VSW,1989,1989,0.1333,1.9828,0.832778433,0.803142927,TSHE,202,1,41.2,
TP001,11,HR01000100002,VSW,1995,1995,0.1655,2.6255,1.102701799,1.050047354,TSHE,202,1,45.9,
TP001,11,HR01000100002,VSW,2000,2000,0.2003,3.3652,1.413373868,1.330865334,TSHE,202,1,50.5,
TP001,11,HR01000100002,VSW,2007,2007,0.2588,4.6942,1.971556429,1.828735337,TSHE,202,1,57.4,
TP001,11,HR01000100003,VSW,1978,1978,0.0968,1.3074,0.549125687,0.539649732,TSHE,203,1,35.1,
TP001,11,HR01000100003,VSW,1984,1984,0.1238,1.8006,0.756257584,0.732530397,TSHE,203,1,39.7,
TP001,11,HR01000100003,VSW,1989,1989,0.1507,2.3246,0.976337927,0.934847444,TSHE,203,1,43.8,
TP001,11,HR01000100003,VSW,1995,1995,0.1507,2.3246,0.976337927,0.934847444,TSHE,203,6,0.0,
TP001,11,HR01000100004,VSW,1978,1978,0.0881,1.1581,0.486420695,0.480654565,TSHE,204,1,33.5,
TP001,11,HR01000100004,VSW,1984,1984,0.1029,1.4166,0.594977851,0.582594438,TSHE,204,1,36.2,
TP001,11,HR01000100004,VSW,1989,1989,0.1122,1.5851,0.665758214,0.648597155,TSHE,204,1,37.8,
TP001,11,HR01000100004,VSW,1995,1995,0.1244,1.8124,0.761218283,0.737117534,TSHE,204,1,39.8,
TP001,11,HR01000100004,VSW,2000,2000,0.1333,1.9828,0.832778433,0.803142927,TSHE,204,1,41.2,nnt;  funky top
TP001,11,HR01000100004,VSW,2007,2007,0.1466,2.2428,0.941958575,0.903392034,TSHE,204,1,43.2,
TP001,11,HR01000100005,VSW,1978,1978,0.5411,10.5658,3.90934331,3.747191667,PISI,205,1,83.0,
TP001,11,HR01000100005,VSW,1984,1984,0.6151,12.2711,4.540308959,4.352069909,PISI,205,1,88.5,
TP001,11,HR01000100005,VSW,1989,1989,0.6263,12.5313,4.636596485,4.444377398,PISI,205,1,89.3,
TP001,11,HR01000100005,VSW,1995,1995,0.639,12.8278,4.746301746,4.549548302,PISI,205,1,90.2,
TP001,11,HR01000100005,VSW,2000,2000,0.6249,12.4986,4.624497403,4.432778417,PISI,205,1,89.2,ddc
TP001,11,HR01000100005,VSW,2007,2007,0.6662,13.4668,4.982727734,4.776203343,PISI,205,1,92.1,
TP001,11,HR01000100006,VSW,1978,1978,0.4465,9.5373,4.005654482,3.598289858,TSHE,206,1,75.4,
TP001,11,HR01000100006,VSW,1984,1984,0.5153,11.4891,4.825416559,4.298348389,TSHE,206,1,81.0,
TP001,11,HR01000100006,VSW,1989,1989,0.5675,13.0224,5.469403204,4.844478239,TSHE,206,1,85.0,
TP001,11,HR01000100006,VSW,1995,1995,0.6179,14.5473,6.109867473,5.384737756,TSHE,206,1,88.7,
TP001,11,HR01000100006,VSW,2000,2000,0.6808,16.4978,6.929093482,6.072095949,TSHE,206,1,93.1,nnt
TP001,11,HR01000100006,VSW,2007,2007,0.7744,19.5072,8.193029084,7.1255231,TSHE,206,1,99.3,
TP001,11,HR01000100007,VSW,1978,1978,0.0697,0.8544,0.358850655,0.359506813,TSHE,207,1,29.8,
TP001,11,HR01000100007,VSW,1984,1984,0.0735,0.9153,0.384427555,0.383933524,TSHE,207,1,30.6,
TP001,11,HR01000100007,VSW,1989,1989,0.0745,0.9309,0.390991712,0.390190449,TSHE,207,1,30.8,
TP001,11,HR01000100007,VSW,1995,1995,0.0745,0.9309,0.390991712,0.390190449,TSHE,207,6,0.0,
TP001,11,HR01000100008,VSW,1978,1978,2.0867,50.9839,18.81307709,18.0852794,PISI,208,1,163.0,Recorded dbh =    166.5
TP001,11,HR01000100008,VSW,1984,1984,2.0867,50.9839,18.81307709,18.0852794,PISI,208,1,163.0,
TP001,11,HR01000100008,VSW,1989,1989,2.1695,53.3487,19.68565542,18.92421177,PISI,208,1,166.2,
TP001,11,HR01000100008,VSW,1995,1995,2.1564,52.9751,19.5478245,18.79169518,PISI,208,1,165.7,double checked dbh; scarring of bole from 291 windthrouw
TP001,11,HR01000100008,VSW,2000,2000,2.2167,54.7058,20.18643309,19.40568201,PISI,208,1,168.0,
TP001,11,HR01000100008,VSW,2007,2007,2.2698,56.2366,20.75129604,19.94876857,PISI,208,1,170.0,NNT
TP001,11,HR01000100009,VSW,1978,1978,0.6969,17.0092,7.143877287,6.251680825,TSHE,209,1,94.2,
TP001,11,HR01000100009,VSW,1984,1984,0.7344,18.2074,7.647120931,6.671509978,TSHE,209,1,96.7,
TP001,11,HR01000100009,VSW,1989,1989,0.7729,19.4562,8.17160338,7.107730465,TSHE,209,1,99.2,
TP001,11,HR01000100009,VSW,1995,1995,0.8123,20.7563,8.717651815,7.560544949,TSHE,209,1,101.7,measured 80 cm above nail becuase of 291 windthrow; Recorded dbh =   95.4
TP001,11,HR01000100009,VSW,2000,2000,0.8528,22.1085,9.285590123,8.030153461,TSHE,209,1,104.2,Recorded dbh =     97.0
TP001,11,HR01000100009,VSW,2007,2007,0.8075,20.5976,8.650976572,7.505324406,TSHE,209,1,101.4,NNT
TP001,11,HR01000100010,VSW,1989,1989,0.0054,0.0492,0.018201359,0.017434356,PISI,7678,2,8.3,NEXT TO 202
TP001,11,HR01000100010,VSW,1995,1995,0.0135,0.1426,0.052758248,0.050541941,PISI,7678,1,13.1,
TP001,11,HR01000100010,VSW,2000,2000,0.0135,0.1426,0.052758248,0.050541941,PISI,7678,6,0.0,not found in 2000;  crushed by 291; not found in 2007; morted in office
TP001,11,HR01000100011,VSW,1989,1989,0.0037,0.032,0.011830682,0.011331511,PISI,7679,2,6.9,
TP001,11,HR01000100011,VSW,1995,1995,0.0071,0.0674,0.024938202,0.023888278,PISI,7679,1,9.5,
TP001,11,HR01000100011,VSW,2000,2000,0.0117,0.1208,0.044689431,0.042811171,PISI,7679,1,12.2,
TP001,11,HR01000100011,VSW,2007,2007,0.0189,0.2111,0.078102911,0.074825683,PISI,7679,1,15.5,
TP001,11,HR01000100012,VSW,1989,1989,0.0043,0.0376,0.013927144,0.013339797,PISI,7680,2,7.4,
TP001,11,HR01000100012,VSW,1995,1995,0.0092,0.0909,0.033632403,0.032217683,PISI,7680,1,10.8,
TP001,11,HR01000100012,VSW,2000,2000,0.0147,0.1583,0.058566067,0.056106535,PISI,7680,1,13.7,
TP001,11,HR01000100012,VSW,2007,2007,0.0214,0.2442,0.090362088,0.086572085,PISI,7680,1,16.5,
TP001,11,HR01000100013,VSW,1995,1995,0.0064,0.0594,0.021984026,0.021058134,PISI,5928,2,9.0,65 degrees Az from 202;  7m distant;  across 291 windthrow pitch sheeting
TP001,11,HR01000100013,VSW,2000,2000,0.0113,0.1162,0.042999595,0.041192153,PISI,5928,1,12.0,
TP001,11,HR01000100013,VSW,2007,2007,0.0196,0.2207,0.081673662,0.078247054,PISI,5928,1,15.8,
TP001,11,HR01000100014,VSW,1995,1995,0.0071,0.0674,0.024938202,0.023888278,PISI,5929,2,9.5,200 degrees Az from 7980;  5m distant
TP001,11,HR01000100014,VSW,2000,2000,0.0131,0.1376,0.050898959,0.048760534,PISI,5929,1,12.9,
TP001,11,HR01000100014,VSW,2007,2007,0.0227,0.2618,0.096876978,0.092814556,PISI,5929,1,17.0,
TP001,11,HR01000100015,VSW,1995,1995,0.0026,0.0205,0.007577289,0.007257165,PISI,5930,2,5.7,120 degrees Az from 208;  6m distant
TP001,11,HR01000100015,VSW,2000,2000,0.0036,0.0309,0.011434692,0.010952181,PISI,5930,1,6.8,
TP001,11,HR01000100015,VSW,2007,2007,0.0041,0.0353,0.01306511,0.012514015,PISI,5930,1,7.2,
TP001,11,HR01000100016,VSW,1995,1995,0.0065,0.061,0.022557877,0.021607888,PISI,5931,2,9.1,110 degrees Az from 208;  6m distant
TP001,11,HR01000100016,VSW,2000,2000,0.01,0.101,0.037375984,0.035804278,PISI,5931,1,11.3,
TP001,11,HR01000100016,VSW,2007,2007,0.0167,0.1836,0.067933589,0.065081902,PISI,5931,1,14.6,
TP001,11,HR01000100017,VSW,1995,1995,0.0029,0.024,0.008875705,0.008500899,PISI,5932,2,6.1,100 degrees Az from 208;  6.5m distant
TP001,11,HR01000100017,VSW,2000,2000,0.0037,0.032,0.011830682,0.011331511,PISI,5932,1,6.9,
TP001,11,HR01000100017,VSW,2007,2007,0.0044,0.0388,0.014369993,0.013764025,PISI,5932,1,7.5,
TP001,11,HR01000100018,VSW,1995,1995,0.0043,0.0376,0.013927144,0.013339797,PISI,5933,2,7.4,80 degrees Az from 208;  6m distant
TP001,11,HR01000100018,VSW,2000,2000,0.0087,0.0851,0.031493951,0.030168928,PISI,5933,1,10.5,
TP001,11,HR01000100018,VSW,2007,2007,0.0113,0.1162,0.042999595,0.041192153,PISI,5933,1,12.0,
TP001,11,HR01000100019,VSW,1995,1995,0.0042,0.0365,0.013492195,0.012923138,PISI,5934,2,7.3,205 degrees Az from 7980;  5m distant
TP001,11,HR01000100019,VSW,2000,2000,0.0079,0.076,0.028106949,0.02692403,PISI,5934,1,10.0,
TP001,11,HR01000100019,VSW,2007,2007,0.0127,0.1326,0.049077675,0.047015547,PISI,5934,1,12.7,
TP001,11,HR01000100020,VSW,2000,2000,0.0052,0.0465,0.017194944,0.016470231,PISI,5583,2,8.1,From 5932;  0.65 m at 90 deg
TP001,11,HR01000100020,VSW,2007,2007,0.0079,0.076,0.028106949,0.02692403,PISI,5583,1,10.0,
TP001,11,HR01000100021,VSW,2000,2000,0.0024,0.0188,0.006971713,0.006677101,PISI,5584,2,5.5,From 5931;  1.15 m at 26 deg
TP001,11,HR01000100021,VSW,2007,2007,0.0024,0.0188,0.006971713,0.006677101,PISI,5584,6,0.0,suppression
TP001,11,HR01000100022,VSW,2007,2007,0.0029,0.024,0.008875705,0.008500899,PISI,2612,2,6.1,
TP001,11,HR01000100023,VSW,2007,2007,0.0047,0.0413,0.015279533,0.014635326,PISI,2925,2,7.7,
TP001,11,HR01000100024,VSW,2007,2007,0.0021,0.0165,0.00611693,0.005858341,PISI,2929,2,5.2,
TP001,11,HR01000100025,VSW,2007,2007,0.0037,0.032,0.011830682,0.011331511,PISI,2996,2,6.9,
TP001,11,HR01000200001,VSW,1978,1978,0.1207,1.7423,0.731752566,0.709850567,TSHE,210,1,39.2,
TP001,11,HR01000200001,VSW,1984,1984,0.15,2.3108,0.970555335,0.929560209,TSHE,210,1,43.7,
TP001,11,HR01000200001,VSW,1989,1989,0.1765,2.8543,1.198818474,1.137269165,TSHE,210,1,47.4,
TP001,11,HR01000200001,VSW,1995,1995,0.1979,3.3135,1.391656284,1.311333303,TSHE,210,1,50.2,
TP001,11,HR01000200001,VSW,2000,2000,0.2206,3.8154,1.602483816,1.500393002,TSHE,210,1,53.0,
TP001,11,HR01000200001,VSW,2007,2007,0.2669,4.8879,2.052906178,1.900714286,TSHE,210,1,58.3,
TP001,11,HR01000200002,VSW,1978,1978,1.779,42.3279,15.61900843,15.01441624,PISI,211,1,150.5,
TP001,11,HR01000200002,VSW,1984,1984,1.7719,42.1314,15.54649976,14.94470534,PISI,211,1,150.2,
TP001,11,HR01000200002,VSW,1989,1989,1.8122,43.2519,15.95993323,15.34218689,PISI,211,1,151.9,
TP001,11,HR01000200002,VSW,1995,1995,1.7437,41.3507,15.29974095,14.6677131,PISI,211,1,149.0,tag missing;  temp tagged at existing nail
TP001,11,HR01000200002,VSW,2000,2000,1.7932,42.7225,15.76460424,15.1543943,PISI,211,1,151.1,
TP001,11,HR01000200002,VSW,2007,2007,1.8772,45.0659,16.62933458,15.98576283,PISI,211,1,154.6,NNT
TP001,11,HR01000200003,VSW,1978,1978,0.0903,1.1944,0.501659557,0.495021906,TSHE,212,1,33.9,
TP001,11,HR01000200003,VSW,1984,1984,0.1069,1.4889,0.62534246,0.610950623,TSHE,212,1,36.9,
TP001,11,HR01000200003,VSW,1989,1989,0.1263,1.8481,0.776220315,0.750981664,TSHE,212,1,40.1,
TP001,11,HR01000200003,VSW,1995,1995,0.1466,2.2428,0.941958575,0.903392034,TSHE,212,1,43.2,
TP001,11,HR01000200003,VSW,2000,2000,0.1669,2.6553,1.115232532,1.061437345,TSHE,212,1,46.1,
TP001,11,HR01000200003,VSW,2007,2007,0.2035,3.4349,1.442653186,1.357176691,TSHE,212,1,50.9,
TP001,11,HR01000200004,VSW,1978,1978,0.0784,0.9951,0.417936069,0.415824826,TSHE,213,1,31.6,
TP001,11,HR01000200004,VSW,1984,1984,0.0968,1.3074,0.549125687,0.539649732,TSHE,213,1,35.1,
TP001,11,HR01000200004,VSW,1989,1989,0.1146,1.6291,0.684222842,0.665761866,TSHE,213,1,38.2,
TP001,11,HR01000200004,VSW,1995,1995,0.1327,1.9703,0.827535447,0.798314438,TSHE,213,1,41.1,
TP001,11,HR01000200004,VSW,2000,2000,0.159,2.4938,1.047386801,0.999697069,TSHE,213,1,45.0,
TP001,11,HR01000200004,VSW,2007,2007,0.2019,3.3999,1.427967359,1.343982573,TSHE,213,1,50.7,
TP001,11,HR01000200005,VSW,1978,1978,0.0026,0.0213,0.007890923,0.007557587,PISI,214,1,5.8,
TP001,11,HR01000200005,VSW,1984,1984,0.0043,0.0376,0.013927144,0.013339797,PISI,214,1,7.4,
TP001,11,HR01000200005,VSW,1989,1989,0.0062,0.0579,0.021418606,0.020516458,PISI,214,1,8.9,NO FIND; RETAGGED TO 7000/6998?; '89 dbh estimated by interpolation
TP001,11,HR01000200005,VSW,1995,1995,0.0062,0.0579,0.021418606,0.020516458,PISI,214,6,0.0,
TP001,11,HR01000200006,VSW,1978,1978,0.2099,3.577,1.502324214,1.410724864,TSHE,215,1,51.7,
TP001,11,HR01000200006,VSW,1984,1984,0.2463,4.4024,1.849008715,1.720048359,TSHE,215,1,56.0,
TP001,11,HR01000200006,VSW,1989,1989,0.2846,5.3127,2.231343416,2.05815283,TSHE,215,1,60.2,
TP001,11,HR01000200006,VSW,1995,1995,0.3187,6.1532,2.584348425,2.367982424,TSHE,215,1,63.7,
TP001,11,HR01000200006,VSW,2000,2000,0.3794,7.7172,3.24121174,2.939598257,TSHE,215,1,69.5,
TP001,11,HR01000200006,VSW,2007,2007,0.4669,10.1062,4.244619039,3.802976317,TSHE,215,1,77.1,
TP001,11,HR01000200007,VSW,1978,1978,0.1295,1.9086,0.801625278,0.774432173,TSHE,216,1,40.6,
TP001,11,HR01000200007,VSW,1984,1984,0.1655,2.6255,1.102701799,1.050047354,TSHE,216,1,45.9,
TP001,11,HR01000200007,VSW,1989,1989,0.1878,3.0951,1.29992378,1.228677457,TSHE,216,1,48.9,
TP001,11,HR01000200007,VSW,1995,1995,0.2248,3.9097,1.642070272,1.535762157,TSHE,216,1,53.5,
TP001,11,HR01000200007,VSW,2000,2000,0.2642,4.8228,2.025564641,1.876536907,TSHE,216,1,58.0,
TP001,11,HR01000200007,VSW,2007,2007,0.3557,7.0983,2.981270928,2.714085142,TSHE,216,1,67.3,
TP001,11,HR01000200008,VSW,1978,1978,0.5191,11.6,4.872001503,4.337960238,TSHE,217,1,81.3,
TP001,11,HR01000200008,VSW,1984,1984,0.5661,12.9826,5.452696067,4.830348103,TSHE,217,1,84.9,
TP001,11,HR01000200008,VSW,1989,1989,0.5999,13.9997,5.879862319,5.191027816,TSHE,217,1,87.4,MISSING TAG;  NEAR FENCE
TP001,11,HR01000200008,VSW,1995,1995,0.6013,14.0413,5.897362497,5.205778314,TSHE,217,1,87.5,with temp tag;  new nail height
TP001,11,HR01000200008,VSW,2000,2000,0.6291,14.8908,6.254116705,5.506055275,TSHE,217,1,89.5,oozing pitch;  fence blocking bh;  nnt
TP001,11,HR01000200008,VSW,2007,2007,0.6969,17.0092,7.143877287,6.251680825,TSHE,217,1,94.2,
TP001,11,HR01000200009,VSW,1978,1978,0.1932,3.2115,1.34883996,1.272785207,TSHE,218,1,49.6,
TP001,11,HR01000200009,VSW,1984,1984,0.2011,3.3825,1.420659085,1.337414353,TSHE,218,1,50.6,
TP001,11,HR01000200009,VSW,1989,1985,0.2011,3.3825,1.420659085,1.337414353,TSHE,218,6,0.0,
TP001,11,HR01000200010,VSW,1984,1984,0.0024,0.0188,0.006971713,0.006677101,PISI,6656,2,5.5,
TP001,11,HR01000200010,VSW,1989,1989,0.0075,0.0725,0.026813463,0.025684827,PISI,6656,1,9.8,
TP001,11,HR01000200010,VSW,1995,1995,0.0147,0.1583,0.058566067,0.056106535,PISI,6656,1,13.7,searring at 2m;  broken top
TP001,11,HR01000200010,VSW,2000,2000,0.0194,0.2175,0.080473277,0.077096885,PISI,6656,1,15.7,scar to 1.5 m high
TP001,11,HR01000200010,VSW,2007,2007,0.0232,0.2691,0.099555679,0.095381263,PISI,6656,1,17.2,
TP001,11,HR01000200011,VSW,1984,1984,0.0041,0.0353,0.01306511,0.012514015,PISI,6995,2,7.2,
TP001,11,HR01000200011,VSW,1989,1989,0.0092,0.0909,0.033632403,0.032217683,PISI,6995,1,10.8,
TP001,11,HR01000200011,VSW,1995,1995,0.0158,0.1721,0.063672239,0.060998925,PISI,6995,1,14.2,scarring at 2m
TP001,11,HR01000200011,VSW,2000,2000,0.0243,0.2839,0.105038676,0.10063505,PISI,6995,1,17.6,
TP001,11,HR01000200011,VSW,2007,2007,0.0398,0.5034,0.186253024,0.178457728,PISI,6995,1,22.5,
TP001,11,HR01000200012,VSW,1984,1984,0.0053,0.0478,0.017694064,0.016948377,PISI,6996,2,8.2,
TP001,11,HR01000200012,VSW,1989,1989,0.0085,0.0832,0.030798917,0.029503051,PISI,6996,1,10.4,
TP001,11,HR01000200012,VSW,1995,1995,0.0109,0.1117,0.041346861,0.03960869,PISI,6996,1,11.8,scarring on bole
TP001,11,HR01000200012,VSW,2000,2000,0.0125,0.1302,0.048181222,0.046156652,PISI,6996,1,12.6,
TP001,11,HR01000200012,VSW,2007,2007,0.0139,0.1477,0.054655733,0.052359954,PISI,6996,1,13.3,
TP001,11,HR01000200013,VSW,1984,1984,0.0024,0.0188,0.006971713,0.006677101,PISI,6997,2,5.5,
TP001,11,HR01000200013,VSW,1989,1989,0.0062,0.0579,0.021418606,0.020516458,PISI,6997,1,8.9,
TP001,11,HR01000200013,VSW,1995,1995,0.0133,0.1401,0.051823841,0.049646673,PISI,6997,1,13.0,scarring on bole
TP001,11,HR01000200013,VSW,2000,2000,0.0254,0.2992,0.110690202,0.106050357,PISI,6997,1,18.0,nnt
TP001,11,HR01000200013,VSW,2007,2007,0.034,0.4191,0.155073431,0.148579601,PISI,6997,1,20.8,
TP001,11,HR01000200014,VSW,1984,1984,0.0053,0.0478,0.017694064,0.016948377,PISI,6998,2,8.2,
TP001,11,HR01000200014,VSW,1989,1989,0.0068,0.0641,0.023730994,0.022731749,PISI,6998,1,9.3,
TP001,11,HR01000200014,VSW,1995,1995,0.0143,0.153,0.05659161,0.054214758,PISI,6998,1,13.5,
TP001,11,HR01000200014,VSW,2000,2000,0.0194,0.2175,0.080473277,0.077096885,PISI,6998,1,15.7,
TP001,11,HR01000200014,VSW,2007,2007,0.0232,0.2691,0.099555679,0.095381263,PISI,6998,1,17.2,
TP001,11,HR01000200015,VSW,1984,1984,0.0062,0.037,0.015521825,0.017922692,TSHE,6999,2,8.9,
TP001,11,HR01000200015,VSW,1989,1989,0.0135,0.1009,0.042388638,0.046771778,TSHE,6999,1,13.1,
TP001,11,HR01000200015,VSW,1995,1995,0.0216,0.1868,0.07843538,0.084171118,TSHE,6999,1,16.6,
TP001,11,HR01000200015,VSW,2000,2000,0.0296,0.28,0.117609123,0.123919057,TSHE,6999,1,19.4,
TP001,11,HR01000200015,VSW,2007,2007,0.0401,0.4164,0.174890217,0.18099708,TSHE,6999,1,22.6,
TP001,11,HR01000200016,VSW,1984,1984,0.0042,0.0365,0.013492195,0.012923138,PISI,7000,2,7.3,
TP001,11,HR01000200016,VSW,1989,1989,0.0087,0.0851,0.031493951,0.030168928,PISI,7000,1,10.5,
TP001,11,HR01000200016,VSW,1995,1995,0.0123,0.1278,0.047294196,0.04530679,PISI,7000,1,12.5,scarring below dbh
TP001,11,HR01000200016,VSW,2000,2000,0.0123,0.1278,0.047294196,0.04530679,PISI,7000,6,0.0,
TP001,11,HR01000200017,VSW,1989,1989,0.0068,0.0641,0.023730994,0.022731749,PISI,7681,2,9.3,
TP001,11,HR01000200017,VSW,1995,1995,0.0141,0.1503,0.055618861,0.053282745,PISI,7681,1,13.4,
TP001,11,HR01000200017,VSW,2000,2000,0.0211,0.2408,0.089090122,0.085353312,PISI,7681,1,16.4,
TP001,11,HR01000200017,VSW,2007,2007,0.0299,0.3606,0.133405708,0.127816758,PISI,7681,1,19.5,
TP001,11,HR01000200018,VSW,1989,1989,0.0024,0.0188,0.006971713,0.006677101,PISI,7682,2,5.5,
TP001,11,HR01000200018,VSW,1995,1995,0.0035,0.0299,0.011046384,0.010580211,PISI,7682,1,6.7,
TP001,11,HR01000200018,VSW,2000,2000,0.0045,0.0401,0.014820778,0.014195857,PISI,7682,1,7.6,
TP001,11,HR01000200018,VSW,2007,2007,0.005,0.0451,0.016703964,0.015999885,PISI,7682,1,8.0,
TP001,11,HR01000200019,VSW,1989,1989,0.0026,0.0213,0.007890923,0.007557587,PISI,7684,2,5.8,
TP001,11,HR01000200019,VSW,1995,1995,0.0029,0.024,0.008875705,0.008500899,PISI,7684,1,6.1,
TP001,11,HR01000200019,VSW,2000,2000,0.0041,0.0353,0.01306511,0.012514015,PISI,7684,1,7.2,
TP001,11,HR01000200019,VSW,2007,2007,0.0041,0.0353,0.01306511,0.012514015,PISI,7684,6,0.0,suppression
TP001,11,HR01000200020,VSW,1989,1989,0.0033,0.0278,0.01029266,0.009858206,PISI,7685,2,6.5,
TP001,11,HR01000200020,VSW,1995,1995,0.0047,0.0413,0.015279533,0.014635326,PISI,7685,1,7.7,scarring on bole
TP001,11,HR01000200020,VSW,2000,2000,0.0062,0.0579,0.021418606,0.020516458,PISI,7685,1,8.9,
TP001,11,HR01000200020,VSW,2007,2007,0.0074,0.0708,0.026179743,0.025077705,PISI,7685,1,9.7,
TP001,11,HR01000200021,VSW,1989,1989,0.002,0.0158,0.005846115,0.005598942,PISI,7686,2,5.1,
TP001,11,HR01000200021,VSW,1995,1995,0.0028,0.0231,0.008540089,0.008179415,PISI,7686,1,6.0,Missing;  possibly 5936 or 5938 (may have been retagged as ingrowth); dbh estimated assuming no growth; re-estimate n 2007 based on linear growth
TP001,11,HR01000200021,VSW,2000,2000,0.0037,0.032,0.011830682,0.011331511,PISI,7686,1,6.9,
TP001,11,HR01000200021,VSW,2007,2007,0.0044,0.0388,0.014369993,0.013764025,PISI,7686,1,7.5,find or mort. in 2007; map in 2007
TP001,11,HR01000200022,VSW,1995,1995,0.0036,0.0309,0.011434692,0.010952181,PISI,5935,2,6.8,165 degrees Az from 216;  3m distant
TP001,11,HR01000200022,VSW,2000,2000,0.0057,0.052,0.019240601,0.018429936,PISI,5935,1,8.5,
TP001,11,HR01000200022,VSW,2007,2007,0.0071,0.0674,0.024938202,0.023888278,PISI,5935,1,9.5,
TP001,11,HR01000200023,VSW,1995,1995,0.0053,0.0478,0.017694064,0.016948377,PISI,5936,2,8.2,295 degrees Az from 6656;  2.5m distant
TP001,11,HR01000200023,VSW,2000,2000,0.0117,0.1208,0.044689431,0.042811171,PISI,5936,1,12.2,
TP001,11,HR01000200023,VSW,2007,2007,0.0216,0.2477,0.091644364,0.087800738,PISI,5936,1,16.6,
TP001,11,HR01000200024,VSW,1995,1995,0.0023,0.0181,0.006679684,0.006397378,PISI,5937,2,5.4,135 degrees Az from 6999;  0.5m distant
TP001,11,HR01000200024,VSW,2000,2000,0.0026,0.0205,0.007577289,0.007257165,PISI,5937,1,5.7,
TP001,11,HR01000200024,VSW,2007,2007,0.0026,0.0205,0.007577289,0.007257165,PISI,5937,1,5.7,
TP001,11,HR01000200025,VSW,1995,1995,0.0048,0.0426,0.015746292,0.015082465,PISI,5938,2,7.8,200 degrees Az from 213;  4.5m distant
TP001,11,HR01000200025,VSW,2000,2000,0.0055,0.0506,0.01871686,0.017928198,PISI,5938,1,8.4,
TP001,11,HR01000200025,VSW,2007,2007,0.0055,0.0506,0.01871686,0.017928198,PISI,5938,6,0.0,crusted by falling tree
TP001,11,HR01000200026,VSW,2000,2000,0.0037,0.032,0.011830682,0.011331511,PISI,4138,2,6.9,From 213;  4.0 m at 162 deg
TP001,11,HR01000200026,VSW,2007,2007,0.0052,0.0465,0.017194944,0.016470231,PISI,4138,1,8.1,
TP001,11,HR01000200027,VSW,2000,2000,0.0021,0.0165,0.00611693,0.005858341,PISI,4795,2,5.2,From 215;  0.86 m at 247 deg
TP001,11,HR01000200027,VSW,2007,2007,0.0075,0.0725,0.026813463,0.025684827,PISI,4795,1,9.8,
TP001,11,HR01000200028,VSW,2007,2007,0.002,0.0158,0.005846115,0.005598942,PISI,2915,2,5.1,
TP001,11,HR01000200029,VSW,2007,2007,0.0044,0.0388,0.014369993,0.013764025,PISI,2936,2,7.5,
TP001,11,HR01000200030,VSW,2007,2007,0.0028,0.0231,0.008540089,0.008179415,PISI,2998,2,6.0,
TP001,11,HR01000300001,VSW,1978,1978,0.2715,4.9976,2.098977714,1.941421273,TSHE,219,1,58.8,
TP001,11,HR01000300001,VSW,1984,1984,0.2734,5.0419,2.117582736,1.957848438,TSHE,219,1,59.0,
TP001,11,HR01000300001,VSW,1989,1989,0.2781,5.1537,2.164538111,1.999278455,TSHE,219,1,59.5,
TP001,11,HR01000300001,VSW,1995,1995,0.2697,4.9535,2.080473599,1.925076673,TSHE,219,1,58.6,dbh double checked
TP001,11,HR01000300001,VSW,2000,2000,0.2697,4.9535,2.080473599,1.925076673,TSHE,219,6,0.0,
TP001,11,HR01000300002,VSW,1978,1978,1.3706,32.6812,14.67385296,16.35971081,PSME,220,1,132.1,
TP001,11,HR01000300002,VSW,1984,1984,1.4082,33.7714,15.16337816,16.90977884,PSME,220,1,133.9,
TP001,11,HR01000300002,VSW,1989,1989,1.4463,34.8828,15.66236922,17.47062514,PSME,220,1,135.7,
TP001,11,HR01000300002,VSW,1995,1995,1.4892,36.1425,16.22797111,18.10650674,PSME,220,1,137.7,
TP001,11,HR01000300002,VSW,2000,2000,1.5482,37.8849,17.01030604,18.98633395,PSME,220,1,140.4,
TP001,11,HR01000300002,VSW,2007,2007,1.5792,38.8074,17.42450534,19.45227755,PSME,220,1,141.8,
TP001,11,HR01000300003,VSW,1978,1978,0.0957,1.2882,0.541030934,0.532051781,TSHE,221,1,34.9,
TP001,11,HR01000300003,VSW,1984,1984,0.1104,1.5527,0.652113148,0.635898902,TSHE,221,1,37.5,
