DBCODE,ENTITY,STANDID,PLOTID,SPECIES,YEAR,PORTION,TPH_NHA,BA_M2HA,VOL_M3HA,BIO_MGHA,JENKBIO_MGHA
TP001,8,MUN2,MUN20059,THPL,1991,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20059,THPL,1991,LIVE,13,3.211,30.756,9.627,15.411
TP001,8,MUN2,MUN20059,THPL,1991,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20059,TSHE,1991,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20059,TSHE,1991,LIVE,50,19.232,413.032,173.474,155.413
TP001,8,MUN2,MUN20059,TSHE,1991,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20059,ABAM,1998,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20059,ABAM,1998,LIVE,4,0.715,11.216,4.677,4.921
TP001,8,MUN2,MUN20059,ABAM,1998,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20059,ALL,1998,INGROWTH,4,0.52,8.293,3.483,3.313
TP001,8,MUN2,MUN20059,ALL,1998,LIVE,90,52.053,1127.881,488.773,507.477
TP001,8,MUN2,MUN20059,ALL,1998,MORTALITY,4,0.529,4.364,1.366,2.387
TP001,8,MUN2,MUN20059,PSME,1998,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20059,PSME,1998,LIVE,25,27.549,638.765,286.805,319.507
TP001,8,MUN2,MUN20059,PSME,1998,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20059,THPL,1998,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20059,THPL,1998,LIVE,10,3.108,32.035,10.027,15.409
TP001,8,MUN2,MUN20059,THPL,1998,MORTALITY,4,0.529,4.364,1.366,2.387
TP001,8,MUN2,MUN20059,TSHE,1998,INGROWTH,4,0.52,8.293,3.483,3.313
TP001,8,MUN2,MUN20059,TSHE,1998,LIVE,53,20.68,445.865,187.263,167.641
TP001,8,MUN2,MUN20059,TSHE,1998,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20059,ABAM,2004,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20059,ABAM,2004,LIVE,4,0.766,12.26,5.112,5.359
TP001,8,MUN2,MUN20059,ABAM,2004,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20059,ALL,2004,INGROWTH,13,2.254,28.917,11.24,12.744
TP001,8,MUN2,MUN20059,ALL,2004,LIVE,102,55.279,1180.195,509.602,529.285
TP001,8,MUN2,MUN20059,ALL,2004,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20059,PSME,2004,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20059,PSME,2004,LIVE,25,27.624,641.259,287.925,320.772
TP001,8,MUN2,MUN20059,PSME,2004,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20059,THPL,2004,INGROWTH,7,1.033,8.458,2.647,4.648
TP001,8,MUN2,MUN20059,THPL,2004,LIVE,16,4.355,43.362,13.572,21.265
TP001,8,MUN2,MUN20059,THPL,2004,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20059,TSHE,2004,INGROWTH,7,1.221,20.459,8.593,8.096
TP001,8,MUN2,MUN20059,TSHE,2004,LIVE,59,22.534,483.315,202.992,181.889
TP001,8,MUN2,MUN20059,TSHE,2004,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20059,ABAM,2009,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20059,ABAM,2009,LIVE,4,0.805,13.066,5.448,5.697
TP001,8,MUN2,MUN20059,ABAM,2009,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20059,ALL,2009,INGROWTH,7,1.21,15.206,5.815,6.747
TP001,8,MUN2,MUN20059,ALL,2009,LIVE,109,58.063,1233.73,531.408,551.917
TP001,8,MUN2,MUN20059,ALL,2009,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20059,PSME,2009,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20059,PSME,2009,LIVE,25,28.065,653.439,293.394,326.902
TP001,8,MUN2,MUN20059,PSME,2009,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20059,THPL,2009,INGROWTH,4,0.616,5.339,1.671,2.836
TP001,8,MUN2,MUN20059,THPL,2009,LIVE,19,5.302,52.985,16.584,25.936
TP001,8,MUN2,MUN20059,THPL,2009,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20059,TSHE,2009,INGROWTH,4,0.594,9.866,4.144,3.911
TP001,8,MUN2,MUN20059,TSHE,2009,LIVE,62,23.891,514.24,215.981,193.383
TP001,8,MUN2,MUN20059,TSHE,2009,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20059,ABAM,2014,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20059,ABAM,2014,LIVE,4,0.842,13.842,5.772,6.021
TP001,8,MUN2,MUN20059,ABAM,2014,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20059,ALL,2014,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20059,ALL,2014,LIVE,102,54.227,1150.912,492.908,508.134
TP001,8,MUN2,MUN20059,ALL,2014,MORTALITY,7,5.174,112.529,50.525,56.106
TP001,8,MUN2,MUN20059,PSME,2014,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20059,PSME,2014,LIVE,19,23.165,548.854,246.435,274.798
TP001,8,MUN2,MUN20059,PSME,2014,MORTALITY,7,5.174,112.529,50.525,56.106
TP001,8,MUN2,MUN20059,THPL,2014,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20059,THPL,2014,LIVE,19,5.777,59.343,18.574,28.617
TP001,8,MUN2,MUN20059,THPL,2014,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20059,TSHE,2014,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20059,TSHE,2014,LIVE,62,24.443,528.873,222.127,198.697
TP001,8,MUN2,MUN20059,TSHE,2014,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20060,ABAM,1991,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20060,ABAM,1991,LIVE,3,0.967,17.697,7.38,7.552
TP001,8,MUN2,MUN20060,ABAM,1991,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20060,ALL,1991,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20060,ALL,1991,LIVE,97,72.31,1647.743,721.825,751.715
TP001,8,MUN2,MUN20060,ALL,1991,MORTALITY,3,1.258,27.936,11.733,10.459
TP001,8,MUN2,MUN20060,PIMO,1991,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20060,PIMO,1991,LIVE,3,1.675,31.088,11.907,12.122
TP001,8,MUN2,MUN20060,PIMO,1991,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20060,PSME,1991,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20060,PSME,1991,LIVE,43,46.144,1068.15,479.6,534.158
TP001,8,MUN2,MUN20060,PSME,1991,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20060,TSHE,1991,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20060,TSHE,1991,LIVE,50,23.524,530.808,222.939,197.882
TP001,8,MUN2,MUN20060,TSHE,1991,MORTALITY,3,1.258,27.936,11.733,10.459
TP001,8,MUN2,MUN20060,ABAM,1998,INGROWTH,3,0.436,6.314,2.633,2.81
TP001,8,MUN2,MUN20060,ABAM,1998,LIVE,5,1.409,24.141,10.067,10.416
TP001,8,MUN2,MUN20060,ABAM,1998,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20060,ALL,1998,INGROWTH,3,0.436,6.314,2.633,2.81
TP001,8,MUN2,MUN20060,ALL,1998,LIVE,94,71.291,1620.592,711.019,745.35
TP001,8,MUN2,MUN20060,ALL,1998,MORTALITY,5,3.177,82.027,34.451,29.758
TP001,8,MUN2,MUN20060,PIMO,1998,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20060,PIMO,1998,LIVE,3,1.693,31.475,12.055,12.282
TP001,8,MUN2,MUN20060,PIMO,1998,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20060,PSME,1998,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20060,PSME,1998,LIVE,43,46.92,1089.906,489.368,545.114
TP001,8,MUN2,MUN20060,PSME,1998,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20060,TSHE,1998,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20060,TSHE,1998,LIVE,45,21.269,475.07,199.53,177.538
TP001,8,MUN2,MUN20060,TSHE,1998,MORTALITY,5,3.177,82.027,34.451,29.758
TP001,8,MUN2,MUN20060,ABAM,2004,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20060,ABAM,2004,LIVE,5,1.438,24.7,10.3,10.653
TP001,8,MUN2,MUN20060,ABAM,2004,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20060,ALL,2004,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20060,ALL,2004,LIVE,92,69.848,1595.319,698.861,729.047
TP001,8,MUN2,MUN20060,ALL,2004,MORTALITY,3,2.884,66.458,29.839,33.217
TP001,8,MUN2,MUN20060,PIMO,2004,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20060,PIMO,2004,LIVE,3,1.744,32.572,12.475,12.735
TP001,8,MUN2,MUN20060,PIMO,2004,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20060,PSME,2004,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20060,PSME,2004,LIVE,40,44.555,1038.125,466.118,519.285
TP001,8,MUN2,MUN20060,PSME,2004,MORTALITY,3,2.884,66.458,29.839,33.217
TP001,8,MUN2,MUN20060,TSHE,2004,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20060,TSHE,2004,LIVE,45,22.111,499.922,209.967,186.374
TP001,8,MUN2,MUN20060,TSHE,2004,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20060,ABAM,2009,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20060,ABAM,2009,LIVE,5,1.526,26.665,11.12,11.466
TP001,8,MUN2,MUN20060,ABAM,2009,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20060,ALL,2009,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20060,ALL,2009,LIVE,89,69.989,1611.429,705.413,734.018
TP001,8,MUN2,MUN20060,ALL,2009,MORTALITY,3,1.52,30.575,13.728,15.191
TP001,8,MUN2,MUN20060,PIMO,2009,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20060,PIMO,2009,LIVE,3,1.737,32.414,12.415,12.67
TP001,8,MUN2,MUN20060,PIMO,2009,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20060,PSME,2009,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20060,PSME,2009,LIVE,38,43.868,1030.755,462.809,515.776
TP001,8,MUN2,MUN20060,PSME,2009,MORTALITY,3,1.52,30.575,13.728,15.191
TP001,8,MUN2,MUN20060,TSHE,2009,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20060,TSHE,2009,LIVE,45,22.858,521.594,219.07,194.106
TP001,8,MUN2,MUN20060,TSHE,2009,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20060,ABAM,2014,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20060,ABAM,2014,LIVE,5,1.558,27.308,11.387,11.736
TP001,8,MUN2,MUN20060,ABAM,2014,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20060,ALL,2014,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20060,ALL,2014,LIVE,87,69.61,1608.369,704.401,734.274
TP001,8,MUN2,MUN20060,ALL,2014,MORTALITY,3,1.493,34.902,14.659,12.936
TP001,8,MUN2,MUN20060,PIMO,2014,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20060,PIMO,2014,LIVE,3,1.811,34.009,13.025,13.332
TP001,8,MUN2,MUN20060,PIMO,2014,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20060,PSME,2014,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20060,PSME,2014,LIVE,38,44.254,1042.288,467.987,521.588
TP001,8,MUN2,MUN20060,PSME,2014,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20060,TSHE,2014,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20060,TSHE,2014,LIVE,43,21.988,504.765,212.001,187.619
TP001,8,MUN2,MUN20060,TSHE,2014,MORTALITY,3,1.493,34.902,14.659,12.936
TP001,8,MUN2,MUN20061,ABAM,1991,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20061,ABAM,1991,LIVE,13,3.658,61.985,25.848,26.815
TP001,8,MUN2,MUN20061,ABAM,1991,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20061,ALL,1991,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20061,ALL,1991,LIVE,78,58.32,1345.605,595.627,642.536
TP001,8,MUN2,MUN20061,ALL,1991,MORTALITY,10,6.378,142.089,63.798,70.949
TP001,8,MUN2,MUN20061,PSME,1991,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20061,PSME,1991,LIVE,34,43.718,1057.204,474.684,529.871
TP001,8,MUN2,MUN20061,PSME,1991,MORTALITY,10,6.378,142.089,63.798,70.949
TP001,8,MUN2,MUN20061,TSHE,1991,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20061,TSHE,1991,LIVE,31,10.944,226.417,95.095,85.849
TP001,8,MUN2,MUN20061,TSHE,1991,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20061,ABAM,1998,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20061,ABAM,1998,LIVE,13,3.704,62.958,26.253,27.221
TP001,8,MUN2,MUN20061,ABAM,1998,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20061,ALL,1998,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20061,ALL,1998,LIVE,75,57.813,1344.736,594.757,640.063
TP001,8,MUN2,MUN20061,ALL,1998,MORTALITY,4,1.553,29.915,13.432,14.835
TP001,8,MUN2,MUN20061,PSME,1998,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20061,PSME,1998,LIVE,31,42.589,1039.899,466.915,521.392
TP001,8,MUN2,MUN20061,PSME,1998,MORTALITY,4,1.553,29.915,13.432,14.835
TP001,8,MUN2,MUN20061,TSHE,1998,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20061,TSHE,1998,LIVE,31,11.52,241.88,101.59,91.449
TP001,8,MUN2,MUN20061,TSHE,1998,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20061,ABAM,2004,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20061,ABAM,2004,LIVE,7,1.931,33.157,13.826,14.311
TP001,8,MUN2,MUN20061,ABAM,2004,MORTALITY,7,1.85,31.484,13.129,13.609
TP001,8,MUN2,MUN20061,ALL,2004,INGROWTH,7,1.113,18.144,7.621,7.218
TP001,8,MUN2,MUN20061,ALL,2004,LIVE,75,58.533,1372.176,607.079,652.015
TP001,8,MUN2,MUN20061,ALL,2004,MORTALITY,7,1.85,31.484,13.129,13.609
TP001,8,MUN2,MUN20061,PSME,2004,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20061,PSME,2004,LIVE,31,43.409,1064.304,477.872,533.696
TP001,8,MUN2,MUN20061,PSME,2004,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20061,TSHE,2004,INGROWTH,7,1.113,18.144,7.621,7.218
TP001,8,MUN2,MUN20061,TSHE,2004,LIVE,38,13.192,274.716,115.381,104.008
TP001,8,MUN2,MUN20061,TSHE,2004,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20061,ABAM,2009,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20061,ABAM,2009,LIVE,7,1.953,33.639,14.028,14.511
TP001,8,MUN2,MUN20061,ABAM,2009,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20061,ALL,2009,INGROWTH,4,0.511,8.108,3.406,3.243
TP001,8,MUN2,MUN20061,ALL,2009,LIVE,72,57.514,1352.082,598.914,645.741
TP001,8,MUN2,MUN20061,ALL,2009,MORTALITY,7,2.421,52.215,21.93,19.635
TP001,8,MUN2,MUN20061,PSME,2009,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20061,PSME,2009,LIVE,31,43.729,1073.811,482.141,538.485
TP001,8,MUN2,MUN20061,PSME,2009,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20061,TSHE,2009,INGROWTH,4,0.511,8.108,3.406,3.243
TP001,8,MUN2,MUN20061,TSHE,2009,LIVE,34,11.832,244.632,102.745,92.745
TP001,8,MUN2,MUN20061,TSHE,2009,MORTALITY,7,2.421,52.215,21.93,19.635
TP001,8,MUN2,MUN20061,ABAM,2014,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20061,ABAM,2014,LIVE,4,0.882,14.709,6.134,6.382
TP001,8,MUN2,MUN20061,ABAM,2014,MORTALITY,4,1.086,19.243,8.024,8.259
TP001,8,MUN2,MUN20061,ALL,2014,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20061,ALL,2014,LIVE,62,52.387,1249.709,553.16,594.233
TP001,8,MUN2,MUN20061,ALL,2014,MORTALITY,10,5.687,117.663,52.215,57.297
TP001,8,MUN2,MUN20061,PSME,2014,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20061,PSME,2014,LIVE,25,39.149,976.758,438.564,490.145
TP001,8,MUN2,MUN20061,PSME,2014,MORTALITY,7,4.602,98.419,44.19,49.038
TP001,8,MUN2,MUN20061,TSHE,2014,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20061,TSHE,2014,LIVE,34,12.356,258.242,108.462,97.705
TP001,8,MUN2,MUN20061,TSHE,2014,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20062,ABAM,1991,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20062,ABAM,1991,LIVE,3,1.479,30.649,12.781,12.79
TP001,8,MUN2,MUN20062,ABAM,1991,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20062,ALL,1991,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20062,ALL,1991,LIVE,127,109.019,2511.761,1115.235,1202.807
TP001,8,MUN2,MUN20062,ALL,1991,MORTALITY,3,1.305,25.412,11.41,12.607
TP001,8,MUN2,MUN20062,PSME,1991,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20062,PSME,1991,LIVE,85,89.867,2082.327,934.965,1041.438
TP001,8,MUN2,MUN20062,PSME,1991,MORTALITY,3,1.305,25.412,11.41,12.607
TP001,8,MUN2,MUN20062,TSHE,1991,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20062,TSHE,1991,LIVE,40,17.673,398.785,167.49,148.579
TP001,8,MUN2,MUN20062,TSHE,1991,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20062,ABAM,1998,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20062,ABAM,1998,LIVE,3,1.496,31.105,12.971,12.973
TP001,8,MUN2,MUN20062,ABAM,1998,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20062,ALL,1998,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20062,ALL,1998,LIVE,124,106.318,2447.152,1085.678,1167.776
TP001,8,MUN2,MUN20062,ALL,1998,MORTALITY,3,4.662,118.821,53.351,59.744
TP001,8,MUN2,MUN20062,PSME,1998,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20062,PSME,1998,LIVE,82,86.482,1998.897,897.505,999.612
TP001,8,MUN2,MUN20062,PSME,1998,MORTALITY,3,4.662,118.821,53.351,59.744
TP001,8,MUN2,MUN20062,TSHE,1998,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20062,TSHE,1998,LIVE,40,18.34,417.15,175.203,155.191
TP001,8,MUN2,MUN20062,TSHE,1998,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20062,ABAM,2004,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20062,ABAM,2004,LIVE,3,1.51,31.473,13.124,13.12
TP001,8,MUN2,MUN20062,ABAM,2004,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20062,ALL,2004,INGROWTH,5,0.83,13.234,5.558,5.288
TP001,8,MUN2,MUN20062,ALL,2004,LIVE,129,109.069,2514.678,1114.919,1196.911
TP001,8,MUN2,MUN20062,ALL,2004,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20062,PSME,2004,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20062,PSME,2004,LIVE,82,87.57,2029.259,911.138,1014.898
TP001,8,MUN2,MUN20062,PSME,2004,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20062,TSHE,2004,INGROWTH,5,0.83,13.234,5.558,5.288
TP001,8,MUN2,MUN20062,TSHE,2004,LIVE,45,19.989,453.946,190.657,168.893
TP001,8,MUN2,MUN20062,TSHE,2004,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20062,ABAM,2009,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20062,ABAM,2009,LIVE,3,1.548,32.498,13.552,13.53
TP001,8,MUN2,MUN20062,ABAM,2009,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20062,ALL,2009,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20062,ALL,2009,LIVE,124,106.128,2458.534,1088.922,1165.165
TP001,8,MUN2,MUN20062,ALL,2009,MORTALITY,5,6.435,153.753,69.035,76.981
TP001,8,MUN2,MUN20062,PSME,2009,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20062,PSME,2009,LIVE,77,83.67,1946.055,873.779,973.419
TP001,8,MUN2,MUN20062,PSME,2009,MORTALITY,5,6.435,153.753,69.035,76.981
TP001,8,MUN2,MUN20062,TSHE,2009,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20062,TSHE,2009,LIVE,45,20.91,479.981,201.592,178.216
TP001,8,MUN2,MUN20062,TSHE,2009,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20062,ABAM,2014,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20062,ABAM,2014,LIVE,3,1.53,32.03,13.356,13.343
TP001,8,MUN2,MUN20062,ABAM,2014,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20062,ALL,2014,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20062,ALL,2014,LIVE,124,106.635,2471.46,1094.345,1169.777
TP001,8,MUN2,MUN20062,ALL,2014,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20062,PSME,2014,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20062,PSME,2014,LIVE,77,83.686,1945.773,873.652,973.271
TP001,8,MUN2,MUN20062,PSME,2014,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20062,TSHE,2014,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20062,TSHE,2014,LIVE,45,21.418,493.657,207.336,183.164
TP001,8,MUN2,MUN20062,TSHE,2014,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20063,ABPR,1991,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20063,ABPR,1991,LIVE,0,0,0,0,0
TP001,8,MUN2,MUN20063,ABPR,1991,MORTALITY,4,1.354,22.087,8.172,10.858
TP001,8,MUN2,MUN20063,ALL,1991,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20063,ALL,1991,LIVE,106,71.781,1623.957,715.571,753.814
TP001,8,MUN2,MUN20063,ALL,1991,MORTALITY,13,6.397,124.236,53.547,59.794
TP001,8,MUN2,MUN20063,PSME,1991,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20063,PSME,1991,LIVE,47,49.994,1155.489,518.814,577.672
TP001,8,MUN2,MUN20063,PSME,1991,MORTALITY,7,4.143,85.241,38.273,42.394
TP001,8,MUN2,MUN20063,TSHE,1991,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20063,TSHE,1991,LIVE,59,21.788,468.468,196.757,176.142
TP001,8,MUN2,MUN20063,TSHE,1991,MORTALITY,4,0.9,16.908,7.101,6.541
TP001,8,MUN2,MUN20063,ALL,1998,INGROWTH,4,0.531,8.528,3.582,3.403
TP001,8,MUN2,MUN20063,ALL,1998,LIVE,109,74.579,1694.385,745.82,782.876
TP001,8,MUN2,MUN20063,ALL,1998,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20063,PSME,1998,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20063,PSME,1998,LIVE,47,50.819,1178.564,529.175,589.297
TP001,8,MUN2,MUN20063,PSME,1998,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20063,TSHE,1998,INGROWTH,4,0.531,8.528,3.582,3.403
TP001,8,MUN2,MUN20063,TSHE,1998,LIVE,62,23.76,515.821,216.645,193.579
TP001,8,MUN2,MUN20063,TSHE,1998,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20063,ALL,2004,INGROWTH,4,0.502,7.926,3.329,3.173
TP001,8,MUN2,MUN20063,ALL,2004,LIVE,112,76.92,1751.963,770.502,806.489
TP001,8,MUN2,MUN20063,ALL,2004,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20063,PSME,2004,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20063,PSME,2004,LIVE,47,51.436,1195.802,536.915,597.98
TP001,8,MUN2,MUN20063,PSME,2004,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20063,TSHE,2004,INGROWTH,4,0.502,7.926,3.329,3.173
TP001,8,MUN2,MUN20063,TSHE,2004,LIVE,65,25.485,556.161,233.588,208.509
TP001,8,MUN2,MUN20063,TSHE,2004,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20063,ALL,2009,INGROWTH,7,1.116,18.182,7.636,7.234
TP001,8,MUN2,MUN20063,ALL,2009,LIVE,112,75.712,1725.45,757.253,787.66
TP001,8,MUN2,MUN20063,ALL,2009,MORTALITY,7,3.561,77.678,34.878,38.745
TP001,8,MUN2,MUN20063,PSME,2009,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20063,PSME,2009,LIVE,41,48.032,1122.894,504.179,561.647
TP001,8,MUN2,MUN20063,PSME,2009,MORTALITY,7,3.561,77.678,34.878,38.745
TP001,8,MUN2,MUN20063,TSHE,2009,INGROWTH,7,1.116,18.182,7.636,7.234
TP001,8,MUN2,MUN20063,TSHE,2009,LIVE,72,27.68,602.557,253.074,226.013
TP001,8,MUN2,MUN20063,TSHE,2009,MORTALITY,0,0,0,0,0
TP001,8,MUN2,MUN20063,ALL,2014,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20063,ALL,2014,LIVE,109,74.989,1720.068,753.943,780.921
TP001,8,MUN2,MUN20063,ALL,2014,MORTALITY,4,2.421,51.264,23.018,25.528
TP001,8,MUN2,MUN20063,PSME,2014,INGROWTH,0,0,0,0,0
TP001,8,MUN2,MUN20063,PSME,2014,LIVE,38,46.142,1086.712,487.934,543.723
TP001,8,MUN2,MUN20063,PSME,2014,MORTALITY,4,2.421,51.264,23.018,25.528
TP001,8,MUN2,MUN20063,TSHE,2014,INGROWTH,0,0,0,0,0
