DBCODE,ENTITY,STANDID,PLOTID,SPECIES,YEAR,PORTION,TPH_NHA,BA_M2HA,VOL_M3HA,BIO_MGHA,JENKBIO_MGHA
TP001,8,MUNA,MUNA0051,TSHE,1983,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0051,ABAM,1991,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0051,ABAM,1991,LIVE,25,5.689,98.655,41.139,42.423
TP001,8,MUNA,MUNA0051,ABAM,1991,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0051,ABGR,1991,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0051,ABGR,1991,LIVE,87,8.841,103.597,36.259,55.286
TP001,8,MUNA,MUNA0051,ABGR,1991,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0051,ALL,1991,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0051,ALL,1991,LIVE,260,63.329,1216.063,543.853,596.649
TP001,8,MUNA,MUNA0051,ALL,1991,MORTALITY,13,1.026,13.231,7.939,5.511
TP001,8,MUNA,MUNA0051,PSME,1991,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0051,PSME,1991,LIVE,50,42.979,936.858,420.649,467.144
TP001,8,MUNA,MUNA0051,PSME,1991,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0051,TABR,1991,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0051,TABR,1991,LIVE,75,5.536,74.919,44.951,30.846
TP001,8,MUNA,MUNA0051,TABR,1991,MORTALITY,13,1.026,13.231,7.939,5.511
TP001,8,MUNA,MUNA0051,TSHE,1991,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0051,TSHE,1991,LIVE,25,0.284,2.034,0.854,0.951
TP001,8,MUNA,MUNA0051,TSHE,1991,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0051,ABAM,1998,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0051,ABAM,1998,LIVE,25,5.909,103.249,43.055,44.339
TP001,8,MUNA,MUNA0051,ABAM,1998,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0051,ABGR,1998,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0051,ABGR,1998,LIVE,87,9.718,117.662,41.182,62.033
TP001,8,MUNA,MUNA0051,ABGR,1998,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0051,ALL,1998,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0051,ALL,1998,LIVE,260,67.234,1305.482,583.308,640.206
TP001,8,MUNA,MUNA0051,ALL,1998,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0051,PSME,1998,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0051,PSME,1998,LIVE,50,45.358,1000.901,449.404,499.35
TP001,8,MUNA,MUNA0051,PSME,1998,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0051,TABR,1998,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0051,TABR,1998,LIVE,75,5.868,80.698,48.419,33.119
TP001,8,MUNA,MUNA0051,TABR,1998,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0051,TSHE,1998,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0051,TSHE,1998,LIVE,25,0.381,2.972,1.248,1.366
TP001,8,MUNA,MUNA0051,TSHE,1998,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0051,ABAM,2004,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0051,ABAM,2004,LIVE,25,6.074,106.451,44.39,45.693
TP001,8,MUNA,MUNA0051,ABAM,2004,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0051,ABGR,2004,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0051,ABGR,2004,LIVE,62,7.25,87.188,30.516,46.081
TP001,8,MUNA,MUNA0051,ABGR,2004,MORTALITY,25,2.941,37.882,13.259,19.54
TP001,8,MUNA,MUNA0051,ALL,2004,INGROWTH,25,0.759,8.532,5.083,3.645
TP001,8,MUNA,MUNA0051,ALL,2004,LIVE,260,66.197,1297.73,584.247,634.5
TP001,8,MUNA,MUNA0051,ALL,2004,MORTALITY,25,2.941,37.882,13.259,19.54
TP001,8,MUNA,MUNA0051,PSME,2004,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0051,PSME,2004,LIVE,50,45.64,1008.801,452.952,503.329
TP001,8,MUNA,MUNA0051,PSME,2004,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0051,TABR,2004,INGROWTH,13,0.718,8.331,4.998,3.543
TP001,8,MUNA,MUNA0051,TABR,2004,LIVE,87,6.701,90.932,54.559,37.416
TP001,8,MUNA,MUNA0051,TABR,2004,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0051,TSHE,2004,INGROWTH,13,0.041,0.202,0.085,0.102
TP001,8,MUNA,MUNA0051,TSHE,2004,LIVE,38,0.532,4.358,1.83,1.982
TP001,8,MUNA,MUNA0051,TSHE,2004,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0051,ABAM,2009,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0051,ABAM,2009,LIVE,25,6.287,111.476,46.486,47.748
TP001,8,MUNA,MUNA0051,ABAM,2009,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0051,ABGR,2009,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0051,ABGR,2009,LIVE,62,7.921,97.721,34.202,51.179
TP001,8,MUNA,MUNA0051,ABGR,2009,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0051,ALL,2009,INGROWTH,38,1.727,20.809,12.459,8.777
TP001,8,MUNA,MUNA0051,ALL,2009,LIVE,285,62.172,1199.656,543.997,582.261
TP001,8,MUNA,MUNA0051,ALL,2009,MORTALITY,13,8.146,166.266,74.654,82.659
TP001,8,MUNA,MUNA0051,PSME,2009,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0051,PSME,2009,LIVE,38,38.137,860.026,386.152,429.47
TP001,8,MUNA,MUNA0051,PSME,2009,MORTALITY,13,8.146,166.266,74.654,82.659
TP001,8,MUNA,MUNA0051,TABR,2009,INGROWTH,25,1.695,20.665,12.399,8.704
TP001,8,MUNA,MUNA0051,TABR,2009,LIVE,112,9.108,124.308,74.585,51.103
TP001,8,MUNA,MUNA0051,TABR,2009,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0051,TSHE,2009,INGROWTH,13,0.032,0.143,0.06,0.073
TP001,8,MUNA,MUNA0051,TSHE,2009,LIVE,50,0.719,6.125,2.573,2.761
TP001,8,MUNA,MUNA0051,TSHE,2009,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0051,ABAM,2014,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0051,ABAM,2014,LIVE,25,6.305,111.741,46.596,47.866
TP001,8,MUNA,MUNA0051,ABAM,2014,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0051,ABGR,2014,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0051,ABGR,2014,LIVE,62,8.201,102.449,35.857,53.411
TP001,8,MUNA,MUNA0051,ABGR,2014,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0051,ALL,2014,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0051,ALL,2014,LIVE,285,63.492,1231.072,557.621,597.818
TP001,8,MUNA,MUNA0051,ALL,2014,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0051,PSME,2014,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0051,PSME,2014,LIVE,38,39.059,885.285,397.493,442.183
TP001,8,MUNA,MUNA0051,PSME,2014,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0051,TABR,2014,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0051,TABR,2014,LIVE,112,9.121,124.468,74.681,51.17
TP001,8,MUNA,MUNA0051,TABR,2014,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0051,TSHE,2014,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0051,TSHE,2014,LIVE,50,0.805,7.13,2.994,3.189
TP001,8,MUNA,MUNA0051,TSHE,2014,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0053,ABAM,1947,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0053,ABAM,1947,LIVE,13,0.169,1.157,0.483,0.589
TP001,8,MUNA,MUNA0053,ABAM,1947,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0053,ABGR,1947,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0053,ABGR,1947,LIVE,161,13.091,129.448,45.307,73.772
TP001,8,MUNA,MUNA0053,ABGR,1947,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0053,ALL,1947,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0053,ALL,1947,LIVE,285,63.414,1164.777,500.742,562.461
TP001,8,MUNA,MUNA0053,ALL,1947,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0053,PIMO,1947,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0053,PIMO,1947,LIVE,13,3.977,63.649,24.377,24.475
TP001,8,MUNA,MUNA0053,PIMO,1947,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0053,PSME,1947,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0053,PSME,1947,LIVE,50,36.672,791.569,355.415,394.577
TP001,8,MUNA,MUNA0053,PSME,1947,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0053,TSHE,1947,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0053,TSHE,1947,LIVE,50,9.504,178.954,75.16,69.048
TP001,8,MUNA,MUNA0053,TSHE,1947,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0053,ABAM,1953,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0053,ABAM,1953,LIVE,13,0.195,1.398,0.583,0.706
TP001,8,MUNA,MUNA0053,ABAM,1953,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0053,ABGR,1953,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0053,ABGR,1953,LIVE,161,14.02,142.147,49.751,80.251
TP001,8,MUNA,MUNA0053,ABGR,1953,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0053,ALL,1953,INGROWTH,13,0.046,0.236,0.141,0.118
TP001,8,MUNA,MUNA0053,ALL,1953,LIVE,285,56.316,1011.206,429.932,483.917
TP001,8,MUNA,MUNA0053,ALL,1953,MORTALITY,13,9.192,192.475,86.421,95.798
TP001,8,MUNA,MUNA0053,PIMO,1953,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0053,PIMO,1953,LIVE,13,4.101,66.146,25.334,25.417
TP001,8,MUNA,MUNA0053,PIMO,1953,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0053,PSME,1953,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0053,PSME,1953,LIVE,38,27.756,606.39,272.269,302.445
TP001,8,MUNA,MUNA0053,PSME,1953,MORTALITY,13,9.192,192.475,86.421,95.798
TP001,8,MUNA,MUNA0053,TABR,1953,INGROWTH,13,0.046,0.236,0.141,0.118
TP001,8,MUNA,MUNA0053,TABR,1953,LIVE,13,0.046,0.236,0.141,0.118
TP001,8,MUNA,MUNA0053,TABR,1953,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0053,TSHE,1953,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0053,TSHE,1953,LIVE,50,10.198,194.89,81.854,74.98
TP001,8,MUNA,MUNA0053,TSHE,1953,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0053,ABAM,1959,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0053,ABAM,1959,LIVE,0,0,0,0,0
TP001,8,MUNA,MUNA0053,ABAM,1959,MORTALITY,13,0.195,1.398,0.583,0.706
TP001,8,MUNA,MUNA0053,ABGR,1959,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0053,ABGR,1959,LIVE,112,12.492,134.321,47.012,74.283
TP001,8,MUNA,MUNA0053,ABGR,1959,MORTALITY,50,2.028,15.346,5.371,9.681
TP001,8,MUNA,MUNA0053,ALL,1959,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0053,ALL,1959,LIVE,223,55.727,1029.572,438.444,488.715
TP001,8,MUNA,MUNA0053,ALL,1959,MORTALITY,62,2.224,16.743,5.954,10.387
TP001,8,MUNA,MUNA0053,PIMO,1959,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0053,PIMO,1959,LIVE,13,4.14,66.905,25.624,25.703
TP001,8,MUNA,MUNA0053,PIMO,1959,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0053,PSME,1959,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0053,PSME,1959,LIVE,38,28.116,615.841,276.513,307.195
TP001,8,MUNA,MUNA0053,PSME,1959,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0053,TABR,1959,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0053,TABR,1959,LIVE,13,0.046,0.236,0.141,0.118
TP001,8,MUNA,MUNA0053,TABR,1959,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0053,TSHE,1959,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0053,TSHE,1959,LIVE,50,10.933,212.27,89.153,81.416
TP001,8,MUNA,MUNA0053,TSHE,1959,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0053,ABGR,1965,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0053,ABGR,1965,LIVE,62,5.158,48.92,17.122,28.377
TP001,8,MUNA,MUNA0053,ABGR,1965,MORTALITY,50,7.536,87.981,30.793,47.266
TP001,8,MUNA,MUNA0053,ALL,1965,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0053,ALL,1965,LIVE,161,45.721,913.372,398.652,432.983
TP001,8,MUNA,MUNA0053,ALL,1965,MORTALITY,62,11.676,154.885,56.418,72.969
TP001,8,MUNA,MUNA0053,PIMO,1965,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0053,PIMO,1965,LIVE,0,0,0,0,0
TP001,8,MUNA,MUNA0053,PIMO,1965,MORTALITY,13,4.14,66.905,25.624,25.703
TP001,8,MUNA,MUNA0053,PSME,1965,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0053,PSME,1965,LIVE,38,28.847,634.786,285.019,316.708
TP001,8,MUNA,MUNA0053,PSME,1965,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0053,TABR,1965,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0053,TABR,1965,LIVE,13,0.053,0.283,0.17,0.14
TP001,8,MUNA,MUNA0053,TABR,1965,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0053,TSHE,1965,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0053,TSHE,1965,LIVE,50,11.663,229.383,96.341,87.758
TP001,8,MUNA,MUNA0053,TSHE,1965,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0053,ABAM,1971,INGROWTH,13,0.612,6.1,2.544,2.903
TP001,8,MUNA,MUNA0053,ABAM,1971,LIVE,13,0.612,6.1,2.544,2.903
TP001,8,MUNA,MUNA0053,ABAM,1971,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0053,ABGR,1971,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0053,ABGR,1971,LIVE,38,3.549,35.931,12.576,20.328
TP001,8,MUNA,MUNA0053,ABGR,1971,MORTALITY,25,1.731,14.741,5.159,8.925
TP001,8,MUNA,MUNA0053,ALL,1971,INGROWTH,13,0.612,6.1,2.544,2.903
TP001,8,MUNA,MUNA0053,ALL,1971,LIVE,149,45.523,925.802,404.958,435.794
TP001,8,MUNA,MUNA0053,ALL,1971,MORTALITY,25,1.731,14.741,5.159,8.925
TP001,8,MUNA,MUNA0053,PSME,1971,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0053,PSME,1971,LIVE,38,29.1,641.041,287.827,319.842
TP001,8,MUNA,MUNA0053,PSME,1971,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0053,TABR,1971,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0053,TABR,1971,LIVE,13,0.064,0.358,0.215,0.175
TP001,8,MUNA,MUNA0053,TABR,1971,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0053,TSHE,1971,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0053,TSHE,1971,LIVE,50,12.198,242.373,101.797,92.545
TP001,8,MUNA,MUNA0053,TSHE,1971,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0053,ABAM,1977,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0053,ABAM,1977,LIVE,13,0.642,6.484,2.704,3.078
TP001,8,MUNA,MUNA0053,ABAM,1977,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0053,ABGR,1977,INGROWTH,13,0.602,4.458,1.56,2.846
TP001,8,MUNA,MUNA0053,ABGR,1977,LIVE,50,4.302,42.14,14.749,24.128
TP001,8,MUNA,MUNA0053,ABGR,1977,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0053,ALL,1977,INGROWTH,25,1.294,12.396,4.894,6.229
TP001,8,MUNA,MUNA0053,ALL,1977,LIVE,174,48.344,971.529,423.943,455.768
TP001,8,MUNA,MUNA0053,ALL,1977,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0053,PSME,1977,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0053,PSME,1977,LIVE,38,29.347,648.114,291.003,323.408
TP001,8,MUNA,MUNA0053,PSME,1977,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0053,TABR,1977,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0053,TABR,1977,LIVE,13,0.072,0.418,0.251,0.203
TP001,8,MUNA,MUNA0053,TABR,1977,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0053,TSHE,1977,INGROWTH,13,0.692,7.938,3.334,3.384
TP001,8,MUNA,MUNA0053,TSHE,1977,LIVE,62,13.981,274.372,115.236,104.951
TP001,8,MUNA,MUNA0053,TSHE,1977,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0053,ABAM,1983,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0053,ABAM,1983,LIVE,13,0.676,6.951,2.899,3.29
TP001,8,MUNA,MUNA0053,ABAM,1983,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0053,ABGR,1983,INGROWTH,13,0.612,4.558,1.595,2.903
TP001,8,MUNA,MUNA0053,ABGR,1983,LIVE,62,5.167,49.993,17.498,28.744
TP001,8,MUNA,MUNA0053,ABGR,1983,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0053,ALL,1983,INGROWTH,25,1.19,10.839,5.364,5.608
TP001,8,MUNA,MUNA0053,ALL,1983,LIVE,198,51.157,1016.556,443.526,475.039
TP001,8,MUNA,MUNA0053,ALL,1983,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0053,PSME,1983,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0053,PSME,1983,LIVE,38,29.46,651.021,292.308,324.868
TP001,8,MUNA,MUNA0053,PSME,1983,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0053,TABR,1983,INGROWTH,13,0.578,6.281,3.769,2.706
TP001,8,MUNA,MUNA0053,TABR,1983,LIVE,25,0.655,6.738,4.043,2.927
TP001,8,MUNA,MUNA0053,TABR,1983,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0053,TSHE,1983,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0053,TSHE,1983,LIVE,62,15.199,301.853,126.778,115.209
TP001,8,MUNA,MUNA0053,TSHE,1983,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0053,ABAM,1991,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0053,ABAM,1991,LIVE,13,0.729,7.653,3.191,3.608
TP001,8,MUNA,MUNA0053,ABAM,1991,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0053,ABGR,1991,INGROWTH,13,0.676,5.243,1.835,3.29
TP001,8,MUNA,MUNA0053,ABGR,1991,LIVE,50,3.422,30.02,10.507,17.936
TP001,8,MUNA,MUNA0053,ABGR,1991,MORTALITY,25,2.588,27.295,9.553,15.203
TP001,8,MUNA,MUNA0053,ALL,1991,INGROWTH,38,1.934,19.273,9.061,9.303
TP001,8,MUNA,MUNA0053,ALL,1991,LIVE,211,53.867,1088.111,477.193,502.964
TP001,8,MUNA,MUNA0053,ALL,1991,MORTALITY,25,2.588,27.295,9.553,15.203
TP001,8,MUNA,MUNA0053,PSME,1991,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0053,PSME,1991,LIVE,38,30.608,680.918,305.732,339.884
TP001,8,MUNA,MUNA0053,PSME,1991,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0053,TABR,1991,INGROWTH,13,0.656,7.409,4.445,3.168
TP001,8,MUNA,MUNA0053,TABR,1991,LIVE,38,1.324,14.246,8.548,6.141
TP001,8,MUNA,MUNA0053,TABR,1991,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0053,TSHE,1991,INGROWTH,13,0.602,6.622,2.781,2.846
TP001,8,MUNA,MUNA0053,TSHE,1991,LIVE,75,17.784,355.274,149.215,135.394
TP001,8,MUNA,MUNA0053,TSHE,1991,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0053,ABAM,1998,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0053,ABAM,1998,LIVE,13,0.8,8.627,3.598,4.048
TP001,8,MUNA,MUNA0053,ABAM,1998,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0053,ABGR,1998,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0053,ABGR,1998,LIVE,38,3.03,28.257,9.89,16.502
TP001,8,MUNA,MUNA0053,ABGR,1998,MORTALITY,13,0.612,4.558,1.595,2.903
TP001,8,MUNA,MUNA0053,ALL,1998,INGROWTH,13,0.044,0.227,0.095,0.114
TP001,8,MUNA,MUNA0053,ALL,1998,LIVE,198,56.506,1170.666,512.583,539.617
TP001,8,MUNA,MUNA0053,ALL,1998,MORTALITY,25,1.19,10.839,5.364,5.608
TP001,8,MUNA,MUNA0053,PSME,1998,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0053,PSME,1998,LIVE,38,32.578,734.546,329.811,366.869
TP001,8,MUNA,MUNA0053,PSME,1998,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0053,TABR,1998,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0053,TABR,1998,LIVE,25,0.811,8.917,5.35,3.824
TP001,8,MUNA,MUNA0053,TABR,1998,MORTALITY,13,0.578,6.281,3.769,2.706
TP001,8,MUNA,MUNA0053,TSHE,1998,INGROWTH,13,0.044,0.227,0.095,0.114
TP001,8,MUNA,MUNA0053,TSHE,1998,LIVE,87,19.287,390.318,163.933,148.374
TP001,8,MUNA,MUNA0053,TSHE,1998,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0053,ABAM,2004,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0053,ABAM,2004,LIVE,13,0.828,9.022,3.762,4.225
TP001,8,MUNA,MUNA0053,ABAM,2004,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0053,ABGR,2004,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0053,ABGR,2004,LIVE,38,3.23,30.793,10.778,17.838
TP001,8,MUNA,MUNA0053,ABGR,2004,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0053,ALL,2004,INGROWTH,13,0.046,0.236,0.099,0.118
TP001,8,MUNA,MUNA0053,ALL,2004,LIVE,198,56.973,1184.083,517.78,542.722
TP001,8,MUNA,MUNA0053,ALL,2004,MORTALITY,13,0.651,7.335,3.081,3.138
TP001,8,MUNA,MUNA0053,PSME,2004,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0053,PSME,2004,LIVE,38,32.074,720.309,323.419,359.693
TP001,8,MUNA,MUNA0053,PSME,2004,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0053,TABR,2004,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0053,TABR,2004,LIVE,25,0.87,9.769,5.861,4.171
TP001,8,MUNA,MUNA0053,TABR,2004,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0053,TSHE,2004,INGROWTH,13,0.046,0.236,0.099,0.118
TP001,8,MUNA,MUNA0053,TSHE,2004,LIVE,87,19.97,414.191,173.96,156.795
TP001,8,MUNA,MUNA0053,TSHE,2004,MORTALITY,13,0.651,7.335,3.081,3.138
TP001,8,MUNA,MUNA0053,ABAM,2009,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0053,ABAM,2009,LIVE,13,0.874,9.675,4.034,4.518
TP001,8,MUNA,MUNA0053,ABAM,2009,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0053,ABGR,2009,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0053,ABGR,2009,LIVE,38,3.43,33.471,11.715,19.221
TP001,8,MUNA,MUNA0053,ABGR,2009,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0053,ALL,2009,INGROWTH,25,1.801,26.815,11.262,10.845
TP001,8,MUNA,MUNA0053,ALL,2009,LIVE,223,60.781,1256.146,548.533,573.248
TP001,8,MUNA,MUNA0053,ALL,2009,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0053,PSME,2009,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0053,PSME,2009,LIVE,38,32.735,738.155,331.432,368.669
TP001,8,MUNA,MUNA0053,PSME,2009,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0053,TABR,2009,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0053,TABR,2009,LIVE,25,0.931,10.648,6.389,4.531
TP001,8,MUNA,MUNA0053,TABR,2009,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0053,TSHE,2009,INGROWTH,25,1.801,26.815,11.262,10.845
TP001,8,MUNA,MUNA0053,TSHE,2009,LIVE,112,22.811,464.197,194.963,176.309
TP001,8,MUNA,MUNA0053,TSHE,2009,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0053,ABAM,2014,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0053,ABAM,2014,LIVE,13,0.909,10.183,4.246,4.746
TP001,8,MUNA,MUNA0053,ABAM,2014,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0053,ABGR,2014,INGROWTH,0,0,0,0,0
TP001,8,MUNA,MUNA0053,ABGR,2014,LIVE,38,3.564,35.324,12.363,20.166
TP001,8,MUNA,MUNA0053,ABGR,2014,MORTALITY,0,0,0,0,0
TP001,8,MUNA,MUNA0053,ALL,2014,INGROWTH,13,0.03,0.131,0.055,0.067
TP001,8,MUNA,MUNA0053,ALL,2014,LIVE,235,62.365,1290.427,562.964,586.666
